,station,month,hour,min,altm,tmp,dew,rh,dir,spd,date
0,,1,0,0,1015.0,25.0,23.0,89.0,340.0,2,1546300800000000000
1,,31,23,0,1015.0,24.0,22.0,89.0,350.0,1,1546383600000000000
2,,31,22,0,1014.0,24.0,22.0,89.0,0.0,0,1546380000000000000
3,,31,21,0,1013.0,23.0,22.0,94.0,10.0,1,1546376400000000000
4,,31,20,0,1013.0,24.0,22.0,89.0,20.0,1,1546372800000000000
5,,31,19,0,1013.0,24.0,22.0,89.0,330.0,1,1546369200000000000
6,,31,18,0,1014.0,24.0,23.0,94.0,10.0,1,1546365600000000000
7,,31,17,0,1014.0,24.0,23.0,94.0,350.0,1,1546362000000000000
8,,31,16,0,1015.0,24.0,23.0,94.0,310.0,1,1546358400000000000
9,,31,15,0,1015.0,24.0,23.0,94.0,70.0,1,1546354800000000000
10,,31,14,0,1015.0,24.0,24.0,100.0,70.0,1,1546351200000000000
11,,31,13,0,1015.0,25.0,24.0,94.0,360.0,2,1546347600000000000
12,,31,12,0,1014.0,25.0,24.0,94.0,0.0,0,1546344000000000000
13,,31,11,0,1014.0,25.0,24.0,94.0,0.0,0,1546340400000000000
14,,31,10,0,1014.0,25.0,24.0,94.0,0.0,0,1546336800000000000
15,,31,9,0,1013.0,25.0,23.0,89.0,0.0,0,1546333200000000000
16,,31,8,0,1013.0,24.0,24.0,100.0,10.0,1,1546329600000000000
17,,31,7,0,1012.0,25.0,24.0,94.0,110.0,1,1546326000000000000
18,,31,6,0,1012.0,24.0,24.0,100.0,10.0,2,1546322400000000000
19,,31,5,0,1013.0,24.0,22.0,89.0,340.0,2,1546318800000000000
20,,31,4,0,1014.0,25.0,24.0,94.0,320.0,2,1546315200000000000
21,,31,3,0,1014.0,25.0,24.0,94.0,330.0,2,1546311600000000000
22,,31,2,0,1015.0,24.0,24.0,100.0,330.0,1,1546308000000000000
23,,31,1,0,1015.0,25.0,23.0,89.0,0.0,0,1546304400000000000
24,,31,0,0,1015.0,24.0,23.0,94.0,0.0,0,1546300800000000000
25,,2,0,0,1016.0,28.0,22.0,70.0,40.0,2,1546387200000000000
