,station,month,hour,min,altm,tmp,dew,rh,dir,spd,date
52,,2,22,0,1011.0,26.0,22.0,79.0,10.0,3.0,1609711200000000000
53,,2,21,0,1011.0,25.0,22.0,83.0,10.0,3.0,1609707600000000000
54,,2,20,0,1010.0,26.0,22.0,79.0,,1.0,1609704000000000000
55,,2,19,0,1010.0,25.0,21.0,78.0,10.0,3.0,1609700400000000000
56,,2,18,0,1011.0,26.0,22.0,79.0,360.0,2.0,1609696800000000000
57,,2,17,0,1011.0,26.0,21.0,74.0,,1.0,1609693200000000000
58,,2,16,0,1012.0,26.0,21.0,74.0,350.0,2.0,1609689600000000000
59,,2,15,0,1012.0,26.0,22.0,79.0,,1.0,1609686000000000000
60,,2,14,0,1013.0,26.0,22.0,79.0,230.0,2.0,1609682400000000000
61,,2,13,0,1012.0,27.0,22.0,74.0,,1.0,1609678800000000000
62,,2,12,0,1012.0,27.0,21.0,70.0,90.0,3.0,1609675200000000000
63,,2,11,0,1012.0,28.0,21.0,66.0,100.0,2.0,1609671600000000000
64,,2,10,0,1011.0,28.0,21.0,66.0,70.0,4.0,1609668000000000000
65,,2,9,0,1011.0,28.0,21.0,66.0,30.0,3.0,1609664400000000000
66,,2,8,0,1010.0,29.0,22.0,66.0,40.0,4.0,1609660800000000000
67,,2,7,0,1009.0,29.0,24.0,74.0,40.0,4.0,1609657200000000000
68,,2,6,0,1010.0,30.0,22.0,62.0,30.0,4.0,1609653600000000000
69,,2,5,0,1011.0,30.0,22.0,62.0,100.0,3.0,1609650000000000000
70,,2,4,0,1011.0,29.0,21.0,62.0,80.0,3.0,1609646400000000000
71,,2,3,0,1013.0,28.0,21.0,66.0,50.0,2.0,1609642800000000000
72,,2,2,0,1013.0,28.0,21.0,66.0,10.0,4.0,1609639200000000000
73,,2,1,0,1014.0,27.0,21.0,70.0,30.0,5.0,1609635600000000000
74,,2,0,0,1013.0,26.0,20.0,70.0,20.0,4.0,1609632000000000000
75,,4,0,0,1013.0,26.0,24.0,89.0,0.0,0.0,1609718400000000000
76,,3,23,0,1012.0,25.0,24.0,94.0,,1.0,1609801200000000000
77,,3,22,0,1011.0,24.0,23.0,94.0,,1.0,1609797600000000000
78,,3,21,0,1011.0,24.0,23.0,94.0,,1.0,1609794000000000000
79,,3,20,0,1011.0,24.0,23.0,94.0,,1.0,1609790400000000000
80,,3,19,0,1011.0,24.0,23.0,94.0,,1.0,1609786800000000000
81,,3,18,0,1011.0,24.0,23.0,94.0,,1.0,1609783200000000000
82,,3,17,0,1012.0,24.0,23.0,94.0,,1.0,1609779600000000000
83,,3,16,0,1012.0,24.0,24.0,100.0,,1.0,1609776000000000000
84,,3,15,0,1013.0,25.0,24.0,94.0,,1.0,1609772400000000000
85,,3,14,0,1012.0,25.0,24.0,94.0,,1.0,1609768800000000000
86,,3,13,0,1012.0,25.0,24.0,94.0,320.0,2.0,1609765200000000000
87,,3,12,0,1012.0,25.0,24.0,94.0,,1.0,1609761600000000000
88,,3,11,0,1012.0,25.0,24.0,94.0,,1.0,1609758000000000000
89,,3,10,0,1012.0,25.0,24.0,94.0,,2.0,1609754400000000000
90,,3,9,0,1012.0,25.0,24.0,94.0,40.0,2.0,1609750800000000000
91,,3,8,0,1012.0,24.0,24.0,100.0,70.0,2.0,1609747200000000000
92,,3,7,0,1011.0,24.0,24.0,100.0,10.0,3.0,1609743600000000000
93,,3,6,0,1011.0,24.0,24.0,100.0,,1.0,1609740000000000000
94,,3,5,0,1012.0,25.0,24.0,94.0,,1.0,1609736400000000000
95,,3,4,0,1012.0,25.0,24.0,94.0,,1.0,1609732800000000000
96,,3,3,0,1012.0,26.0,24.0,89.0,180.0,2.0,1609729200000000000
97,,3,2,0,1013.0,27.0,23.0,79.0,,1.0,1609725600000000000
98,,3,1,0,1013.0,28.0,22.0,70.0,,1.0,1609722000000000000
99,,3,0,0,1013.0,27.0,22.0,74.0,50.0,2.0,1609718400000000000
100,,5,0,0,1013.0,27.0,23.0,79.0,,1.0,1609804800000000000
101,,4,23,0,1012.0,25.0,23.0,89.0,0.0,0.0,1609887600000000000
102,,4,22,0,1012.0,25.0,23.0,89.0,0.0,0.0,1609884000000000000
103,,4,21,0,1011.0,25.0,23.0,89.0,,1.0,1609880400000000000
104,,4,20,0,1011.0,25.0,24.0,94.0,100.0,2.0,1609876800000000000
105,,4,19,0,1011.0,25.0,23.0,89.0,,2.0,1609873200000000000
106,,4,18,0,1011.0,25.0,24.0,94.0,80.0,2.0,1609869600000000000
107,,4,17,0,1012.0,25.0,24.0,94.0,160.0,2.0,1609866000000000000
108,,4,16,0,1012.0,27.0,24.0,84.0,120.0,2.0,1609862400000000000
109,,4,15,0,1012.0,27.0,24.0,84.0,,1.0,1609858800000000000
110,,4,14,0,1012.0,27.0,24.0,84.0,,1.0,1609855200000000000
111,,4,13,0,1012.0,27.0,24.0,84.0,,1.0,1609851600000000000
112,,4,12,0,1012.0,27.0,24.0,84.0,130.0,2.0,1609848000000000000
113,,4,11,0,1011.0,29.0,24.0,74.0,,2.0,1609844400000000000
114,,4,10,0,1011.0,29.0,23.0,70.0,110.0,2.0,1609840800000000000
115,,4,9,0,1010.0,30.0,23.0,66.0,110.0,3.0,1609837200000000000
116,,4,8,0,,31.0,24.0,66.0,110.0,4.0,1609833600000000000
117,,4,7,0,1009.0,32.0,23.0,59.0,120.0,3.0,1609830000000000000
118,,4,6,0,1010.0,32.0,22.0,56.0,110.0,4.0,1609826400000000000
119,,4,5,0,1011.0,32.0,22.0,56.0,70.0,5.0,1609822800000000000
120,,4,4,0,1012.0,30.0,25.0,75.0,310.0,3.0,1609819200000000000
121,,4,3,0,1013.0,29.0,25.0,79.0,300.0,3.0,1609815600000000000
122,,4,2,0,1013.0,29.0,24.0,74.0,30.0,2.0,1609812000000000000
123,,4,1,0,1013.0,29.0,23.0,70.0,,1.0,1609808400000000000
124,,4,0,0,1013.0,26.0,24.0,89.0,0.0,0.0,1609804800000000000
125,,6,0,0,1012.0,28.0,22.0,70.0,,1.0,1609891200000000000
126,,5,23,0,1012.0,24.0,22.0,89.0,0.0,0.0,1609974000000000000
127,,5,22,0,1011.0,24.0,22.0,89.0,,1.0,1609970400000000000
128,,5,21,0,1011.0,24.0,22.0,89.0,0.0,0.0,1609966800000000000
129,,5,20,0,1011.0,25.0,22.0,83.0,80.0,2.0,1609963200000000000
130,,5,19,0,1011.0,24.0,22.0,89.0,50.0,2.0,1609959600000000000
131,,5,18,0,1011.0,25.0,23.0,89.0,110.0,2.0,1609956000000000000
132,,5,17,0,1011.0,26.0,23.0,84.0,110.0,2.0,1609952400000000000
133,,5,16,0,1012.0,26.0,23.0,84.0,120.0,2.0,1609948800000000000
134,,5,15,0,1012.0,26.0,22.0,79.0,130.0,2.0,1609945200000000000
135,,5,14,0,1013.0,26.0,23.0,84.0,,1.0,1609941600000000000
136,,5,13,0,1013.0,26.0,23.0,84.0,,1.0,1609938000000000000
137,,5,12,0,1012.0,27.0,23.0,79.0,130.0,2.0,1609934400000000000
138,,5,11,0,1011.0,28.0,23.0,74.0,100.0,2.0,1609930800000000000
139,,5,10,0,1011.0,28.0,23.0,74.0,100.0,3.0,1609927200000000000
140,,5,9,0,1010.0,29.0,23.0,70.0,110.0,3.0,1609923600000000000
141,,5,8,0,1009.0,29.0,24.0,74.0,50.0,3.0,1609920000000000000
142,,5,7,0,1009.0,28.0,24.0,79.0,100.0,4.0,1609916400000000000
143,,5,6,0,1009.0,28.0,24.0,79.0,250.0,2.0,1609912800000000000
144,,5,5,0,1010.0,29.0,24.0,74.0,80.0,3.0,1609909200000000000
145,,5,4,0,1011.0,28.0,24.0,79.0,300.0,4.0,1609905600000000000
146,,5,3,0,1012.0,30.0,23.0,66.0,,2.0,1609902000000000000
147,,5,2,0,1013.0,29.0,24.0,74.0,100.0,3.0,1609898400000000000
148,,5,1,0,1013.0,28.0,24.0,79.0,,1.0,1609894800000000000
149,,5,0,0,1013.0,27.0,23.0,79.0,,1.0,1609891200000000000
150,,7,0,0,1012.0,25.0,23.0,89.0,130.0,2.0,1609977600000000000
151,,6,23,0,1011.0,25.0,22.0,83.0,110.0,2.0,1610060400000000000
152,,6,22,0,1010.0,25.0,22.0,83.0,0.0,0.0,1610056800000000000
153,,6,21,0,1010.0,25.0,22.0,83.0,90.0,2.0,1610053200000000000
154,,6,20,0,1010.0,26.0,22.0,79.0,,1.0,1610049600000000000
155,,6,19,0,1010.0,26.0,22.0,79.0,,1.0,1610046000000000000
156,,6,18,0,1010.0,25.0,22.0,83.0,230.0,1.0,1610042400000000000
157,,6,17,0,1010.0,25.0,22.0,83.0,,1.0,1610038800000000000
158,,6,16,0,1011.0,25.0,22.0,83.0,60.0,2.0,1610035200000000000
159,,6,15,0,1011.0,26.0,23.0,84.0,90.0,2.0,1610031600000000000
160,,6,14,0,1011.0,27.0,23.0,79.0,110.0,3.0,1610028000000000000
161,,6,13,0,1011.0,27.0,22.0,74.0,110.0,3.0,1610024400000000000
162,,6,12,0,1011.0,28.0,23.0,74.0,120.0,3.0,1610020800000000000
163,,6,11,0,1010.0,28.0,22.0,70.0,110.0,3.0,1610017200000000000
164,,6,10,0,1010.0,28.0,23.0,74.0,110.0,3.0,1610013600000000000
165,,6,9,0,1009.0,29.0,23.0,70.0,120.0,4.0,1610010000000000000
166,,6,8,0,1009.0,31.0,21.0,55.0,110.0,4.0,1610006400000000000
167,,6,7,0,1008.0,32.0,21.0,52.0,80.0,5.0,1610002800000000000
168,,6,6,0,1008.0,33.0,22.0,52.0,110.0,4.0,1609999200000000000
169,,6,5,0,1009.0,33.0,22.0,52.0,90.0,4.0,1609995600000000000
170,,6,4,0,1010.0,32.0,23.0,59.0,,3.0,1609992000000000000
171,,6,3,0,1011.0,31.0,22.0,59.0,,2.0,1609988400000000000
172,,6,2,0,1012.0,30.0,22.0,62.0,110.0,2.0,1609984800000000000
173,,6,1,0,1012.0,29.0,22.0,66.0,,1.0,1609981200000000000
174,,6,0,0,1012.0,28.0,22.0,70.0,,1.0,1609977600000000000
175,,8,0,0,1011.0,26.0,22.0,79.0,,1.0,1610064000000000000
176,,7,23,0,1010.0,26.0,22.0,79.0,0.0,0.0,1610146800000000000
177,,7,22,0,1010.0,26.0,22.0,79.0,,1.0,1610143200000000000
178,,7,21,0,1009.0,26.0,23.0,84.0,230.0,2.0,1610139600000000000
179,,7,20,0,1009.0,25.0,23.0,89.0,,1.0,1610136000000000000
180,,7,19,0,1009.0,25.0,23.0,89.0,0.0,0.0,1610132400000000000
181,,7,18,0,1009.0,25.0,23.0,89.0,0.0,0.0,1610128800000000000
182,,7,17,0,1010.0,25.0,23.0,89.0,0.0,0.0,1610125200000000000
183,,7,16,0,1010.0,26.0,23.0,84.0,,1.0,1610121600000000000
184,,7,15,0,1010.0,26.0,23.0,84.0,,1.0,1610118000000000000
185,,7,14,0,1011.0,26.0,23.0,84.0,,1.0,1610114400000000000
186,,7,13,0,1011.0,27.0,22.0,74.0,110.0,2.0,1610110800000000000
187,,7,12,0,1010.0,27.0,22.0,74.0,120.0,3.0,1610107200000000000
188,,7,11,0,1010.0,27.0,22.0,74.0,110.0,2.0,1610103600000000000
189,,7,10,0,1009.0,28.0,22.0,70.0,100.0,2.0,1610100000000000000
190,,7,9,0,1009.0,28.0,23.0,74.0,110.0,4.0,1610096400000000000
191,,7,8,0,1008.0,29.0,24.0,74.0,80.0,4.0,1610092800000000000
192,,7,7,0,1008.0,29.0,23.0,70.0,110.0,2.0,1610089200000000000
193,,7,6,0,1008.0,29.0,24.0,74.0,280.0,2.0,1610085600000000000
194,,7,5,0,1009.0,30.0,24.0,70.0,240.0,2.0,1610082000000000000
195,,7,4,0,1010.0,27.0,23.0,79.0,290.0,4.0,1610078400000000000
196,,7,3,0,1011.0,29.0,23.0,70.0,60.0,2.0,1610074800000000000
197,,7,2,0,1012.0,28.0,23.0,74.0,100.0,2.0,1610071200000000000
198,,7,1,0,1012.0,27.0,23.0,79.0,,1.0,1610067600000000000
199,,7,0,0,1012.0,25.0,23.0,89.0,130.0,2.0,1610064000000000000
200,,9,0,0,1012.0,26.0,20.0,70.0,10.0,2.0,1610150400000000000
201,,8,23,0,1011.0,26.0,20.0,70.0,10.0,3.0,1610233200000000000
202,,8,22,0,1010.0,26.0,20.0,70.0,20.0,2.0,1610229600000000000
203,,8,21,0,1010.0,26.0,20.0,70.0,20.0,2.0,1610226000000000000
204,,8,20,0,1010.0,26.0,21.0,74.0,,1.0,1610222400000000000
205,,8,19,0,1009.0,26.0,21.0,74.0,40.0,2.0,1610218800000000000
206,,8,18,0,1010.0,26.0,21.0,74.0,20.0,2.0,1610215200000000000
207,,8,17,0,1010.0,26.0,22.0,79.0,,1.0,1610211600000000000
208,,8,16,0,1010.0,26.0,22.0,79.0,,1.0,1610208000000000000
209,,8,15,0,1011.0,27.0,22.0,74.0,,1.0,1610204400000000000
210,,8,14,0,1011.0,27.0,22.0,74.0,,1.0,1610200800000000000
211,,8,13,0,1011.0,27.0,22.0,74.0,140.0,2.0,1610197200000000000
212,,8,12,0,1011.0,27.0,22.0,74.0,,1.0,1610193600000000000
213,,8,11,0,1010.0,27.0,22.0,74.0,110.0,3.0,1610190000000000000
214,,8,10,0,1009.0,27.0,22.0,74.0,120.0,3.0,1610186400000000000
215,,8,9,0,1008.0,28.0,23.0,74.0,130.0,3.0,1610182800000000000
216,,8,8,0,1008.0,29.0,22.0,66.0,,2.0,1610179200000000000
217,,8,7,0,1007.0,30.0,22.0,62.0,100.0,3.0,1610175600000000000
218,,8,6,0,1008.0,30.0,23.0,66.0,120.0,3.0,1610172000000000000
219,,8,5,0,1009.0,30.0,22.0,62.0,,2.0,1610168400000000000
220,,8,4,0,1010.0,29.0,22.0,66.0,,2.0,1610164800000000000
221,,8,3,0,1011.0,28.0,23.0,74.0,260.0,2.0,1610161200000000000
222,,8,2,0,1011.0,27.0,23.0,79.0,270.0,3.0,1610157600000000000
223,,8,1,0,1011.0,27.0,23.0,79.0,240.0,2.0,1610154000000000000
224,,8,0,0,1011.0,26.0,22.0,79.0,,1.0,1610150400000000000
225,,10,0,0,1013.0,26.0,20.0,70.0,,1.0,1610236800000000000
226,,9,23,0,1012.0,25.0,20.0,74.0,,1.0,1610319600000000000
227,,9,22,0,1012.0,25.0,19.0,69.0,,1.0,1610316000000000000
228,,9,21,0,1011.0,25.0,19.0,69.0,300.0,2.0,1610312400000000000
229,,9,20,0,1011.0,25.0,19.0,69.0,10.0,2.0,1610308800000000000
230,,9,19,0,1010.0,25.0,20.0,74.0,0.0,0.0,1610305200000000000
231,,9,18,0,1011.0,25.0,20.0,74.0,,1.0,1610301600000000000
232,,9,17,0,1012.0,25.0,19.0,69.0,70.0,2.0,1610298000000000000
233,,9,16,0,1012.0,25.0,20.0,74.0,,1.0,1610294400000000000
234,,9,15,0,1012.0,26.0,19.0,65.0,80.0,2.0,1610290800000000000
235,,9,14,0,1012.0,26.0,19.0,65.0,100.0,3.0,1610287200000000000
236,,9,13,0,1012.0,26.0,19.0,65.0,90.0,5.0,1610283600000000000
237,,9,12,0,1012.0,26.0,19.0,65.0,90.0,4.0,1610280000000000000
238,,9,11,0,1011.0,27.0,19.0,62.0,90.0,4.0,1610276400000000000
239,,9,10,0,1010.0,27.0,19.0,62.0,90.0,6.0,1610272800000000000
240,,9,9,0,1009.0,28.0,19.0,58.0,90.0,4.0,1610269200000000000
241,,9,8,0,1008.0,28.0,20.0,62.0,110.0,5.0,1610265600000000000
242,,9,7,0,1008.0,28.0,21.0,66.0,270.0,4.0,1610262000000000000
243,,9,6,0,1009.0,29.0,20.0,58.0,,3.0,1610258400000000000
244,,9,5,0,1010.0,31.0,21.0,55.0,,3.0,1610254800000000000
245,,9,4,0,1011.0,28.0,21.0,66.0,280.0,2.0,1610251200000000000
246,,9,3,0,1012.0,28.0,20.0,62.0,,1.0,1610247600000000000
247,,9,2,0,1012.0,27.0,20.0,66.0,,2.0,1610244000000000000
248,,9,1,0,1012.0,27.0,20.0,66.0,10.0,3.0,1610240400000000000
249,,9,0,0,1012.0,26.0,20.0,70.0,10.0,2.0,1610236800000000000
250,,11,0,0,1014.0,25.0,20.0,74.0,,1.0,1610323200000000000
251,,10,23,0,1013.0,24.0,19.0,74.0,,1.0,1610406000000000000
252,,10,22,0,1012.0,23.0,18.0,73.0,,1.0,1610402400000000000
253,,10,21,0,1011.0,24.0,20.0,78.0,70.0,2.0,1610398800000000000
254,,10,20,0,1011.0,24.0,19.0,74.0,80.0,2.0,1610395200000000000
255,,10,19,0,1011.0,24.0,20.0,78.0,0.0,0.0,1610391600000000000
256,,10,18,0,1012.0,24.0,20.0,78.0,,1.0,1610388000000000000
257,,10,17,0,1012.0,24.0,20.0,78.0,110.0,2.0,1610384400000000000
258,,10,16,0,1013.0,24.0,20.0,78.0,120.0,2.0,1610380800000000000
259,,10,15,0,1013.0,25.0,20.0,74.0,100.0,2.0,1610377200000000000
260,,10,14,0,1013.0,26.0,19.0,65.0,90.0,5.0,1610373600000000000
261,,10,13,0,1013.0,25.0,19.0,69.0,130.0,3.0,1610370000000000000
262,,10,12,0,1012.0,26.0,19.0,65.0,100.0,4.0,1610366400000000000
263,,10,11,0,1012.0,26.0,18.0,61.0,90.0,5.0,1610362800000000000
264,,10,10,0,1011.0,26.0,18.0,61.0,90.0,5.0,1610359200000000000
265,,10,9,0,1010.0,27.0,19.0,62.0,90.0,6.0,1610355600000000000
266,,10,8,0,1010.0,28.0,18.0,55.0,90.0,7.0,1610352000000000000
267,,10,7,0,1010.0,28.0,18.0,55.0,80.0,8.0,1610348400000000000
268,,10,6,0,1010.0,29.0,19.0,55.0,90.0,7.0,1610344800000000000
269,,10,5,0,1011.0,29.0,19.0,55.0,90.0,7.0,1610341200000000000
270,,10,4,0,1012.0,29.0,19.0,55.0,80.0,6.0,1610337600000000000
271,,10,3,0,1013.0,29.0,19.0,55.0,90.0,4.0,1610334000000000000
272,,10,2,0,1014.0,27.0,20.0,66.0,350.0,2.0,1610330400000000000
273,,10,1,0,1014.0,26.0,20.0,70.0,290.0,3.0,1610326800000000000
274,,10,0,0,1013.0,26.0,20.0,70.0,,1.0,1610323200000000000
275,,12,0,0,1013.0,25.0,20.0,74.0,,1.0,1610409600000000000
276,,11,23,0,1012.0,24.0,20.0,78.0,,1.0,1610492400000000000
277,,11,22,0,1012.0,24.0,19.0,74.0,,1.0,1610488800000000000
278,,11,21,0,1011.0,24.0,20.0,78.0,350.0,2.0,1610485200000000000
279,,11,20,0,1011.0,24.0,20.0,78.0,,1.0,1610481600000000000
280,,11,19,0,1011.0,24.0,20.0,78.0,260.0,2.0,1610478000000000000
281,,11,18,0,1012.0,24.0,19.0,74.0,270.0,2.0,1610474400000000000
282,,11,17,0,1012.0,25.0,19.0,69.0,,1.0,1610470800000000000
283,,11,16,0,1013.0,25.0,19.0,69.0,110.0,2.0,1610467200000000000
284,,11,15,0,1013.0,26.0,19.0,65.0,100.0,2.0,1610463600000000000
285,,11,14,0,1013.0,25.0,19.0,69.0,130.0,2.0,1610460000000000000
286,,11,13,0,1013.0,26.0,19.0,65.0,120.0,2.0,1610456400000000000
287,,11,12,0,1013.0,26.0,20.0,70.0,110.0,3.0,1610452800000000000
288,,11,11,0,1012.0,26.0,20.0,70.0,110.0,3.0,1610449200000000000
289,,11,10,0,1012.0,26.0,20.0,70.0,110.0,3.0,1610445600000000000
290,,11,9,0,1011.0,27.0,20.0,66.0,100.0,4.0,1610442000000000000
291,,11,8,0,1011.0,27.0,20.0,66.0,100.0,4.0,1610438400000000000
292,,11,7,0,1010.0,29.0,19.0,55.0,90.0,6.0,1610434800000000000
293,,11,6,0,1011.0,28.0,20.0,62.0,350.0,3.0,1610431200000000000
294,,11,5,0,1012.0,27.0,20.0,66.0,,3.0,1610427600000000000
295,,11,4,0,1013.0,28.0,20.0,62.0,70.0,4.0,1610424000000000000
296,,11,3,0,1014.0,26.0,20.0,70.0,270.0,4.0,1610420400000000000
297,,11,2,0,1014.0,27.0,20.0,66.0,,2.0,1610416800000000000
298,,11,1,0,1014.0,26.0,20.0,70.0,70.0,3.0,1610413200000000000
299,,11,0,0,1014.0,25.0,20.0,74.0,,1.0,1610409600000000000
300,,13,0,0,1012.0,25.0,21.0,78.0,,1.0,1610496000000000000
301,,12,23,0,1012.0,24.0,20.0,78.0,,1.0,1610578800000000000
302,,12,22,0,1011.0,24.0,20.0,78.0,0.0,0.0,1610575200000000000
303,,12,21,0,1011.0,23.0,20.0,83.0,,1.0,1610571600000000000
304,,12,20,0,1011.0,23.0,20.0,83.0,0.0,0.0,1610568000000000000
305,,12,19,0,1011.0,23.0,20.0,83.0,0.0,0.0,1610564400000000000
306,,12,18,0,1011.0,23.0,20.0,83.0,0.0,0.0,1610560800000000000
307,,12,17,0,1012.0,24.0,20.0,78.0,,1.0,1610557200000000000
308,,12,16,0,1012.0,24.0,19.0,74.0,,1.0,1610553600000000000
309,,12,15,0,1012.0,24.0,19.0,74.0,0.0,0.0,1610550000000000000
310,,12,14,0,1012.0,25.0,18.0,65.0,,1.0,1610546400000000000
311,,12,13,0,1012.0,25.0,18.0,65.0,100.0,2.0,1610542800000000000
312,,12,12,0,1012.0,25.0,17.0,61.0,120.0,2.0,1610539200000000000
313,,12,11,0,1011.0,26.0,17.0,58.0,80.0,3.0,1610535600000000000
314,,12,10,0,1011.0,27.0,17.0,54.0,80.0,4.0,1610532000000000000
315,,12,9,0,1010.0,28.0,17.0,51.0,90.0,4.0,1610528400000000000
316,,12,8,0,1010.0,28.0,18.0,55.0,70.0,5.0,1610524800000000000
317,,12,7,0,1010.0,28.0,19.0,58.0,260.0,3.0,1610521200000000000
318,,12,6,0,1010.0,28.0,20.0,62.0,270.0,3.0,1610517600000000000
319,,12,5,0,1011.0,27.0,19.0,62.0,300.0,3.0,1610514000000000000
320,,12,4,0,1013.0,28.0,19.0,58.0,300.0,3.0,1610510400000000000
321,,12,3,0,1013.0,29.0,19.0,55.0,,1.0,1610506800000000000
322,,12,2,0,1014.0,27.0,18.0,58.0,240.0,2.0,1610503200000000000
323,,12,1,0,1014.0,26.0,20.0,70.0,270.0,2.0,1610499600000000000
324,,12,0,0,1013.0,25.0,20.0,74.0,,1.0,1610496000000000000
325,,14,0,0,1012.0,26.0,21.0,74.0,,1.0,1610582400000000000
326,,13,23,0,1011.0,24.0,21.0,83.0,,2.0,1610665200000000000
327,,13,22,0,1011.0,24.0,20.0,78.0,,1.0,1610661600000000000
328,,13,21,0,1010.0,24.0,21.0,83.0,,1.0,1610658000000000000
329,,13,20,0,1010.0,24.0,21.0,83.0,,1.0,1610654400000000000
330,,13,19,0,1010.0,25.0,21.0,78.0,250.0,1.0,1610650800000000000
331,,13,18,0,1011.0,25.0,22.0,83.0,260.0,2.0,1610647200000000000
332,,13,17,0,1011.0,25.0,22.0,83.0,,1.0,1610643600000000000
333,,13,16,0,1012.0,26.0,22.0,79.0,,1.0,1610640000000000000
334,,13,15,0,1012.0,26.0,22.0,79.0,,1.0,1610636400000000000
335,,13,14,0,1012.0,25.0,22.0,83.0,,1.0,1610632800000000000
336,,13,13,0,1011.0,26.0,21.0,74.0,120.0,2.0,1610629200000000000
337,,13,12,0,1011.0,26.0,21.0,74.0,120.0,4.0,1610625600000000000
338,,13,11,0,1010.0,26.0,21.0,74.0,110.0,4.0,1610622000000000000
