,station,month,hour,min,altm,tmp,dew,rh,dir,spd,date
0,,1,0,0,1014.0,26.0,26.0,100.0,360.0,4.0,1483228800000000000
1,,31,23,0,1013.0,25.0,25.0,100.0,20.0,3.0,1483311600000000000
2,,31,22,0,1013.0,25.0,25.0,100.0,10.0,4.0,1483308000000000000
3,,31,21,0,1012.0,25.0,25.0,100.0,330.0,2.0,1483304400000000000
4,,31,20,0,1012.0,25.0,25.0,100.0,340.0,2.0,1483300800000000000
5,,31,19,0,1012.0,25.0,25.0,100.0,0.0,0.0,1483297200000000000
6,,31,18,0,1013.0,25.0,25.0,100.0,310.0,2.0,1483293600000000000
7,,31,17,0,1013.0,25.0,25.0,100.0,,1.0,1483290000000000000
8,,31,16,0,1014.0,25.0,25.0,100.0,70.0,2.0,1483286400000000000
9,,31,15,0,1013.0,27.0,24.0,84.0,100.0,2.0,1483282800000000000
10,,31,14,0,1013.0,27.0,24.0,84.0,350.0,2.0,1483279200000000000
11,,31,13,0,1013.0,26.0,25.0,94.0,0.0,0.0,1483275600000000000
12,,31,12,0,1013.0,27.0,24.0,84.0,10.0,3.0,1483272000000000000
13,,31,11,0,1012.0,26.0,26.0,100.0,,1.0,1483268400000000000
14,,31,10,0,1012.0,26.0,26.0,100.0,,1.0,1483264800000000000
15,,31,9,0,1011.0,29.0,24.0,74.0,360.0,3.0,1483261200000000000
16,,31,8,0,1011.0,29.0,24.0,74.0,10.0,4.0,1483257600000000000
17,,31,7,0,1010.0,30.0,22.0,62.0,70.0,7.0,1483254000000000000
18,,31,6,0,1011.0,30.0,22.0,62.0,80.0,5.0,1483250400000000000
19,,31,5,0,1012.0,30.0,24.0,70.0,30.0,4.0,1483246800000000000
20,,31,4,0,1013.0,28.0,26.0,89.0,,1.0,1483243200000000000
21,,31,3,0,1014.0,26.0,26.0,100.0,,1.0,1483239600000000000
22,,31,2,0,1014.0,26.0,26.0,100.0,,1.0,1483236000000000000
23,,31,1,0,1014.0,28.0,22.0,70.0,,1.0,1483232400000000000
24,,31,0,0,1014.0,27.0,22.0,74.0,50.0,2.0,1483228800000000000
25,,2,0,0,1013.0,26.0,23.0,84.0,70.0,3.0,1483315200000000000
26,,1,23,0,1013.0,25.0,22.0,83.0,80.0,3.0,1483398000000000000
27,,1,22,0,1012.0,24.0,23.0,94.0,30.0,4.0,1483394400000000000
28,,1,21,0,1013.0,24.0,23.0,94.0,40.0,2.0,1483390800000000000
29,,1,20,0,1012.0,25.0,22.0,83.0,10.0,3.0,1483387200000000000
30,,1,19,0,1012.0,24.0,21.0,83.0,30.0,2.0,1483383600000000000
31,,1,18,0,1013.0,25.0,21.0,78.0,10.0,4.0,1483380000000000000
32,,1,17,0,1013.0,26.0,20.0,70.0,,1.0,1483376400000000000
33,,1,16,0,1014.0,26.0,20.0,70.0,,1.0,1483372800000000000
34,,1,15,0,1014.0,26.0,20.0,70.0,80.0,2.0,1483369200000000000
35,,1,14,0,1014.0,27.0,20.0,66.0,70.0,4.0,1483365600000000000
36,,1,13,0,1014.0,27.0,20.0,66.0,110.0,2.0,1483362000000000000
37,,1,12,0,1013.0,27.0,21.0,70.0,80.0,4.0,1483358400000000000
38,,1,11,0,1013.0,27.0,22.0,74.0,90.0,3.0,1483354800000000000
39,,1,10,0,1012.0,27.0,22.0,74.0,110.0,4.0,1483351200000000000
40,,1,9,0,1012.0,28.0,22.0,70.0,110.0,5.0,1483347600000000000
41,,1,8,0,1011.0,30.0,20.0,55.0,100.0,5.0,1483344000000000000
42,,1,7,0,1011.0,30.0,20.0,55.0,80.0,6.0,1483340400000000000
43,,1,6,0,1011.0,31.0,20.0,52.0,80.0,8.0,1483336800000000000
44,,1,5,0,1012.0,31.0,20.0,52.0,70.0,8.0,1483333200000000000
45,,1,4,0,1013.0,31.0,21.0,55.0,80.0,6.0,1483329600000000000
46,,1,3,0,1013.0,31.0,22.0,59.0,80.0,7.0,1483326000000000000
47,,1,2,0,1014.0,28.0,24.0,79.0,,3.0,1483322400000000000
48,,1,1,0,1015.0,27.0,25.0,89.0,0.0,0.0,1483318800000000000
49,,1,0,0,1014.0,26.0,26.0,100.0,360.0,4.0,1483315200000000000
50,,3,0,0,1013.0,28.0,21.0,66.0,0.0,0.0,1483401600000000000
51,,2,23,0,1012.0,25.0,23.0,89.0,0.0,0.0,1483484400000000000
52,,2,22,0,1012.0,26.0,21.0,74.0,320.0,2.0,1483480800000000000
53,,2,21,0,1012.0,26.0,22.0,79.0,0.0,0.0,1483477200000000000
