,station,month,hour,min,altm,tmp,dew,rh,dir,spd,date
0,,1,0,0,1017.0,25.0,23.0,89.0,160.0,2.0,1577836800000000000
1,,31,23,0,1016.0,25.0,23.0,89.0,130.0,1.0,1577919600000000000
2,,31,22,0,1015.0,26.0,22.0,79.0,20.0,3.0,1577916000000000000
3,,31,21,0,1015.0,26.0,22.0,79.0,,1.0,1577912400000000000
4,,31,20,0,1014.0,27.0,23.0,79.0,,1.0,1577908800000000000
5,,31,19,0,1014.0,26.0,22.0,79.0,,1.0,1577905200000000000
6,,31,18,0,1015.0,26.0,22.0,79.0,,1.0,1577901600000000000
7,,31,17,0,1015.0,27.0,22.0,74.0,80.0,2.0,1577898000000000000
8,,31,16,0,1016.0,26.0,22.0,79.0,70.0,2.0,1577894400000000000
9,,31,15,0,1016.0,26.0,22.0,79.0,0.0,0.0,1577890800000000000
10,,31,14,0,1016.0,26.0,22.0,79.0,,1.0,1577887200000000000
11,,31,13,0,1016.0,27.0,22.0,74.0,70.0,2.0,1577883600000000000
12,,31,12,0,1016.0,28.0,22.0,70.0,120.0,2.0,1577880000000000000
13,,31,11,0,1015.0,29.0,21.0,62.0,80.0,3.0,1577876400000000000
14,,31,10,0,1015.0,29.0,20.0,58.0,70.0,4.0,1577872800000000000
15,,31,9,0,1015.0,30.0,21.0,59.0,70.0,5.0,1577869200000000000
16,,31,8,0,1014.0,31.0,21.0,55.0,80.0,5.0,1577865600000000000
17,,31,7,0,1014.0,29.0,23.0,70.0,30.0,4.0,1577862000000000000
18,,31,6,0,1014.0,29.0,23.0,70.0,50.0,6.0,1577858400000000000
19,,31,5,0,1015.0,31.0,22.0,59.0,70.0,5.0,1577854800000000000
20,,31,4,0,1016.0,31.0,22.0,59.0,90.0,3.0,1577851200000000000
21,,31,3,0,1017.0,29.0,23.0,70.0,,2.0,1577847600000000000
22,,31,2,0,1018.0,29.0,23.0,70.0,60.0,2.0,1577844000000000000
23,,31,1,0,1018.0,26.0,22.0,79.0,60.0,4.0,1577840400000000000
24,,31,0,0,1017.0,27.0,22.0,74.0,40.0,3.0,1577836800000000000
25,,2,0,0,1018.0,27.0,23.0,79.0,80.0,3.0,1577923200000000000
26,,1,23,0,1017.0,25.0,23.0,89.0,,1.0,1578006000000000000
27,,1,22,0,1016.0,25.0,23.0,89.0,0.0,0.0,1578002400000000000
28,,1,21,0,1016.0,25.0,23.0,89.0,0.0,0.0,1577998800000000000
29,,1,20,0,1015.0,26.0,23.0,84.0,0.0,0.0,1577995200000000000
30,,1,19,0,1015.0,25.0,23.0,89.0,,1.0,1577991600000000000
31,,1,18,0,1016.0,26.0,23.0,84.0,,1.0,1577988000000000000
32,,1,17,0,1010.0,26.0,23.0,84.0,,1.0,1577984400000000000
33,,1,16,0,1017.0,27.0,24.0,84.0,0.0,0.0,1577980800000000000
34,,1,15,0,1017.0,26.0,24.0,89.0,,1.0,1577977200000000000
35,,1,14,0,1017.0,26.0,24.0,89.0,,1.0,1577973600000000000
36,,1,13,0,1017.0,27.0,23.0,79.0,200.0,2.0,1577970000000000000
37,,1,12,0,1017.0,27.0,24.0,84.0,250.0,2.0,1577966400000000000
38,,1,11,0,1016.0,27.0,23.0,79.0,220.0,2.0,1577962800000000000
39,,1,10,0,1015.0,28.0,23.0,74.0,20.0,3.0,1577959200000000000
40,,1,9,0,1015.0,29.0,24.0,74.0,360.0,3.0,1577955600000000000
41,,1,8,0,1014.0,28.0,23.0,74.0,220.0,2.0,1577952000000000000
42,,1,7,0,1014.0,28.0,24.0,79.0,270.0,2.0,1577948400000000000
43,,1,6,0,1014.0,28.0,24.0,79.0,270.0,3.0,1577944800000000000
44,,1,5,0,1015.0,28.0,23.0,74.0,230.0,2.0,1577941200000000000
45,,1,4,0,1016.0,29.0,22.0,66.0,,1.0,1577937600000000000
46,,1,3,0,1016.0,28.0,23.0,74.0,290.0,4.0,1577934000000000000
47,,1,2,0,1017.0,28.0,24.0,79.0,350.0,2.0,1577930400000000000
48,,1,1,0,1017.0,26.0,23.0,84.0,10.0,2.0,1577926800000000000
49,,1,0,0,1017.0,25.0,23.0,89.0,160.0,2.0,1577923200000000000
50,,3,0,0,1016.0,27.0,20.0,66.0,60.0,2.0,1578009600000000000
51,,2,23,0,1016.0,25.0,20.0,74.0,0.0,0.0,1578092400000000000
52,,2,22,0,1015.0,25.0,20.0,74.0,,1.0,1578088800000000000
53,,2,21,0,1014.0,25.0,20.0,74.0,,1.0,1578085200000000000
54,,2,20,0,1015.0,26.0,20.0,70.0,,1.0,1578081600000000000
55,,2,19,0,1014.0,24.0,19.0,74.0,350.0,1.0,1578078000000000000
56,,2,18,0,1015.0,26.0,19.0,65.0,90.0,2.0,1578074400000000000
57,,2,17,0,1016.0,27.0,20.0,66.0,40.0,2.0,1578070800000000000
58,,2,16,0,1016.0,27.0,20.0,66.0,,1.0,1578067200000000000
59,,2,15,0,1016.0,27.0,20.0,66.0,110.0,2.0,1578063600000000000
60,,2,14,0,1017.0,27.0,20.0,66.0,90.0,2.0,1578060000000000000
61,,2,13,0,1017.0,27.0,21.0,70.0,80.0,3.0,1578056400000000000
62,,2,12,0,1016.0,28.0,20.0,62.0,90.0,3.0,1578052800000000000
63,,2,11,0,1016.0,28.0,20.0,62.0,100.0,3.0,1578049200000000000
64,,2,10,0,1015.0,29.0,20.0,58.0,80.0,5.0,1578045600000000000
65,,2,9,0,1014.0,30.0,20.0,55.0,70.0,7.0,1578042000000000000
66,,2,8,0,1014.0,30.0,21.0,59.0,70.0,8.0,1578038400000000000
67,,2,7,0,1014.0,31.0,22.0,59.0,80.0,5.0,1578034800000000000
68,,2,6,0,1014.0,32.0,22.0,56.0,90.0,6.0,1578031200000000000
69,,2,5,0,1015.0,31.0,23.0,62.0,70.0,7.0,1578027600000000000
70,,2,4,0,1016.0,31.0,23.0,62.0,90.0,5.0,1578024000000000000
71,,2,3,0,1017.0,30.0,23.0,66.0,70.0,6.0,1578020400000000000
72,,2,2,0,1018.0,30.0,22.0,62.0,80.0,5.0,1578016800000000000
73,,2,1,0,1018.0,28.0,22.0,70.0,70.0,4.0,1578013200000000000
74,,2,0,0,1018.0,27.0,23.0,79.0,80.0,3.0,1578009600000000000
75,,4,0,0,1015.0,26.0,20.0,70.0,,2.0,1578096000000000000
76,,3,23,0,1014.0,24.0,19.0,74.0,20.0,3.0,1578178800000000000
77,,3,22,0,1013.0,24.0,19.0,74.0,10.0,3.0,1578175200000000000
78,,3,21,0,1013.0,25.0,19.0,69.0,10.0,3.0,1578171600000000000
79,,3,20,0,1013.0,26.0,20.0,70.0,360.0,3.0,1578168000000000000
80,,3,19,0,1013.0,25.0,20.0,74.0,,1.0,1578164400000000000
81,,3,18,0,1013.0,25.0,20.0,74.0,320.0,2.0,1578160800000000000
82,,3,17,0,1014.0,25.0,20.0,74.0,250.0,2.0,1578157200000000000
