,rainfall,temperature_max,temperature_min,temperature_mean,relative_humidity,wind_speed,wind_direction,cloud,station_pressure,recorded_time,station
877,0.0,33.1,26.5,29.8,68.0,2.0,280.0,5.0,1009.4,2004-05-27,1
878,0.0,34.2,25.1,29.7,65.0,2.0,270.0,3.0,1008.0,2004-05-28,1
879,0.0,33.9,26.7,30.3,63.0,2.0,100.0,4.0,1007.2,2004-05-29,1
880,0.0,34.1,27.1,30.6,62.0,2.0,110.0,5.0,1007.1,2004-05-30,1
881,0.0,33.5,26.8,30.2,65.0,3.0,120.0,4.0,1007.2,2004-05-31,1
882,,31.7,24.2,28.0,75.0,2.0,100.0,8.0,1007.7,2004-06-01,1
883,,29.6,24.9,27.3,82.0,2.0,120.0,7.0,1007.6,2004-06-02,1
884,,31.5,24.6,28.0,85.0,2.0,100.0,7.0,1007.0,2004-06-03,1
885,,28.8,24.4,26.6,86.0,2.0,260.0,8.0,1006.4,2004-06-04,1
886,,27.2,24.7,26.0,90.0,1.0,130.0,8.0,1004.9,2004-06-05,1
887,,26.7,24.6,25.7,92.0,2.0,120.0,8.0,1006.2,2004-06-06,1
888,,27.5,25.1,26.3,89.0,2.0,140.0,8.0,1006.2,2004-06-07,1
889,,30.8,24.5,27.7,82.0,2.0,260.0,6.0,1006.2,2004-06-08,1
890,0.0,31.8,26.3,29.1,75.0,2.0,260.0,6.0,1005.5,2004-06-09,1
891,,31.3,25.6,28.5,76.0,2.0,80.0,7.0,1005.5,2004-06-10,1
892,0.0,33.3,26.4,29.8,70.0,2.0,120.0,6.0,1007.6,2004-06-11,1
893,,32.4,24.9,28.7,78.0,2.0,310.0,6.0,1008.5,2004-06-12,1
894,,31.0,24.5,27.8,76.0,3.0,310.0,6.0,1008.4,2004-06-13,1
895,,30.6,25.4,28.0,78.0,3.0,270.0,6.0,1008.0,2004-06-14,1
896,0.0,31.3,25.6,28.5,78.0,3.0,250.0,7.0,1007.0,2004-06-15,1
897,,31.8,26.6,29.2,74.0,3.0,30.0,7.0,1006.4,2004-06-16,1
898,,31.3,26.8,29.1,73.0,4.0,20.0,6.0,1006.3,2004-06-17,1
899,,32.1,28.0,30.1,75.0,4.0,240.0,6.0,1003.7,2004-06-18,1
900,0.0,30.9,26.1,28.5,78.0,5.0,220.0,6.0,1004.7,2004-06-19,1
901,,31.5,25.7,28.6,81.0,5.0,250.0,6.0,1007.0,2004-06-20,1
902,,31.5,25.3,28.4,80.0,4.0,250.0,6.0,1006.8,2004-06-21,1
903,,29.0,25.3,27.2,82.0,4.0,240.0,5.0,1006.3,2004-06-22,1
904,,30.0,24.8,27.4,73.0,3.0,240.0,5.0,1006.0,2004-06-23,1
905,,30.4,25.0,27.7,77.0,4.0,220.0,6.0,1006.1,2004-06-24,1
906,,29.9,25.0,27.5,84.0,3.0,250.0,6.0,1004.6,2004-06-25,1
907,,28.8,24.8,26.8,80.0,3.0,220.0,7.0,1004.0,2004-06-26,1
908,,29.1,25.9,27.5,80.0,5.0,240.0,7.0,1002.4,2004-06-27,1
909,,29.7,27.6,28.7,82.0,9.0,260.0,8.0,999.1,2004-06-28,1
910,,29.1,26.2,27.7,83.0,11.0,250.0,8.0,996.9,2004-06-29,1
911,,29.5,27.2,28.4,82.0,9.0,240.0,8.0,999.1,2004-06-30,1
912,,31.4,26.2,28.8,76.0,5.0,220.0,7.0,1004.0,2004-07-01,1
913,,31.0,26.0,28.5,78.0,3.0,240.0,6.0,1006.2,2004-07-02,1
914,0.0,31.9,25.7,28.8,76.0,3.0,260.0,5.0,1007.1,2004-07-03,1
915,0.0,31.7,25.7,28.7,78.0,3.0,260.0,2.0,1007.5,2004-07-04,1
916,0.0,32.0,26.5,29.3,75.0,3.0,230.0,3.0,1008.2,2004-07-05,1
917,,31.4,24.6,28.0,79.0,2.0,250.0,6.0,1008.5,2004-07-06,1
918,0.0,33.0,25.3,29.2,74.0,2.0,110.0,5.0,1010.4,2004-07-07,1
919,0.0,33.7,25.1,29.4,68.0,2.0,300.0,4.0,1008.3,2004-07-08,1
920,0.0,34.0,26.1,30.0,66.0,2.0,110.0,3.0,1007.9,2004-07-09,1
921,0.0,34.4,26.2,30.3,66.0,2.0,110.0,4.0,1007.7,2004-07-10,1
922,0.0,33.0,26.1,29.5,65.0,2.0,300.0,4.0,1007.4,2004-07-11,1
923,0.0,33.0,25.8,29.4,70.0,2.0,140.0,4.0,1007.4,2004-07-12,1
924,0.0,31.9,25.6,28.8,71.0,2.0,270.0,4.0,1007.1,2004-07-13,1
925,0.0,33.2,25.3,29.3,73.0,2.0,100.0,6.0,1006.1,2004-07-14,1
926,,32.1,25.4,28.8,75.0,2.0,60.0,6.0,1007.1,2004-07-15,1
927,,31.2,25.6,28.4,76.0,2.0,300.0,7.0,1007.7,2004-07-16,1
928,,31.9,25.2,28.5,78.0,2.0,280.0,7.0,1007.3,2004-07-17,1
929,,32.2,24.2,28.2,84.0,2.0,220.0,7.0,1006.9,2004-07-18,1
930,,32.9,25.2,29.1,74.0,2.0,120.0,6.0,1007.0,2004-07-19,1
931,,32.3,26.0,29.1,75.0,3.0,120.0,5.0,1006.9,2004-07-20,1
932,,29.1,22.9,26.0,87.0,2.0,50.0,8.0,1007.8,2004-07-21,1
933,,30.8,24.7,27.8,83.0,1.0,100.0,7.0,1007.9,2004-07-22,1
934,,33.0,24.2,28.6,80.0,1.0,120.0,6.0,1006.7,2004-07-23,1
935,,29.5,24.2,26.9,87.0,2.0,140.0,8.0,1005.4,2004-07-24,1
936,,29.9,24.4,27.1,82.0,1.0,130.0,8.0,1003.8,2004-07-25,1
937,,30.2,23.7,27.0,88.0,2.0,70.0,7.0,1005.7,2004-07-26,1
938,0.0,31.4,25.1,28.3,81.0,2.0,260.0,5.0,1007.0,2004-07-27,1
939,0.0,31.1,25.9,28.5,78.0,2.0,260.0,6.0,1007.1,2004-07-28,1
940,,29.5,24.8,27.2,88.0,1.0,130.0,7.0,1007.2,2004-07-29,1
941,,32.8,26.3,29.5,76.0,1.0,30.0,6.0,1006.5,2004-07-30,1
942,,31.2,25.9,28.5,81.0,3.0,220.0,7.0,1006.5,2004-07-31,1
943,,31.3,26.7,29.0,82.0,3.0,250.0,6.0,1007.1,2004-08-01,1
944,,30.5,25.9,28.2,77.0,5.0,250.0,7.0,1005.1,2004-08-02,1
945,0.0,30.6,25.4,28.0,77.0,4.0,210.0,5.0,1004.4,2004-08-03,1
946,,30.4,23.6,27.0,83.0,4.0,250.0,7.0,1004.0,2004-08-04,1
947,,29.4,24.5,27.0,84.0,4.0,250.0,7.0,1004.2,2004-08-05,1
948,,29.2,24.8,27.0,87.0,4.0,230.0,8.0,1004.0,2004-08-06,1
949,,28.6,24.2,26.4,91.0,3.0,200.0,8.0,1003.6,2004-08-07,1
950,,27.9,24.4,26.1,92.0,3.0,260.0,8.0,1002.8,2004-08-08,1
951,,27.8,24.0,25.9,92.0,4.0,230.0,8.0,1005.1,2004-08-09,1
952,,28.7,25.2,27.0,86.0,5.0,230.0,8.0,1002.6,2004-08-10,1
953,,30.3,26.7,28.5,84.0,6.0,250.0,8.0,1002.6,2004-08-11,1
954,,30.5,25.5,28.0,80.0,4.0,250.0,7.0,1004.6,2004-08-12,1
955,,30.1,25.4,27.8,84.0,3.0,260.0,7.0,1004.8,2004-08-13,1
956,,30.1,23.6,26.9,83.0,3.0,240.0,7.0,1003.7,2004-08-14,1
957,,29.0,24.3,26.7,87.0,2.0,250.0,8.0,1002.6,2004-08-15,1
958,,29.8,24.7,27.3,87.0,2.0,260.0,8.0,1002.0,2004-08-16,1
959,,27.4,25.0,26.2,95.0,3.0,230.0,8.0,1003.9,2004-08-17,1
960,,29.2,25.1,27.2,89.0,3.0,240.0,7.0,1005.7,2004-08-18,1
961,0.0,30.9,25.6,28.3,81.0,3.0,260.0,6.0,1006.2,2004-08-19,1
962,,30.6,25.9,28.3,81.0,4.0,260.0,5.0,1007.2,2004-08-20,1
963,,31.1,26.3,28.7,82.0,4.0,250.0,6.0,1006.7,2004-08-21,1
964,,30.7,26.5,28.6,80.0,5.0,260.0,7.0,1006.6,2004-08-22,1
965,,30.7,26.4,28.5,80.0,7.0,240.0,8.0,1006.4,2004-08-23,1
966,,29.8,23.4,26.6,81.0,6.0,240.0,8.0,1004.2,2004-08-24,1
967,,29.1,23.4,26.3,90.0,3.0,240.0,8.0,1002.9,2004-08-25,1
968,,29.9,25.4,27.6,83.0,4.0,220.0,8.0,1002.1,2004-08-26,1
969,0.0,30.4,26.8,28.6,79.0,4.0,220.0,8.0,1004.6,2004-08-27,1
970,0.0,31.5,25.8,28.7,76.0,4.0,230.0,6.0,1005.8,2004-08-28,1
971,0.0,30.9,26.4,28.6,80.0,5.0,250.0,2.0,1007.0,2004-08-29,1
972,0.0,30.8,26.9,28.9,82.0,6.0,250.0,7.0,1007.3,2004-08-30,1
973,,29.7,23.9,26.8,90.0,2.0,260.0,8.0,1005.4,2004-08-31,1
974,,27.4,23.4,25.4,92.0,3.0,230.0,8.0,1006.2,2004-09-01,1
975,0.0,30.9,24.2,27.5,79.0,2.0,260.0,4.0,1008.7,2004-09-02,1
976,0.0,30.4,26.5,28.5,82.0,4.0,250.0,6.0,1007.9,2004-09-03,1
977,,30.7,27.3,29.0,80.0,5.0,250.0,5.0,1005.9,2004-09-04,1
978,0.0,30.8,25.8,28.3,78.0,6.0,250.0,4.0,1006.0,2004-09-05,1
979,0.0,31.4,25.4,28.4,78.0,4.0,250.0,6.0,1006.6,2004-09-06,1
980,0.0,31.4,25.6,28.5,78.0,3.0,260.0,4.0,1008.2,2004-09-07,1
981,0.0,31.5,25.4,28.5,78.0,3.0,260.0,5.0,1009.2,2004-09-08,1
982,0.0,31.1,25.4,28.3,78.0,2.0,240.0,5.0,1009.1,2004-09-09,1
983,0.0,31.6,26.2,28.9,74.0,2.0,280.0,4.0,1008.6,2004-09-10,1
984,0.0,31.3,25.8,28.6,77.0,2.0,280.0,6.0,1008.3,2004-09-11,1
985,,30.6,24.1,27.4,84.0,2.0,260.0,6.0,1009.7,2004-09-12,1
986,,31.1,24.0,27.5,84.0,2.0,90.0,8.0,1010.5,2004-09-13,1
987,,29.6,24.3,27.0,85.0,2.0,70.0,7.0,1009.4,2004-09-14,1
988,0.0,33.6,25.0,29.3,70.0,1.0,110.0,5.0,1008.7,2004-09-15,1
989,,29.7,24.9,27.3,88.0,2.0,300.0,8.0,1010.0,2004-09-16,1
990,,29.0,25.6,27.3,86.0,1.0,100.0,7.0,1010.4,2004-09-17,1
991,0.0,31.0,24.0,27.5,81.0,3.0,110.0,4.0,1010.0,2004-09-18,1
992,0.0,33.0,24.0,28.5,66.0,3.0,90.0,2.0,1009.2,2004-09-19,1
993,0.0,32.1,25.1,28.6,72.0,2.0,310.0,4.0,1009.6,2004-09-20,1
994,0.0,31.4,25.3,28.4,78.0,1.0,90.0,3.0,1009.2,2004-09-21,1
995,0.0,32.4,25.4,28.9,73.0,2.0,140.0,4.0,1007.4,2004-09-22,1
996,0.0,33.5,25.8,29.7,67.0,2.0,130.0,5.0,1006.8,2004-09-23,1
997,0.0,33.1,24.3,28.7,70.0,2.0,120.0,3.0,1006.8,2004-09-24,1
998,,32.7,25.1,28.9,72.0,2.0,300.0,6.0,1007.2,2004-09-25,1
999,0.0,33.5,25.9,29.7,70.0,2.0,290.0,5.0,1007.4,2004-09-26,1
1000,0.0,33.3,26.2,29.8,75.0,2.0,250.0,6.0,1007.2,2004-09-27,1
1001,0.0,33.4,24.8,29.1,75.0,2.0,250.0,6.0,1006.8,2004-09-28,1
1002,,32.9,26.2,29.6,70.0,2.0,110.0,5.0,1008.2,2004-09-29,1
1003,,31.1,25.6,28.4,81.0,2.0,120.0,7.0,1008.5,2004-09-30,1
1004,,31.2,24.9,28.0,78.0,2.0,110.0,7.0,1007.4,2004-10-01,1
1005,,30.6,24.7,27.7,78.0,2.0,120.0,8.0,1006.4,2004-10-02,1
1006,,30.3,24.4,27.4,81.0,2.0,250.0,7.0,1006.3,2004-10-03,1
1007,,30.7,25.0,27.9,82.0,1.0,280.0,7.0,1006.3,2004-10-04,1
1008,0.0,30.5,25.3,27.9,78.0,2.0,260.0,7.0,1006.5,2004-10-05,1
1009,,29.9,24.6,27.3,78.0,2.0,140.0,7.0,1006.1,2004-10-06,1
1010,,28.8,24.4,26.6,90.0,2.0,170.0,8.0,1005.2,2004-10-07,1
1011,,28.6,23.7,26.2,84.0,2.0,260.0,7.0,1006.8,2004-10-08,1
1012,0.0,30.3,24.6,27.5,76.0,2.0,250.0,6.0,1008.3,2004-10-09,1
1013,0.0,31.2,25.2,28.2,76.0,2.0,280.0,3.0,1009.1,2004-10-10,1
1014,0.0,30.8,24.2,27.5,74.0,1.0,110.0,6.0,1009.0,2004-10-11,1
1015,0.0,30.7,24.4,27.5,77.0,2.0,130.0,7.0,1009.5,2004-10-12,1
1016,0.0,30.2,24.6,27.4,68.0,2.0,110.0,7.0,1010.2,2004-10-13,1
1017,0.0,30.9,25.0,28.0,69.0,2.0,270.0,7.0,1009.5,2004-10-14,1
1018,0.0,30.5,25.0,27.8,66.0,2.0,170.0,6.0,1008.3,2004-10-15,1
1019,0.0,30.2,23.8,27.0,69.0,2.0,160.0,6.0,1006.3,2004-10-16,1
1020,0.0,30.0,24.9,27.5,67.0,2.0,290.0,5.0,1004.6,2004-10-17,1
1021,0.0,30.3,25.4,27.9,71.0,3.0,300.0,6.0,1004.6,2004-10-18,1
1022,0.0,30.9,24.4,27.6,67.0,4.0,250.0,5.0,1006.6,2004-10-19,1
1023,0.0,30.6,25.5,28.0,69.0,2.0,270.0,6.0,1008.2,2004-10-20,1
1024,0.0,31.2,25.2,28.2,75.0,2.0,110.0,6.0,1009.6,2004-10-21,1
1025,0.0,30.5,23.8,27.2,68.0,2.0,90.0,6.0,1010.4,2004-10-22,1
1026,0.0,31.9,23.7,27.8,58.0,3.0,100.0,3.0,1009.5,2004-10-23,1
1027,0.0,30.7,24.6,27.7,70.0,2.0,270.0,6.0,1009.9,2004-10-24,1
1028,0.0,33.1,24.8,29.0,68.0,2.0,120.0,3.0,1010.0,2004-10-25,1
1029,0.0,31.3,23.8,27.6,71.0,2.0,80.0,4.0,1010.4,2004-10-26,1
1030,0.0,33.0,24.8,28.9,71.0,2.0,60.0,5.0,1010.1,2004-10-27,1
1031,,30.1,24.2,27.2,79.0,2.0,70.0,6.0,1010.0,2004-10-28,1
1032,0.0,32.4,25.4,28.9,72.0,3.0,70.0,5.0,1009.8,2004-10-29,1
1033,,31.6,24.1,27.9,73.0,2.0,110.0,6.0,1008.9,2004-10-30,1
1034,0.0,32.2,23.3,27.8,71.0,3.0,100.0,2.0,1008.0,2004-10-31,1
1035,0.0,32.0,25.4,28.7,68.0,2.0,110.0,4.0,1008.1,2004-11-01,1
1036,0.0,30.1,24.6,27.4,76.0,2.0,60.0,7.0,1009.4,2004-11-02,1
1037,,31.3,24.4,27.9,76.0,2.0,60.0,5.0,1010.1,2004-11-03,1
1038,,32.3,24.8,28.5,83.0,2.0,50.0,7.0,1009.8,2004-11-04,1
1039,,27.7,23.6,25.7,91.0,1.0,120.0,8.0,1010.0,2004-11-05,1
1040,,29.3,23.7,26.5,86.0,1.0,130.0,7.0,1009.8,2004-11-06,1
1041,0.0,30.7,23.6,27.2,81.0,1.0,70.0,4.0,1009.8,2004-11-07,1
1042,0.0,29.6,23.3,26.5,80.0,2.0,110.0,4.0,1010.2,2004-11-08,1
1043,,31.8,23.5,27.7,74.0,2.0,120.0,3.0,1009.6,2004-11-09,1
1044,0.0,31.6,25.2,28.4,68.0,1.0,310.0,6.0,1009.3,2004-11-10,1
1045,,27.5,25.0,26.3,90.0,1.0,360.0,8.0,1010.0,2004-11-11,1
1046,,32.0,24.5,28.3,81.0,2.0,100.0,5.0,1011.8,2004-11-12,1
1047,0.0,32.5,22.3,27.4,81.0,2.0,70.0,2.0,1011.8,2004-11-13,1
1048,0.0,31.7,24.3,28.0,67.0,2.0,150.0,5.0,1009.0,2004-11-14,1
1049,0.0,29.6,24.0,26.8,71.0,2.0,330.0,7.0,1007.6,2004-11-15,1
1050,0.0,28.4,25.4,26.9,72.0,3.0,290.0,8.0,1005.5,2004-11-16,1
1051,,28.9,25.6,27.3,82.0,2.0,340.0,8.0,1005.5,2004-11-17,1
1052,0.0,30.6,26.1,28.4,74.0,3.0,320.0,7.0,1006.1,2004-11-18,1
1053,,30.1,24.7,27.4,82.0,3.0,10.0,7.0,1007.0,2004-11-19,1
1054,,27.5,24.4,26.0,91.0,2.0,30.0,8.0,1007.6,2004-11-20,1
1055,,29.1,24.1,26.6,80.0,2.0,30.0,8.0,1008.4,2004-11-21,1
1056,,29.5,24.1,26.8,80.0,2.0,320.0,7.0,1007.9,2004-11-22,1
1057,0.0,31.3,25.0,28.2,78.0,3.0,100.0,4.0,1009.2,2004-11-23,1
1058,0.0,32.2,25.1,28.7,72.0,2.0,100.0,4.0,1010.2,2004-11-24,1
1059,0.0,32.7,25.0,28.9,70.0,2.0,70.0,4.0,1009.6,2004-11-25,1
1060,0.0,31.6,25.3,28.5,71.0,2.0,90.0,4.0,1010.3,2004-11-26,1
1061,0.0,31.3,24.6,28.0,61.0,3.0,30.0,3.0,1010.1,2004-11-27,1
1062,0.0,31.7,26.3,29.0,64.0,3.0,50.0,6.0,1008.6,2004-11-28,1
1063,,26.6,22.9,24.8,90.0,3.0,340.0,8.0,1006.0,2004-11-29,1
1064,,30.7,24.7,27.7,84.0,2.0,100.0,7.0,1007.1,2004-11-30,1
1065,0.0,29.3,25.8,27.6,75.0,3.0,20.0,8.0,1007.5,2004-12-01,1
1066,,26.1,24.7,25.4,91.0,7.0,250.0,8.0,1000.6,2004-12-02,1
1067,,30.7,24.2,27.5,86.0,2.0,250.0,7.0,1007.2,2004-12-03,1
1068,0.0,30.0,24.2,27.1,80.0,4.0,250.0,4.0,1009.1,2004-12-04,1
1069,,29.6,23.9,26.8,82.0,2.0,300.0,6.0,1011.3,2004-12-05,1
1070,,27.9,23.7,25.8,82.0,2.0,20.0,7.0,1013.4,2004-12-06,1
1071,0.0,30.3,22.5,26.4,72.0,2.0,90.0,4.0,1012.6,2004-12-07,1
1072,0.0,29.4,21.9,25.6,66.0,3.0,80.0,3.0,1011.8,2004-12-08,1
1073,0.0,30.2,22.7,26.5,67.0,3.0,110.0,4.0,1012.0,2004-12-09,1
1074,0.0,30.3,24.1,27.2,68.0,2.0,70.0,4.0,1012.0,2004-12-10,1
1075,,28.9,22.8,25.9,80.0,1.0,140.0,5.0,1012.3,2004-12-11,1
1076,0.0,29.7,24.3,27.0,75.0,2.0,50.0,5.0,1011.7,2004-12-12,1
1077,0.0,30.8,24.6,27.7,72.0,2.0,30.0,4.0,1009.6,2004-12-13,1
1078,0.0,31.4,24.4,27.9,68.0,2.0,90.0,3.0,1008.4,2004-12-14,1
1079,0.0,30.8,25.1,28.0,77.0,2.0,140.0,5.0,1008.1,2004-12-15,1
1080,0.0,30.1,24.8,27.5,78.0,2.0,250.0,6.0,1008.9,2004-12-16,1
1081,0.0,29.9,23.7,26.8,77.0,2.0,250.0,6.0,1009.2,2004-12-17,1
1082,0.0,31.1,21.2,26.2,68.0,2.0,120.0,3.0,1008.0,2004-12-18,1
1083,,30.4,23.6,27.0,73.0,2.0,130.0,4.0,1007.3,2004-12-19,1
1084,0.0,29.8,23.6,26.7,77.0,2.0,120.0,6.0,1008.4,2004-12-20,1
1085,0.0,30.6,22.1,26.4,67.0,3.0,100.0,3.0,1009.2,2004-12-21,1
1086,0.0,29.3,21.4,25.4,64.0,2.0,130.0,3.0,1009.2,2004-12-22,1
1087,0.0,28.9,21.4,25.1,72.0,2.0,290.0,4.0,1009.8,2004-12-23,1
1088,0.0,29.1,22.1,25.6,76.0,2.0,80.0,3.0,1010.7,2004-12-24,1
1089,0.0,31.4,23.0,27.2,65.0,2.0,110.0,4.0,1010.2,2004-12-25,1
1090,0.0,30.0,20.9,25.5,68.0,2.0,120.0,3.0,1009.5,2004-12-26,1
1091,0.0,29.4,23.2,26.3,66.0,2.0,280.0,6.0,1009.7,2004-12-27,1
1092,0.0,30.2,24.7,27.5,71.0,2.0,110.0,6.0,1009.9,2004-12-28,1
1093,0.0,29.6,23.5,26.5,71.0,2.0,110.0,6.0,1010.4,2004-12-29,1
1094,0.0,29.8,24.8,27.3,77.0,2.0,300.0,5.0,1011.2,2004-12-30,1
1095,0.0,29.3,24.3,26.8,78.0,2.0,140.0,6.0,1011.6,2004-12-31,1
1096,0.0,28.9,21.7,25.3,71.0,3.0,90.0,5.0,1012.0,2005-01-01,1
1097,0.0,28.6,21.6,25.1,73.0,2.0,110.0,6.0,1010.3,2005-01-02,1
1098,0.0,29.7,25.1,27.4,81.0,3.0,120.0,5.0,1010.8,2005-01-03,1
1099,0.0,29.7,25.1,27.4,73.0,2.0,110.0,6.0,1011.0,2005-01-04,1
1100,0.0,31.5,23.4,27.5,71.0,2.0,110.0,4.0,1010.9,2005-01-05,1
1101,,29.6,23.0,26.3,79.0,2.0,110.0,6.0,1011.9,2005-01-06,1
1102,0.0,31.0,23.0,27.0,69.0,3.0,60.0,4.0,1011.4,2005-01-07,1
1103,0.0,29.4,22.4,25.9,73.0,3.0,110.0,4.0,1011.2,2005-01-08,1
1104,,29.6,22.2,25.9,70.0,2.0,110.0,5.0,1010.9,2005-01-09,1
1105,0.0,29.9,22.5,26.2,77.0,2.0,120.0,4.0,1011.6,2005-01-10,1
1106,0.0,30.6,24.2,27.4,68.0,2.0,100.0,5.0,1011.4,2005-01-11,1
1107,0.0,29.5,23.0,26.3,72.0,2.0,120.0,6.0,1010.9,2005-01-12,1
1108,0.0,30.8,24.4,27.6,73.0,3.0,360.0,6.0,1008.8,2005-01-13,1
1109,0.0,29.8,23.2,26.5,68.0,5.0,10.0,5.0,1008.8,2005-01-14,1
1110,0.0,28.8,21.7,25.3,67.0,4.0,20.0,7.0,1010.1,2005-01-15,1
1111,0.0,27.8,21.2,24.5,71.0,2.0,270.0,5.0,1011.1,2005-01-16,1
1112,0.0,27.4,21.8,24.6,70.0,2.0,90.0,6.0,1012.5,2005-01-17,1
1113,0.0,28.9,22.2,25.5,71.0,2.0,120.0,5.0,1013.1,2005-01-18,1
1114,0.0,28.9,22.0,25.5,72.0,3.0,130.0,5.0,1014.1,2005-01-19,1
1115,,28.1,22.2,25.2,77.0,3.0,120.0,7.0,1016.0,2005-01-20,1
1116,,28.4,20.2,24.3,70.0,2.0,90.0,5.0,1016.5,2005-01-21,1
1117,0.0,29.9,23.0,26.5,68.0,3.0,100.0,5.0,1015.1,2005-01-22,1
1118,0.0,31.0,19.7,25.4,61.0,2.0,100.0,2.0,1013.4,2005-01-23,1
1119,0.0,30.2,20.3,25.3,66.0,3.0,110.0,4.0,1011.4,2005-01-24,1
1120,0.0,30.2,20.7,25.5,68.0,2.0,120.0,4.0,1009.1,2005-01-25,1
1121,0.0,29.8,22.6,26.2,69.0,3.0,120.0,3.0,1008.2,2005-01-26,1
1122,0.0,30.1,21.9,26.0,70.0,3.0,120.0,3.0,1008.0,2005-01-27,1
1123,0.0,31.8,22.0,26.9,70.0,1.0,130.0,2.0,1007.6,2005-01-28,1
1124,0.0,29.9,20.5,25.2,72.0,2.0,120.0,3.0,1008.7,2005-01-29,1
1125,0.0,31.3,22.5,26.9,67.0,2.0,140.0,3.0,1009.2,2005-01-30,1
1126,0.0,31.5,20.1,25.8,70.0,2.0,130.0,4.0,1009.7,2005-01-31,1
1127,0.0,29.9,22.1,26.0,72.0,3.0,120.0,4.0,1010.0,2005-02-01,1
1128,0.0,29.3,20.8,25.1,68.0,2.0,120.0,4.0,1012.0,2005-02-02,1
1129,0.0,31.6,22.2,26.9,68.0,3.0,90.0,3.0,1012.7,2005-02-03,1
1130,0.0,31.0,22.4,26.7,67.0,3.0,120.0,3.0,1011.7,2005-02-04,1
1131,0.0,30.9,21.3,26.1,65.0,3.0,120.0,3.0,1012.6,2005-02-05,1
1132,0.0,30.8,22.7,26.8,66.0,3.0,120.0,4.0,1013.4,2005-02-06,1
1133,0.0,31.1,21.2,26.2,64.0,3.0,90.0,3.0,1014.6,2005-02-07,1
1134,0.0,31.2,23.2,27.2,63.0,3.0,90.0,3.0,1013.9,2005-02-08,1
1135,0.0,31.0,23.3,27.2,78.0,3.0,120.0,7.0,1013.3,2005-02-09,1
1136,,30.1,23.9,27.0,84.0,2.0,120.0,7.0,1014.2,2005-02-10,1
1137,,29.7,21.6,25.7,76.0,3.0,120.0,4.0,1013.7,2005-02-11,1
1138,0.0,31.2,22.4,26.8,64.0,3.0,90.0,3.0,1013.2,2005-02-12,1
1139,0.0,31.6,23.4,27.5,64.0,3.0,90.0,4.0,1012.7,2005-02-13,1
1140,0.0,31.5,24.2,27.9,66.0,3.0,120.0,3.0,1011.9,2005-02-14,1
1141,0.0,31.6,25.5,28.5,63.0,3.0,120.0,3.0,1011.6,2005-02-15,1
1142,0.0,31.7,23.9,27.8,62.0,4.0,120.0,2.0,1010.3,2005-02-16,1
1143,0.0,32.8,23.9,28.3,65.0,2.0,120.0,3.0,1010.0,2005-02-17,1
1144,0.0,32.3,25.2,28.8,69.0,2.0,140.0,3.0,1009.9,2005-02-18,1
1145,0.0,32.5,24.6,28.5,71.0,3.0,140.0,4.0,1010.6,2005-02-19,1
1146,0.0,30.5,23.7,27.1,74.0,2.0,120.0,4.0,1011.6,2005-02-20,1
1147,0.0,31.9,22.5,27.2,66.0,2.0,120.0,3.0,1012.4,2005-02-21,1
1148,0.0,32.0,23.8,27.9,70.0,2.0,120.0,4.0,1011.8,2005-02-22,1
1149,0.0,33.8,23.8,28.8,70.0,1.0,140.0,2.0,1010.1,2005-02-23,1
1150,0.0,33.9,23.6,28.8,72.0,2.0,240.0,3.0,1009.4,2005-02-24,1
1151,0.0,34.4,23.7,29.1,66.0,2.0,120.0,3.0,1010.2,2005-02-25,1
1152,0.0,33.7,23.8,28.8,62.0,3.0,120.0,2.0,1011.2,2005-02-26,1
1153,0.0,32.2,22.0,27.1,63.0,3.0,120.0,2.0,1011.3,2005-02-27,1
1154,0.0,32.1,22.2,27.2,57.0,2.0,120.0,2.0,1011.0,2005-02-28,1
1155,0.0,32.4,23.3,27.9,62.0,2.0,120.0,2.0,1012.9,2005-03-01,1
1156,0.0,32.6,23.6,28.1,59.0,2.0,120.0,2.0,1013.4,2005-03-02,1
1157,0.0,31.9,24.6,28.3,64.0,3.0,360.0,5.0,1013.8,2005-03-03,1
1158,,30.1,23.0,26.5,73.0,3.0,70.0,6.0,1014.9,2005-03-04,1
1159,,28.8,21.9,25.4,80.0,3.0,10.0,7.0,1015.8,2005-03-05,1
1160,0.0,30.8,23.1,27.0,63.0,4.0,70.0,4.0,1016.5,2005-03-06,1
1161,0.0,29.9,22.3,26.1,64.0,2.0,110.0,3.0,1016.7,2005-03-07,1
1162,0.0,31.4,22.2,26.8,63.0,3.0,110.0,2.0,1014.8,2005-03-08,1
1163,0.0,32.4,21.8,27.1,61.0,3.0,110.0,2.0,1012.9,2005-03-09,1
1164,0.0,32.9,22.3,27.6,68.0,3.0,120.0,2.0,1011.2,2005-03-10,1
1165,0.0,34.0,24.8,29.4,64.0,2.0,130.0,3.0,1009.8,2005-03-11,1
1166,0.0,33.6,24.8,29.2,66.0,2.0,120.0,2.0,1010.0,2005-03-12,1
1167,,32.4,24.6,28.5,62.0,3.0,120.0,4.0,1010.5,2005-03-13,1
1168,0.0,31.8,24.0,27.9,66.0,4.0,120.0,4.0,1011.9,2005-03-14,1
1169,0.0,31.6,24.6,28.1,64.0,4.0,100.0,4.0,1012.2,2005-03-15,1
1170,0.0,32.6,23.9,28.3,60.0,3.0,90.0,4.0,1011.5,2005-03-16,1
