,rainfall,temperature_max,temperature_min,temperature_mean,relative_humidity,wind_speed,wind_direction,cloud,station_pressure,recorded_time,station
0,,28.6,23.1,25.9,77.0,2.0,130.0,7.0,1012.2,2002-01-01,1
1,,28.9,23.3,26.1,74.0,2.0,100.0,6.0,1013.3,2002-01-02,1
2,,30.2,20.8,25.5,65.0,3.0,80.0,6.0,1014.5,2002-01-03,1
3,,28.7,20.2,24.5,62.0,3.0,80.0,4.0,1014.4,2002-01-04,1
4,,29.4,19.5,24.5,66.0,2.0,100.0,3.0,1014.0,2002-01-05,1
5,,29.9,20.6,25.3,69.0,3.0,120.0,2.0,1013.6,2002-01-06,1
6,,29.1,20.0,24.5,70.0,2.0,100.0,3.0,1014.7,2002-01-07,1
7,,28.8,22.8,25.8,60.0,3.0,80.0,5.0,1015.6,2002-01-08,1
8,,28.2,20.3,24.3,66.0,2.0,100.0,5.0,1014.9,2002-01-09,1
9,,28.1,20.2,24.2,68.0,2.0,90.0,4.0,1013.6,2002-01-10,1
10,,29.3,19.5,24.4,65.0,2.0,100.0,6.0,1012.4,2002-01-11,1
11,,29.9,22.7,26.3,66.0,2.0,70.0,5.0,1010.5,2002-01-12,1
12,,29.1,23.4,26.3,77.0,2.0,240.0,6.0,1008.8,2002-01-13,1
13,,31.8,24.5,28.2,74.0,3.0,120.0,3.0,1010.1,2002-01-14,1
14,,32.2,24.8,28.5,71.0,3.0,100.0,3.0,1010.3,2002-01-15,1
15,,30.8,23.8,27.3,78.0,2.0,120.0,5.0,1010.1,2002-01-16,1
16,,31.5,24.5,28.0,71.0,3.0,120.0,4.0,1008.9,2002-01-17,1
17,,31.6,23.1,27.4,64.0,3.0,110.0,3.0,1009.0,2002-01-18,1
18,,30.5,22.6,26.5,67.0,4.0,110.0,3.0,1010.1,2002-01-19,1
19,,31.4,22.1,26.8,66.0,3.0,100.0,2.0,1010.8,2002-01-20,1
20,,30.9,22.7,26.8,67.0,1.0,100.0,4.0,1011.4,2002-01-21,1
21,,29.7,24.1,26.9,72.0,2.0,100.0,6.0,1011.4,2002-01-22,1
22,,30.1,23.2,26.7,70.0,3.0,120.0,6.0,1012.1,2002-01-23,1
23,,29.6,23.6,26.6,71.0,5.0,100.0,5.0,1012.2,2002-01-24,1
24,,29.8,22.9,26.4,81.0,3.0,90.0,4.0,1011.4,2002-01-25,1
25,,31.1,23.8,27.5,68.0,2.0,110.0,6.0,1011.2,2002-01-26,1
26,,31.2,21.8,26.5,72.0,2.0,120.0,4.0,1011.9,2002-01-27,1
27,,30.5,21.7,26.1,68.0,2.0,110.0,4.0,1013.3,2002-01-28,1
28,,31.3,23.1,27.2,70.0,2.0,100.0,6.0,1013.3,2002-01-29,1
29,,29.0,23.5,26.3,68.0,3.0,90.0,4.0,1013.6,2002-01-30,1
30,,26.1,22.3,24.2,85.0,1.0,40.0,8.0,1014.0,2002-01-31,1
31,,29.0,21.3,25.2,77.0,4.0,90.0,5.0,1013.5,2002-02-01,1
32,,29.0,20.5,24.8,67.0,2.0,130.0,4.0,1012.6,2002-02-02,1
33,,30.0,20.3,25.2,66.0,4.0,110.0,2.0,1012.1,2002-02-03,1
34,,28.8,22.2,25.5,67.0,2.0,110.0,5.0,1011.2,2002-02-04,1
35,,31.0,23.8,27.4,64.0,1.0,130.0,5.0,1010.6,2002-02-05,1
36,,30.1,24.6,27.4,66.0,2.0,110.0,5.0,1010.6,2002-02-06,1
37,,31.2,24.8,28.0,61.0,2.0,110.0,4.0,1010.4,2002-02-07,1
38,,29.1,23.6,26.4,84.0,2.0,100.0,8.0,1010.6,2002-02-08,1
39,,29.1,23.5,26.3,79.0,2.0,120.0,7.0,1009.6,2002-02-09,1
40,,31.6,24.8,28.2,71.0,2.0,130.0,5.0,1010.3,2002-02-10,1
41,,26.7,23.5,25.1,75.0,2.0,120.0,7.0,1012.9,2002-02-11,1
42,,29.0,24.3,26.7,67.0,2.0,110.0,7.0,1013.2,2002-02-12,1
43,,29.1,24.3,26.7,68.0,4.0,100.0,7.0,1013.0,2002-02-13,1
44,,30.2,21.6,25.9,65.0,3.0,100.0,5.0,1013.8,2002-02-14,1
45,,29.5,22.8,26.2,64.0,3.0,100.0,4.0,1013.6,2002-02-15,1
46,,30.4,22.5,26.5,59.0,3.0,90.0,3.0,1013.0,2002-02-16,1
47,,30.0,22.3,26.2,62.0,2.0,100.0,4.0,1013.3,2002-02-17,1
48,,30.8,21.9,26.4,58.0,3.0,100.0,4.0,1014.6,2002-02-18,1
49,,31.9,24.7,28.3,61.0,4.0,110.0,4.0,1014.8,2002-02-19,1
50,,29.2,21.8,25.5,61.0,4.0,90.0,5.0,1015.6,2002-02-20,1
51,,29.9,21.8,25.9,61.0,3.0,90.0,5.0,1015.5,2002-02-21,1
52,,31.2,23.1,27.2,66.0,3.0,140.0,5.0,1014.7,2002-02-22,1
53,,31.6,24.9,28.3,67.0,3.0,120.0,3.0,1012.7,2002-02-23,1
54,,31.1,25.2,28.2,68.0,3.0,120.0,3.0,1012.1,2002-02-24,1
55,,30.5,25.0,27.8,66.0,4.0,100.0,6.0,1013.4,2002-02-25,1
56,,30.9,22.7,26.8,67.0,4.0,110.0,4.0,1012.4,2002-02-26,1
57,,31.2,24.7,28.0,62.0,4.0,110.0,5.0,1011.3,2002-02-27,1
58,,31.3,22.8,27.1,68.0,4.0,110.0,5.0,1011.0,2002-02-28,1
59,,31.1,20.8,26.0,75.0,4.0,110.0,3.0,1010.6,2002-03-01,1
60,,29.5,23.2,26.4,68.0,2.0,110.0,5.0,1009.4,2002-03-02,1
61,,29.7,22.3,26.0,63.0,2.0,100.0,6.0,1009.2,2002-03-03,1
62,,31.7,23.6,27.7,62.0,4.0,130.0,4.0,1008.6,2002-03-04,1
63,,31.0,22.9,27.0,64.0,3.0,320.0,6.0,1008.3,2002-03-05,1
64,,31.3,23.4,27.4,67.0,3.0,280.0,6.0,1009.2,2002-03-06,1
65,,30.0,24.2,27.1,69.0,4.0,80.0,7.0,1011.6,2002-03-07,1
66,,29.4,21.1,25.3,56.0,4.0,70.0,5.0,1014.3,2002-03-08,1
67,,30.5,21.4,26.0,59.0,3.0,100.0,4.0,1014.1,2002-03-09,1
68,,30.5,21.5,26.0,61.0,2.0,80.0,4.0,1012.7,2002-03-10,1
69,,30.6,24.1,27.4,68.0,2.0,110.0,5.0,1011.6,2002-03-11,1
70,,30.5,24.6,27.5,71.0,2.0,120.0,7.0,1011.6,2002-03-12,1
71,,32.1,25.1,28.6,69.0,3.0,100.0,5.0,1011.3,2002-03-13,1
72,,33.1,25.6,29.4,64.0,2.0,110.0,4.0,1010.4,2002-03-14,1
73,,33.6,23.8,28.7,63.0,3.0,110.0,3.0,1009.6,2002-03-15,1
74,,34.1,25.5,29.8,60.0,2.0,120.0,3.0,1009.9,2002-03-16,1
75,,33.8,25.6,29.7,62.0,4.0,100.0,2.0,1011.3,2002-03-17,1
76,,33.9,23.7,28.8,57.0,3.0,110.0,3.0,1012.4,2002-03-18,1
77,,32.1,23.4,27.8,58.0,4.0,90.0,4.0,1012.1,2002-03-19,1
78,,31.8,23.0,27.4,64.0,3.0,90.0,4.0,1010.6,2002-03-20,1
79,,32.8,23.2,28.0,65.0,4.0,120.0,3.0,1008.8,2002-03-21,1
80,,32.7,26.6,29.7,61.0,3.0,130.0,6.0,1007.2,2002-03-22,1
81,,30.5,25.0,27.8,76.0,3.0,120.0,5.0,1007.2,2002-03-23,1
82,,33.8,26.7,30.3,66.0,4.0,110.0,4.0,1006.9,2002-03-24,1
83,,34.2,26.7,30.5,65.0,4.0,120.0,4.0,1008.0,2002-03-25,1
84,,33.9,24.0,29.0,61.0,3.0,90.0,4.0,1007.7,2002-03-26,1
85,,33.9,26.1,30.0,55.0,3.0,110.0,3.0,1008.2,2002-03-27,1
86,,33.1,26.1,29.6,58.0,4.0,100.0,3.0,1008.3,2002-03-28,1
87,,34.1,23.0,28.6,56.0,2.0,100.0,3.0,1010.0,2002-03-29,1
88,,34.4,22.9,28.7,57.0,3.0,120.0,2.0,1009.8,2002-03-30,1
89,,33.3,23.4,28.3,58.0,4.0,120.0,2.0,1010.8,2002-03-31,1
90,,32.8,23.7,28.3,55.0,3.0,120.0,2.0,1011.8,2002-04-01,1
91,,34.2,24.5,29.4,55.0,2.0,100.0,3.0,1010.5,2002-04-02,1
92,,34.2,25.3,29.8,66.0,2.0,220.0,7.0,1007.6,2002-04-03,1
93,,32.6,26.4,29.5,67.0,2.0,270.0,6.0,1007.2,2002-04-04,1
94,,34.4,26.1,30.3,62.0,3.0,110.0,4.0,1008.9,2002-04-05,1
95,,34.8,26.5,30.6,60.0,2.0,110.0,4.0,1009.8,2002-04-06,1
96,,34.5,26.0,30.3,60.0,3.0,120.0,3.0,1009.5,2002-04-07,1
97,,35.1,26.7,30.9,61.0,2.0,110.0,4.0,1009.0,2002-04-08,1
98,,34.3,23.1,28.7,59.0,3.0,120.0,3.0,1009.0,2002-04-09,1
99,,33.8,23.2,28.5,62.0,4.0,120.0,3.0,1009.2,2002-04-10,1
100,,33.7,24.2,29.0,56.0,3.0,130.0,3.0,1009.7,2002-04-11,1
101,,34.0,24.2,29.1,57.0,4.0,120.0,3.0,1010.7,2002-04-12,1
102,,33.0,23.6,28.3,56.0,5.0,130.0,3.0,1009.6,2002-04-13,1
103,,32.9,26.6,29.8,62.0,3.0,120.0,4.0,1009.4,2002-04-14,1
104,,34.7,24.6,29.7,62.0,3.0,110.0,5.0,1009.8,2002-04-15,1
105,,33.0,24.0,28.5,67.0,4.0,110.0,3.0,1009.2,2002-04-16,1
106,,33.2,25.6,29.4,67.0,3.0,120.0,5.0,1008.4,2002-04-17,1
107,,33.0,25.5,29.3,64.0,3.0,110.0,5.0,1009.2,2002-04-18,1
108,,34.0,26.3,30.2,61.0,3.0,110.0,3.0,1009.6,2002-04-19,1
109,,34.1,25.0,29.6,62.0,4.0,110.0,3.0,1008.5,2002-04-20,1
110,,33.2,26.2,29.7,61.0,4.0,110.0,3.0,1007.3,2002-04-21,1
111,,33.6,25.7,29.7,62.0,4.0,120.0,5.0,1008.0,2002-04-22,1
112,,33.6,26.5,30.1,63.0,4.0,100.0,5.0,1008.4,2002-04-23,1
113,,34.2,26.0,30.1,64.0,4.0,110.0,4.0,1007.7,2002-04-24,1
114,,33.7,26.8,30.3,65.0,4.0,110.0,3.0,1007.8,2002-04-25,1
115,,32.9,26.7,29.8,60.0,4.0,100.0,4.0,1008.8,2002-04-26,1
116,,33.7,27.0,30.4,61.0,4.0,100.0,4.0,1008.3,2002-04-27,1
117,,34.7,26.8,30.8,61.0,4.0,110.0,3.0,1007.8,2002-04-28,1
118,,34.7,26.6,30.7,62.0,4.0,100.0,2.0,1007.2,2002-04-29,1
119,,34.3,27.0,30.6,56.0,4.0,130.0,3.0,1006.3,2002-04-30,1
120,,34.3,26.6,30.5,62.0,4.0,120.0,2.0,1006.2,2002-05-01,1
121,,34.0,26.5,30.3,63.0,4.0,110.0,3.0,1007.7,2002-05-02,1
122,,34.2,26.4,30.3,63.0,4.0,110.0,2.0,1007.0,2002-05-03,1
123,,34.5,26.5,30.5,63.0,3.0,110.0,2.0,1006.4,2002-05-04,1
124,,34.6,26.1,30.4,64.0,4.0,110.0,2.0,1005.6,2002-05-05,1
125,,33.3,26.6,30.0,63.0,4.0,110.0,3.0,1005.3,2002-05-06,1
126,,33.6,24.4,29.0,60.0,4.0,110.0,3.0,1006.3,2002-05-07,1
127,,32.5,27.4,30.0,64.0,3.0,120.0,3.0,1007.2,2002-05-08,1
128,,32.3,26.5,29.4,67.0,3.0,120.0,4.0,1007.3,2002-05-09,1
129,,34.6,26.1,30.4,62.0,4.0,130.0,3.0,1006.9,2002-05-10,1
130,,34.3,26.3,30.3,62.0,4.0,140.0,3.0,1007.7,2002-05-11,1
131,,35.6,25.8,30.7,57.0,4.0,140.0,3.0,1008.6,2002-05-12,1
132,,33.6,27.1,30.4,63.0,4.0,130.0,2.0,1008.4,2002-05-13,1
133,,35.4,27.8,31.6,63.0,3.0,140.0,4.0,1009.0,2002-05-14,1
134,,33.9,27.2,30.6,73.0,3.0,240.0,6.0,1008.8,2002-05-15,1
135,,36.1,25.4,30.8,66.0,3.0,190.0,7.0,1007.3,2002-05-16,1
136,,33.5,25.8,29.7,76.0,3.0,250.0,6.0,1006.6,2002-05-17,1
137,,34.0,25.0,29.5,68.0,4.0,250.0,3.0,1006.6,2002-05-18,1
138,,34.9,25.4,30.2,70.0,4.0,250.0,5.0,1005.3,2002-05-19,1
139,,29.4,26.0,27.7,82.0,3.0,280.0,7.0,1005.8,2002-05-20,1
140,,29.7,26.7,28.2,80.0,2.0,250.0,7.0,1007.1,2002-05-21,1
141,,32.4,25.8,29.1,78.0,2.0,220.0,7.0,1007.4,2002-05-22,1
142,,32.8,25.1,29.0,75.0,3.0,280.0,6.0,1008.1,2002-05-23,1
143,,32.2,26.8,29.5,71.0,4.0,260.0,4.0,1007.9,2002-05-24,1
144,,32.0,25.9,29.0,73.0,4.0,260.0,7.0,1008.1,2002-05-25,1
145,,32.0,23.9,28.0,81.0,4.0,240.0,7.0,1008.1,2002-05-26,1
146,,32.3,26.2,29.3,78.0,2.0,260.0,6.0,1008.3,2002-05-27,1
147,,31.9,25.4,28.6,76.0,2.0,260.0,7.0,1008.3,2002-05-28,1
148,,32.3,25.2,28.8,84.0,2.0,120.0,8.0,1009.5,2002-05-29,1
149,,32.5,25.9,29.2,74.0,4.0,290.0,5.0,1007.8,2002-05-30,1
150,,31.4,25.4,28.4,78.0,4.0,240.0,6.0,1006.8,2002-05-31,1
151,,31.2,25.6,28.4,76.0,3.0,260.0,6.0,1006.2,2002-06-01,1
152,,31.6,25.1,28.4,76.0,4.0,270.0,7.0,1005.8,2002-06-02,1
153,,33.0,25.4,29.2,74.0,4.0,280.0,6.0,1006.3,2002-06-03,1
154,,31.3,26.2,28.8,78.0,3.0,260.0,6.0,1006.4,2002-06-04,1
155,,33.3,25.8,29.5,72.0,4.0,260.0,7.0,1006.8,2002-06-05,1
156,,32.0,25.8,28.9,76.0,3.0,260.0,6.0,1006.0,2002-06-06,1
157,,32.1,25.3,28.7,77.0,4.0,270.0,7.0,1005.3,2002-06-07,1
158,,30.5,25.7,28.1,76.0,3.0,220.0,6.0,1005.6,2002-06-08,1
159,,32.2,26.0,29.1,73.0,3.0,270.0,5.0,1006.6,2002-06-09,1
160,,33.0,27.5,30.3,72.0,3.0,290.0,5.0,1007.1,2002-06-10,1
161,,35.6,27.8,31.7,63.0,3.0,130.0,4.0,1006.8,2002-06-11,1
162,,34.7,26.7,30.7,70.0,3.0,110.0,5.0,1005.8,2002-06-12,1
163,,34.5,27.1,30.8,66.0,3.0,100.0,5.0,1005.8,2002-06-13,1
164,,35.7,26.9,31.3,61.0,2.0,120.0,4.0,1005.4,2002-06-14,1
165,,34.8,27.3,31.0,65.0,2.0,150.0,4.0,1006.2,2002-06-15,1
166,,34.9,27.5,31.2,61.0,3.0,120.0,5.0,1006.3,2002-06-16,1
167,,34.9,27.9,31.4,65.0,2.0,60.0,6.0,1006.5,2002-06-17,1
168,,36.3,26.8,31.5,70.0,2.0,100.0,5.0,1006.5,2002-06-18,1
169,,35.2,25.7,30.5,66.0,3.0,110.0,6.0,1005.6,2002-06-19,1
170,,30.6,25.9,28.3,82.0,3.0,120.0,8.0,1005.8,2002-06-20,1
171,,32.2,27.0,29.6,75.0,3.0,160.0,8.0,1006.4,2002-06-21,1
172,,33.7,25.7,29.7,72.0,4.0,110.0,6.0,1007.8,2002-06-22,1
173,,34.6,27.0,30.8,74.0,3.0,110.0,5.0,1009.0,2002-06-23,1
174,,33.9,26.8,30.4,73.0,3.0,180.0,5.0,1008.4,2002-06-24,1
175,,33.0,27.5,30.3,71.0,3.0,260.0,6.0,1008.5,2002-06-25,1
176,,31.9,26.3,29.1,75.0,2.0,280.0,6.0,1008.0,2002-06-26,1
177,,31.5,26.5,29.0,68.0,2.0,140.0,7.0,1007.9,2002-06-27,1
178,,33.4,26.8,30.1,72.0,2.0,160.0,6.0,1007.2,2002-06-28,1
179,,33.6,26.6,30.1,77.0,2.0,50.0,6.0,1005.9,2002-06-29,1
180,,33.0,26.0,29.5,75.0,2.0,300.0,7.0,1003.8,2002-06-30,1
181,,33.0,26.5,29.8,73.0,3.0,260.0,8.0,1003.4,2002-07-01,1
182,,33.6,26.0,29.8,76.0,4.0,250.0,7.0,1003.8,2002-07-02,1
183,,29.5,25.5,27.5,86.0,4.0,250.0,8.0,1004.2,2002-07-03,1
184,,28.6,24.2,26.4,93.0,4.0,260.0,8.0,1004.1,2002-07-04,1
185,,30.1,25.3,27.7,88.0,4.0,240.0,8.0,1004.0,2002-07-05,1
186,,26.4,24.0,25.2,96.0,3.0,240.0,8.0,1004.1,2002-07-06,1
187,,27.9,25.0,26.5,93.0,3.0,240.0,8.0,1002.2,2002-07-07,1
188,,30.2,25.4,27.8,87.0,5.0,230.0,8.0,1001.7,2002-07-08,1
189,,31.6,27.8,29.7,82.0,5.0,230.0,8.0,1001.7,2002-07-09,1
190,,31.4,26.2,28.8,78.0,6.0,240.0,8.0,1006.3,2002-07-10,1
191,,31.4,24.9,28.1,82.0,6.0,240.0,8.0,1003.6,2002-07-11,1
192,,29.8,23.7,26.8,93.0,5.0,250.0,8.0,1004.3,2002-07-12,1
193,,25.3,23.6,24.5,100.0,2.0,240.0,8.0,1003.7,2002-07-13,1
194,,27.9,23.6,25.8,93.0,3.0,210.0,8.0,1005.4,2002-07-14,1
195,,28.7,23.7,26.2,86.0,2.0,280.0,8.0,1008.5,2002-07-15,1
196,,31.5,24.8,28.2,100.0,3.0,300.0,4.0,1008.7,2002-07-16,1
197,,31.2,26.4,28.8,78.0,4.0,290.0,4.0,1008.1,2002-07-17,1
198,,31.2,26.6,28.9,76.0,2.0,340.0,6.0,1007.6,2002-07-18,1
199,,30.5,25.2,27.9,78.0,2.0,250.0,8.0,1007.3,2002-07-19,1
200,,25.7,23.5,24.6,100.0,3.0,330.0,8.0,1005.6,2002-07-20,1
201,,27.7,23.6,25.7,94.0,3.0,230.0,8.0,1004.7,2002-07-21,1
202,,30.1,23.6,26.9,89.0,5.0,240.0,7.0,1005.8,2002-07-22,1
203,,30.6,25.1,27.9,75.0,5.0,300.0,6.0,1006.3,2002-07-23,1
204,,30.2,24.2,27.2,86.0,6.0,250.0,8.0,1006.4,2002-07-24,1
205,,27.2,23.7,25.5,97.0,4.0,250.0,8.0,1005.6,2002-07-25,1
206,,26.3,24.0,25.2,96.0,1.0,240.0,8.0,1004.6,2002-07-26,1
207,,30.0,24.5,27.3,86.0,2.0,260.0,6.0,1005.9,2002-07-27,1
208,,32.0,25.0,28.5,76.0,2.0,280.0,4.0,1007.3,2002-07-28,1
209,,31.2,26.2,28.7,79.0,4.0,260.0,5.0,1006.7,2002-07-29,1
210,,31.1,24.0,27.5,86.0,4.0,260.0,7.0,1005.6,2002-07-30,1
211,,29.7,24.8,27.3,86.0,4.0,250.0,7.0,1003.6,2002-07-31,1
212,,28.4,24.2,26.3,88.0,5.0,250.0,8.0,1003.8,2002-08-01,1
213,,29.6,25.0,27.3,89.0,3.0,240.0,8.0,1004.4,2002-08-02,1
214,,31.6,25.8,28.7,79.0,2.0,260.0,8.0,1004.2,2002-08-03,1
215,,32.2,25.9,29.0,73.0,2.0,230.0,7.0,1005.5,2002-08-04,1
216,,31.0,25.6,28.3,79.0,3.0,270.0,5.0,1006.9,2002-08-05,1
217,,32.2,26.1,29.2,81.0,1.0,290.0,7.0,1007.4,2002-08-06,1
218,,31.3,26.4,28.9,81.0,3.0,250.0,6.0,1006.5,2002-08-07,1
219,,31.0,25.4,28.2,79.0,3.0,260.0,6.0,1006.4,2002-08-08,1
220,,31.2,25.2,28.2,76.0,5.0,270.0,6.0,1006.2,2002-08-09,1
221,,31.3,25.4,28.4,82.0,3.0,270.0,7.0,1006.2,2002-08-10,1
222,,31.1,25.4,28.3,81.0,2.0,330.0,7.0,1006.3,2002-08-11,1
223,,29.3,24.0,26.7,90.0,1.0,150.0,8.0,1004.2,2002-08-12,1
224,,26.4,24.9,25.6,97.0,2.0,260.0,8.0,1001.3,2002-08-13,1
225,,30.3,24.9,27.6,87.0,2.0,110.0,8.0,1001.3,2002-08-14,1
226,,28.8,25.0,26.9,95.0,1.0,100.0,8.0,1000.4,2002-08-15,1
227,,29.2,25.1,27.2,88.0,2.0,210.0,8.0,1001.0,2002-08-16,1
228,,30.5,24.7,27.6,82.0,1.0,210.0,8.0,1002.5,2002-08-17,1
229,,31.2,25.1,28.2,74.0,2.0,220.0,7.0,1005.0,2002-08-18,1
230,,31.3,25.9,28.6,74.0,2.0,260.0,6.0,1006.9,2002-08-19,1
231,,32.1,25.0,28.6,77.0,2.0,300.0,7.0,1008.4,2002-08-20,1
232,,29.8,24.6,27.2,86.0,1.0,250.0,8.0,1007.9,2002-08-21,1
233,,31.4,26.0,28.7,79.0,2.0,290.0,6.0,1008.1,2002-08-22,1
234,,31.5,26.9,29.2,78.0,2.0,250.0,7.0,1008.9,2002-08-23,1
235,,31.5,25.1,28.3,83.0,2.0,270.0,6.0,1008.6,2002-08-24,1
236,,31.1,24.5,27.8,83.0,2.0,280.0,7.0,1007.2,2002-08-25,1
237,,31.2,25.3,28.3,85.0,2.0,270.0,7.0,1005.9,2002-08-26,1
238,,30.6,25.3,28.0,86.0,1.0,250.0,7.0,1005.6,2002-08-27,1
239,,30.5,25.7,28.1,80.0,2.0,250.0,7.0,1005.9,2002-08-28,1
240,,31.8,25.9,28.9,76.0,2.0,280.0,7.0,1006.0,2002-08-29,1
241,,30.9,25.2,28.0,83.0,3.0,260.0,5.0,1006.2,2002-08-30,1
242,,30.9,24.9,27.9,80.0,4.0,260.0,5.0,1007.2,2002-08-31,1
243,,31.5,26.0,28.8,76.0,2.0,250.0,4.0,1008.6,2002-09-01,1
244,,31.6,25.0,28.3,71.0,3.0,270.0,6.0,1009.1,2002-09-02,1
245,,31.3,27.2,29.3,78.0,3.0,250.0,4.0,1006.7,2002-09-03,1
246,,31.2,25.9,28.5,77.0,4.0,250.0,5.0,1006.9,2002-09-04,1
247,,30.4,24.7,27.5,86.0,5.0,250.0,7.0,1005.6,2002-09-05,1
248,,26.7,24.6,25.7,95.0,2.0,210.0,8.0,1004.2,2002-09-06,1
249,,28.7,24.2,26.5,91.0,3.0,220.0,8.0,1003.8,2002-09-07,1
250,,29.2,24.9,27.0,94.0,2.0,210.0,8.0,1005.4,2002-09-08,1
251,,29.4,24.8,27.1,86.0,2.0,220.0,8.0,1005.6,2002-09-09,1
252,,29.4,25.0,27.2,88.0,2.0,240.0,8.0,1006.9,2002-09-10,1
253,,28.9,24.8,26.9,94.0,1.0,120.0,8.0,1009.2,2002-09-11,1
254,,29.6,25.1,27.4,84.0,2.0,270.0,8.0,1011.0,2002-09-12,1
255,,30.4,25.2,27.8,84.0,1.0,280.0,8.0,1009.6,2002-09-13,1
256,,30.2,23.1,26.7,85.0,2.0,30.0,8.0,1010.2,2002-09-14,1
257,,30.6,24.6,27.6,85.0,2.0,260.0,7.0,1008.7,2002-09-15,1
258,,29.2,24.5,26.9,85.0,3.0,250.0,6.0,1007.9,2002-09-16,1
259,,28.6,24.6,26.6,93.0,2.0,260.0,7.0,1006.4,2002-09-17,1
260,,29.9,24.6,27.3,84.0,2.0,230.0,6.0,1008.0,2002-09-18,1
261,,30.4,24.8,27.6,83.0,3.0,260.0,6.0,1007.9,2002-09-19,1
262,,29.6,25.0,27.3,85.0,2.0,260.0,7.0,1007.6,2002-09-20,1
263,,31.5,25.0,28.3,81.0,2.0,280.0,6.0,1006.8,2002-09-21,1
264,,29.7,24.6,27.2,88.0,2.0,250.0,7.0,1007.8,2002-09-22,1
265,,30.2,24.6,27.4,87.0,1.0,280.0,8.0,1009.6,2002-09-23,1
266,,33.8,25.7,29.8,78.0,2.0,110.0,7.0,1010.1,2002-09-24,1
267,,31.6,25.5,28.5,85.0,1.0,280.0,7.0,1010.4,2002-09-25,1
268,,32.3,26.2,29.3,77.0,2.0,140.0,5.0,1009.0,2002-09-26,1
269,,32.8,26.3,29.5,77.0,2.0,140.0,6.0,1007.5,2002-09-27,1
270,,31.7,25.7,28.7,79.0,1.0,290.0,7.0,1007.8,2002-09-28,1
271,,30.5,24.8,27.7,86.0,1.0,120.0,7.0,1007.2,2002-09-29,1
272,,30.3,25.3,27.8,86.0,1.0,160.0,7.0,1008.0,2002-09-30,1
273,,31.5,26.1,28.8,80.0,1.0,110.0,6.0,1007.7,2002-10-01,1
274,,31.2,25.4,28.3,80.0,1.0,300.0,7.0,1008.0,2002-10-02,1
275,,32.7,25.6,29.2,82.0,2.0,110.0,6.0,1008.6,2002-10-03,1
276,,30.0,25.2,27.6,86.0,2.0,110.0,8.0,1007.8,2002-10-04,1
277,,30.5,25.1,27.8,84.0,1.0,90.0,6.0,1007.2,2002-10-05,1
278,,28.5,24.9,26.7,88.0,1.0,280.0,8.0,1006.5,2002-10-06,1
279,,33.2,25.7,29.5,82.0,1.0,230.0,6.0,1007.0,2002-10-07,1
280,,33.4,25.1,29.3,82.0,1.0,90.0,6.0,1007.3,2002-10-08,1
281,,31.2,24.7,28.0,89.0,2.0,270.0,7.0,1007.3,2002-10-09,1
282,,31.4,24.8,28.1,79.0,2.0,270.0,7.0,1007.2,2002-10-10,1
283,,31.1,24.9,28.0,81.0,3.0,250.0,7.0,1005.7,2002-10-11,1
284,,30.0,25.4,27.7,88.0,2.0,260.0,7.0,1006.4,2002-10-12,1
285,,31.7,25.2,28.5,79.0,1.0,120.0,5.0,1006.6,2002-10-13,1
286,,31.1,26.3,28.7,84.0,1.0,280.0,6.0,1007.7,2002-10-14,1
287,,30.3,25.1,27.7,82.0,1.0,120.0,6.0,1009.6,2002-10-15,1
288,,28.4,25.3,26.9,90.0,1.0,50.0,7.0,1009.1,2002-10-16,1
289,,31.1,25.0,28.0,83.0,1.0,110.0,6.0,1008.4,2002-10-17,1
290,,32.0,26.0,29.0,82.0,2.0,300.0,6.0,1007.3,2002-10-18,1
291,,31.7,25.2,28.5,82.0,2.0,280.0,6.0,1007.4,2002-10-19,1
292,,31.5,25.0,28.3,78.0,1.0,110.0,5.0,1007.7,2002-10-20,1
293,,32.5,25.6,29.0,80.0,1.0,130.0,6.0,1007.4,2002-10-21,1
294,,33.0,25.2,29.1,69.0,2.0,130.0,5.0,1007.3,2002-10-22,1
295,,33.4,26.0,29.7,69.0,2.0,120.0,4.0,1008.0,2002-10-23,1
296,,33.4,25.6,29.5,68.0,3.0,110.0,3.0,1009.0,2002-10-24,1
297,,33.3,26.4,29.8,69.0,2.0,110.0,3.0,1009.8,2002-10-25,1
298,,33.4,25.7,29.6,65.0,2.0,110.0,4.0,1009.0,2002-10-26,1
299,,31.6,25.3,28.5,76.0,2.0,110.0,5.0,1008.1,2002-10-27,1
300,,31.6,24.6,28.1,80.0,2.0,100.0,7.0,1008.6,2002-10-28,1
301,,28.8,25.3,27.1,85.0,1.0,300.0,6.0,1008.5,2002-10-29,1
302,,30.7,25.1,27.9,83.0,1.0,300.0,7.0,1009.3,2002-10-30,1
303,,30.8,26.0,28.4,76.0,1.0,300.0,7.0,1009.3,2002-10-31,1
304,,,,,,,,,,2002-11-01,1
305,,,,,,,,,,2002-11-02,1
306,,,,,,,,,,2002-11-03,1
307,,,,,,,,,,2002-11-04,1
308,,,,,,,,,,2002-11-05,1
309,,,,,,,,,,2002-11-06,1
310,,,,,,,,,,2002-11-07,1
311,,,,,,,,,,2002-11-08,1
312,,,,,,,,,,2002-11-09,1
313,,,,,,,,,,2002-11-10,1
314,,,,,,,,,,2002-11-11,1
315,,,,,,,,,,2002-11-12,1
