,pres_hpa,hght_m,temp_c,dwpt_c,relh_pct,mixr_gkg,drct_deg,sknt_knot,tht_k,the_k,thv_k
0, 1000.0 ,    97,       ,       ,       ,       ,       ,       ,       ,       ,       
1,  939.0 ,   614,   23.4,   22.4,     94,  18.55,    130,      6,  301.9,  356.9,  305.3
2,  925.0 ,   782,   21.2,   20.3,     95,  16.50,    105,     10,  301.0,  349.7,  303.9
3,  886.0 ,  1155,   19.5,   18.8,     96,  15.66,     80,     16,  302.9,  349.5,  305.8
4,  854.0 ,  1474,   18.0,   17.5,     97,  14.96,     80,     14,  304.6,  349.4,  307.3
5,  850.0 ,  1514,   18.0,   17.4,     96,  14.94,     80,     14,  305.0,  349.8,  307.7
6,  744.0 ,  2649,   13.4,   12.2,     92,  12.15,     71,     14,  311.8,  349.4,  314.1
7,  739.0 ,  2706,   10.8,    7.0,     77,   8.57,     70,     14,  309.6,  336.1,  311.2
8,  738.0 ,  2717,    9.8,    4.2,     68,   7.03,     70,     14,  308.6,  330.4,  309.9
9,  735.0 ,  2751,    6.6,   -4.4,     45,   3.77,     75,     14,  305.5,  317.4,  306.2
10,  721.0 ,  2909,    9.0,   -3.0,     43,   4.27,     87,     13,  309.8,  323.4,  310.6
11,  716.0 ,  2967,    9.8,    2.8,     62,   6.58,     91,     12,  311.3,  332.0,  312.5
12,  706.0 ,  3084,    9.9,   -0.8,     47,   5.14,    100,     12,  312.7,  329.1,  313.6
13,  700.0 ,  3155,   10.0,   -3.0,     40,   4.40,    100,     12,  313.5,  327.8,  314.4
14,  685.0 ,  3336,   11.6,   -3.4,     35,   4.37,    100,     13,  317.3,  331.6,  318.1
15,  661.0 ,  3633,    9.4,   -8.6,     27,   3.04,    100,     14,  318.0,  328.2,  318.6
16,  650.0 ,  3772,    8.4,   -2.6,     46,   4.89,    100,     15,  318.4,  334.4,  319.4
17,  639.0 ,  3913,    8.8,  -15.2,     17,   1.85,    100,     16,  320.4,  326.9,  320.8
18,  622.0 ,  4136,    8.0,  -18.0,     14,   1.50,    100,     17,  322.0,  327.3,  322.3
19,  618.0 ,  4189,    7.9,  -12.8,     22,   2.32,    100,     17,  322.4,  330.5,  322.9
20,  616.0 ,  4215,    7.8,  -10.2,     27,   2.87,    101,     17,  322.7,  332.5,  323.2
21,  614.0 ,  4242,    8.0,  -17.0,     15,   1.65,    101,     17,  323.2,  329.0,  323.5
22,  604.0 ,  4377,    7.2,  -14.8,     19,   2.02,    104,     15,  323.8,  330.9,  324.2
23,  598.0 ,  4459,    6.2,   -5.8,     42,   4.17,    105,     14,  323.6,  337.6,  324.4
24,  593.0 ,  4528,    6.4,  -16.6,     17,   1.77,    107,     13,  324.6,  330.8,  324.9
25,  567.0 ,  4894,    3.2,   -9.8,     38,   3.22,    114,      8,  325.0,  336.0,  325.6
26,  564.0 ,  4937,    2.8,  -10.2,     38,   3.13,    115,      8,  325.1,  335.8,  325.7
27,  526.0 ,  5497,   -1.9,  -15.9,     33,   2.12,     79,      5,  325.9,  333.4,  326.3
28,  516.0 ,  5650,   -1.3,  -24.3,     16,   1.04,     69,      4,  328.4,  332.3,  328.6
29,  512.0 ,  5712,   -1.7,  -24.0,     16,   1.08,     65,      4,  328.6,  332.6,  328.8
30,  500.0 ,  5900,   -3.1,  -23.1,     20,   1.20,     40,      4,  329.2,  333.6,  329.4
31,  488.0 ,  6091,   -4.7,  -20.3,     28,   1.56,     15,      4,  329.5,  335.2,  329.8
32,  481.0 ,  6205,   -5.7,  -18.7,     35,   1.83,     26,      4,  329.6,  336.2,  330.0
33,  465.0 ,  6469,   -6.7,  -28.7,     16,   0.77,     53,      6,  331.6,  334.6,  331.8
34,  464.0 ,  6486,   -6.8,  -27.8,     17,   0.84,     55,      6,  331.7,  334.9,  331.8
35,  458.0 ,  6587,   -7.5,  -22.5,     29,   1.38,     61,      7,  332.1,  337.1,  332.3
36,  446.0 ,  6794,   -7.3,  -28.3,     17,   0.84,     73,      9,  334.8,  338.0,  335.0
37,  420.0 ,  7255,  -11.1,  -26.0,     28,   1.10,    100,     14,  335.8,  340.0,  336.0
38,  400.0 ,  7630,  -14.1,  -24.1,     43,   1.37,     85,     14,  336.6,  341.7,  336.9
39,  399.0 ,  7649,  -14.2,  -24.5,     41,   1.33,     85,     14,  336.7,  341.7,  337.0
40,  379.0 ,  8036,  -16.1,  -32.1,     24,   0.69,     95,     12,  339.2,  341.9,  339.3
41,  359.0 ,  8444,  -18.1,  -40.1,     13,   0.33,     74,     12,  341.8,  343.1,  341.8
42,  334.0 ,  8980,  -21.5,  -42.5,     13,   0.27,     46,     12,  344.2,  345.4,  344.3
43,  320.0 ,  9291,  -24.3,  -44.9,     13,   0.22,     30,     12,  344.6,  345.6,  344.7
44,  300.0 ,  9760,  -28.5,  -48.5,     13,   0.16,     30,     14,  345.1,  345.8,  345.1
45,  250.0 , 11040,  -38.5,  -62.5,      6,   0.03,     30,     14,  348.7,  348.9,  348.7
46,  218.0 , 11955,  -46.0,  -67.5,      7,   0.02,     40,     14,  351.0,  351.1,  351.0
