,pres_hpa,hght_m,temp_c,dwpt_c,relh_pct,mixr_gkg,drct_deg,sknt_knot,tht_k,the_k,thv_k
0,1000.0,88,,,,,,,,,
1,938.0,614,22.8,20.9,89,16.90,340,2,301.4,351.4,304.5
2,925.0,773,22.4,18.8,80,15.00,50,4,302.2,346.7,304.9
3,899.0,1022,22.2,15.2,65,12.23,69,13,304.5,341.2,306.7
4,898.0,1031,22.1,15.3,65,12.31,70,14,304.5,341.5,306.8
5,880.0,1207,21.2,16.9,76,13.96,82,13,305.3,347.3,307.9
6,862.0,1387,20.5,15.2,72,12.74,95,12,306.4,344.9,308.7
7,850.0,1508,20.0,14.0,68,11.96,95,12,307.1,343.4,309.3
8,844.0,1569,20.0,13.0,64,11.27,96,12,307.7,342.1,309.8
9,753.0,2538,14.2,8.4,68,9.28,115,16,311.6,340.4,313.3
10,700.0,3157,10.4,5.5,72,8.16,120,14,314.0,339.7,315.5
11,660.0,3643,7.7,2.1,68,6.78,110,16,316.2,337.9,317.5
12,637.0,3936,6.0,0.0,65,6.04,115,17,317.5,337.1,318.7
13,590.0,4558,0.6,-2.3,81,5.51,125,19,318.3,336.2,319.4
14,568.0,4862,-0.9,-5.9,69,4.36,131,20,320.0,334.4,320.9
15,557.0,5018,-2.1,-4.6,83,4.91,133,21,320.4,336.6,321.3
16,550.0,5118,-2.5,-5.7,79,4.59,135,21,321.0,336.2,321.9
17,532.0,5382,-3.7,-8.4,70,3.83,156,20,322.7,335.6,323.4
18,528.0,5442,-3.5,-11.5,54,3.02,160,20,323.6,334.0,324.2
19,524.0,5502,-3.9,-10.4,61,3.33,165,19,323.8,335.2,324.5
20,515.0,5638,-4.9,-7.8,80,4.15,165,19,324.2,338.3,325.1
21,509.0,5730,-5.1,-12.1,58,2.99,165,18,325.1,335.4,325.7
22,504.0,5808,-5.7,-8.1,83,4.14,165,18,325.3,339.3,326.1
23,500.0,5870,-6.3,-8.4,85,4.08,165,17,325.3,339.1,326.1
24,468.0,6387,-9.3,-11.4,85,3.44,159,15,327.8,339.6,328.5
25,457.0,6572,-9.5,-14.5,67,2.74,156,14,329.8,339.4,330.3
26,451.0,6673,-10.3,-15.4,66,2.56,155,14,330.0,339.1,330.6
