,pres_hpa,hght_m,temp_c,dwpt_c,relh_pct,mixr_gkg,drct_deg,sknt_knot,tht_k,the_k,thv_k
0,1000.0,71,,,,,,,,,
1,936.0,614,23.6,23.1,97,19.44,270,6,302.4,360.2,305.9
2,925.0,749,21.2,20.3,95,16.50,285,8,301.0,349.7,303.9
3,910.0,891,21.0,19.1,89,15.54,295,8,302.2,348.3,305.0
4,882.0,1163,20.6,16.8,79,13.84,284,6,304.5,346.0,307.0
5,872.0,1261,20.0,16.4,79,13.61,280,6,304.9,345.8,307.4
6,850.0,1482,18.8,15.4,81,13.11,295,4,305.8,345.4,308.2
7,837.0,1613,17.9,14.8,82,12.76,315,2,306.2,344.8,308.6
8,767.0,2355,12.9,11.0,88,10.89,295,6,308.6,341.9,310.6
9,752.0,2523,11.8,10.2,90,10.50,305,7,309.1,341.4,311.1
10,713.0,2969,10.6,4.6,66,7.51,333,9,312.5,336.2,314.0
11,704.0,3075,9.8,5.1,73,7.87,340,10,312.8,337.5,314.2
12,700.0,3122,9.4,5.3,76,8.04,340,10,312.9,338.1,314.4
13,683.0,3326,8.4,3.4,71,7.20,343,10,313.9,336.8,315.3
14,673.0,3448,8.1,-1.1,52,5.28,345,10,314.9,331.9,315.9
15,671.0,3473,8.0,-2.0,49,4.95,344,10,315.1,331.1,316.0
16,666.0,3534,7.4,2.4,71,6.88,340,10,315.1,337.0,316.4
17,659.0,3621,7.2,-0.8,57,5.51,335,10,315.8,333.6,316.9
18,656.0,3659,6.8,1.8,70,6.69,333,10,315.8,337.2,317.1
19,644.0,3810,6.5,-1.9,55,5.18,325,10,317.2,334.0,318.2
20,619.0,4135,6.0,-10.0,31,2.90,323,8,320.1,330.0,320.7
21,617.0,4162,5.6,1.6,75,7.01,323,8,320.0,342.8,321.3
22,610.0,4255,5.4,-4.6,49,4.48,323,8,320.8,335.7,321.7
23,604.0,4336,4.8,0.1,72,6.42,322,8,321.0,342.0,322.3
24,568.0,4832,1.3,-3.0,73,5.44,320,6,322.6,340.7,323.7
25,544.0,5181,-1.1,-5.1,74,4.83,345,2,323.8,339.9,324.7
26,540.0,5240,-1.5,-5.5,74,4.73,360,2,323.9,339.8,324.9
27,520.0,5539,-3.2,-9.6,61,3.56,75,4,325.4,337.6,326.1
28,500.0,5850,-4.9,-13.9,49,2.63,110,8,327.0,336.2,327.5
29,497.0,5897,-5.2,-14.4,48,2.53,115,8,327.2,336.1,327.7
30,476.0,6235,-7.5,-18.2,42,1.93,105,8,328.5,335.4,328.9
31,472.0,6301,-7.9,-18.9,41,1.83,99,7,328.7,335.3,329.1
32,465.0,6417,-8.7,-16.7,52,2.24,89,7,329.1,337.1,329.6
33,464.0,6434,-8.9,-13.7,68,2.88,88,7,329.1,339.1,329.6
34,455.0,6585,-9.5,-17.4,53,2.16,75,6,330.2,337.9,330.6
35,446.0,6739,-10.1,-21.1,40,1.60,83,6,331.3,337.1,331.6
36,443.0,6792,-10.5,-17.5,56,2.20,85,6,331.4,339.3,331.9
37,415.0,7289,-13.8,-21.5,52,1.67,110,6,333.4,339.5,333.7
38,400.0,7570,-15.7,-23.7,50,1.42,110,8,334.5,339.8,334.8
39,388.0,7799,-17.3,-26.3,45,1.16,113,9,335.3,339.7,335.6
40,381.0,7935,-18.7,-24.7,59,1.36,115,10,335.2,340.3,335.5
41,379.0,7974,-18.8,-26.5,51,1.16,115,10,335.6,339.9,335.8
42,375.0,8053,-19.1,-30.1,37,0.84,110,10,336.2,339.5,336.4
43,369.0,8173,-19.7,-25.7,59,1.29,103,10,337.0,341.8,337.2
44,367.0,8213,-19.7,-32.7,31,0.67,101,10,337.5,340.1,337.6
45,365.0,8254,-20.1,-29.1,45,0.95,99,10,337.5,341.1,337.7
46,362.0,8315,-20.6,-30.2,42,0.86,95,10,337.7,341.0,337.9
47,356.0,8438,-21.5,-32.5,36,0.70,101,9,338.0,340.8,338.2
48,354.0,8480,-21.7,-29.7,48,0.93,103,9,338.3,341.9,338.5
49,332.0,8950,-24.3,-35.0,36,0.59,125,6,341.1,343.4,341.2
50,330.0,8994,-24.5,-35.5,35,0.57,125,6,341.3,343.6,341.4
51,300.0,9680,-30.1,-46.1,20,0.20,125,16,342.8,343.7,342.9
52,298.0,9728,-30.5,-46.5,19,0.20,125,16,342.9,343.8,343.0
53,273.0,10341,-35.4,-50.7,19,0.13,125,21,344.5,345.1,344.6
54,261.0,10655,-37.9,-52.9,19,0.11,115,22,345.3,345.8,345.3
55,253.0,10869,-39.9,-48.9,38,0.18,108,23,345.4,346.2,345.5
56,250.0,10950,-40.1,-53.1,24,0.11,105,23,346.3,346.8,346.3
