,pres_hpa,hght_m,temp_c,dwpt_c,relh_pct,mixr_gkg,drct_deg,sknt_knot,tht_k,the_k,thv_k
0, 1000.0 ,    63,       ,       ,       ,       ,       ,       ,       ,       ,       
1,  935.0 ,   614,   21.2,   20.9,     98,  16.95,    300,      4,  300.1,  349.9,  303.1
2,  928.0 ,   704,   20.6,   20.4,     99,  16.55,    283,      8,  300.1,  348.7,  303.1
3,  925.0 ,   743,   20.4,   20.1,     98,  16.29,    275,     10,  300.2,  348.1,  303.1
4,  902.0 ,   961,   18.6,   17.4,     93,  14.06,    270,     28,  300.5,  341.9,  303.0
5,  900.0 ,   980,   18.6,   17.3,     92,  14.04,    270,     29,  300.7,  342.1,  303.2
6,  850.0 ,  1473,   18.4,   15.8,     85,  13.46,    260,     35,  305.4,  345.9,  307.9
7,  786.0 ,  2144,   17.2,   10.2,     63,  10.04,    254,     38,  311.0,  342.1,  312.9
8,  746.0 ,  2586,   14.5,    9.0,     69,   9.73,    250,     41,  312.8,  343.2,  314.6
9,  710.0 ,  3005,   12.0,    7.8,     75,   9.44,    250,     39,  314.5,  344.2,  316.2
10,  700.0 ,  3124,   11.6,    7.0,     73,   9.06,    250,     39,  315.3,  343.9,  317.0
11,  630.0 ,  4001,    8.8,    0.8,     57,   6.48,    246,     33,  321.7,  343.0,  323.0
12,  542.0 ,  5218,    0.4,   -3.4,     75,   5.51,    240,     25,  325.9,  344.4,  326.9
13,  500.0 ,  5870,   -4.1,   -5.7,     89,   5.03,    250,     23,  328.0,  345.0,  329.0
14,  483.0 ,  6142,   -5.9,   -6.7,     94,   4.82,    253,     20,  329.0,  345.5,  330.0
15,  439.0 ,  6881,   -9.8,  -11.1,     90,   3.75,    260,     12,  333.2,  346.4,  334.0
16,  400.0 ,  7600,  -13.5,  -15.4,     86,   2.90,    245,     16,  337.4,  347.8,  337.9
17,  370.0 ,  8189,  -16.9,  -18.8,     85,   2.36,    236,     17,  340.4,  349.1,  340.9
18,  352.0 ,  8556,  -19.5,  -21.7,     83,   1.93,    230,     17,  341.9,  349.1,  342.3
19,  321.0 ,  9233,  -24.2,  -27.0,     78,   1.31,    240,     17,  344.4,  349.5,  344.7
20,  300.0 ,  9730,  -27.7,  -30.9,     74,   0.97,    245,     10,  346.2,  350.1,  346.4
