,pres_hpa,hght_m,temp_c,dwpt_c,relh_pct,mixr_gkg,drct_deg,sknt_knot,tht_k,the_k,thv_k
0,1000.0,107,,,,,,,,,
1,940.0,614,23.2,22.7,97,18.88,40,2,301.6,357.6,305.0
2,925.0,792,22.8,19.5,82,15.68,35,4,302.6,349.2,305.5
3,882.0,1206,19.4,17.8,90,14.76,38,8,303.2,347.2,305.9
4,850.0,1525,18.4,15.9,85,13.55,40,12,305.4,346.2,307.9
5,845.0,1576,18.4,14.8,80,12.68,41,11,305.9,344.2,308.2
6,792.0,2126,15.2,12.4,84,11.58,50,8,308.2,343.5,310.3
7,729.0,2829,11.0,9.4,90,10.26,84,10,311.0,342.8,312.9
8,716.0,2980,12.0,7.0,71,8.85,91,11,313.7,341.5,315.4
9,700.0,3169,10.2,6.3,77,8.63,100,12,313.8,340.9,315.4
10,695.0,3229,9.7,6.3,79,8.70,100,12,313.8,341.2,315.5
11,671.0,3521,7.2,6.4,95,9.07,96,16,314.2,342.7,315.9
12,665.0,3595,7.0,5.6,90,8.62,95,17,314.8,342.1,316.5
13,643.0,3873,6.4,2.4,76,7.13,101,17,317.1,340.0,318.5
14,611.0,4291,3.5,1.3,86,6.95,110,16,318.5,340.9,319.8
15,610.0,4304,3.4,1.3,86,6.94,110,16,318.5,340.9,319.8
16,537.0,5332,-1.7,-5.2,77,4.86,86,16,324.2,340.5,325.2
17,534.0,5377,-1.8,-6.7,69,4.35,85,16,324.6,339.3,325.4
18,513.0,5697,-2.7,-17.7,31,1.87,91,17,327.3,333.9,327.6
19,504.0,5837,-3.7,-12.7,50,2.87,94,17,327.7,337.7,328.3
20,500.0,5900,-4.1,-15.1,42,2.38,95,17,328.0,336.4,328.4
21,491.0,6042,-5.1,-21.1,27,1.46,95,17,328.5,333.7,328.8
22,482.0,6187,-5.5,-16.5,42,2.20,95,16,329.7,337.5,330.1
23,467.0,6433,-6.9,-26.9,19,0.91,95,15,331.0,334.4,331.1
24,457.0,6601,-8.3,-16.3,53,2.36,95,14,331.3,339.7,331.7
25,452.0,6686,-8.3,-28.3,18,0.83,95,14,332.3,335.4,332.5
26,444.0,6824,-9.1,-29.1,18,0.78,95,13,333.0,336.0,333.1
27,440.0,6894,-9.5,-28.5,20,0.83,95,13,333.4,336.5,333.5
28,437.0,6946,-9.9,-19.9,44,1.81,95,12,333.5,340.1,333.9
29,433.0,7017,-10.3,-26.3,26,1.04,95,12,333.9,337.8,334.1
30,430.0,7070,-10.7,-25.7,28,1.10,95,12,334.0,338.2,334.2
31,428.0,7106,-11.1,-20.1,47,1.82,96,12,333.9,340.6,334.3
32,423.0,7196,-11.5,-21.5,43,1.63,97,13,334.6,340.6,334.9
33,417.0,7304,-12.3,-17.3,66,2.37,99,13,334.9,343.5,335.4
34,400.0,7620,-14.7,-20.7,60,1.85,105,16,335.8,342.6,336.2
35,371.0,8186,-19.3,-22.9,73,1.64,110,18,337.0,343.1,337.3
36,358.0,8452,-20.9,-24.7,71,1.45,112,19,338.3,343.7,338.6
37,340.0,8832,-22.7,-31.7,44,0.80,115,21,340.9,344.0,341.0
