,pres_hpa,hght_m,temp_c,dwpt_c,relh_pct,mixr_gkg,drct_deg,sknt_knot,tht_k,the_k,thv_k
0,1000.0,101,,,,,,,,,
1,940.0,614,25.8,21.7,78,17.73,40,4,304.3,357.4,307.5
2,935.0,673,22.8,18.6,77,14.64,53,4,301.7,345.1,304.3
3,934.0,685,24.0,19.6,76,15.63,56,4,303.0,349.5,305.8
4,931.0,720,22.4,18.4,78,14.52,64,4,301.6,344.6,304.3
5,925.0,791,22.0,18.3,80,14.52,80,4,301.8,344.8,304.4
6,906.0,971,20.5,17.6,84,14.18,105,8,302.0,344.1,304.6
7,898.0,1048,19.8,17.3,86,14.03,114,7,302.1,343.7,304.6
8,869.0,1332,19.4,12.4,64,10.51,145,2,304.5,336.2,306.4
9,850.0,1522,17.8,10.8,64,9.66,135,2,304.8,334.0,306.6
10,831.0,1715,16.0,12.1,78,10.78,131,4,304.9,337.4,306.8
11,825.0,1777,17.0,7.0,52,7.67,129,5,306.5,330.1,308.0
12,816.0,1871,17.8,4.8,42,6.65,127,6,308.4,329.0,309.6
13,797.0,2072,17.4,1.4,34,5.34,123,8,310.0,326.9,311.0
14,790.0,2148,17.0,9.0,59,9.20,121,9,310.4,338.9,312.1
15,781.0,2245,17.4,1.4,34,5.45,119,10,311.8,329.2,312.8
16,767.0,2400,16.6,-1.4,29,4.52,116,11,312.6,327.1,313.4
17,764.0,2433,16.4,-1.3,30,4.59,115,12,312.6,327.4,313.5
18,707.0,3087,11.4,1.4,50,6.03,152,6,314.2,333.4,315.3
19,702.0,3146,11.3,-0.2,45,5.41,155,6,314.7,332.1,315.7
20,700.0,3170,11.2,-0.8,43,5.18,155,6,314.9,331.6,315.8
21,694.0,3242,11.0,-4.0,35,4.12,155,6,315.4,328.9,316.2
22,678.0,3436,9.2,-0.8,50,5.35,157,7,315.5,332.8,316.5
23,668.0,3559,8.6,-6.4,34,3.56,158,7,316.2,327.9,316.9
24,641.0,3898,6.1,-7.3,38,3.45,160,8,317.1,328.5,317.7
25,634.0,3988,5.4,-7.6,39,3.42,154,7,317.3,328.7,317.9
26,604.0,4384,5.6,-20.4,13,1.26,126,5,321.9,326.4,322.2
27,590.0,4575,3.8,-15.2,24,2.00,112,4,322.0,329.0,322.4
28,583.0,4672,3.5,-16.6,21,1.80,105,4,322.8,329.1,323.1
29,565.0,4926,2.8,-20.2,17,1.37,64,4,324.8,329.8,325.1
30,557.0,5039,1.9,-20.6,17,1.34,45,4,325.1,329.9,325.4
31,506.0,5805,-4.2,-23.5,21,1.14,5,6,326.8,331.0,327.0
32,500.0,5900,-4.9,-23.9,21,1.12,355,8,327.0,331.1,327.2
33,483.0,6170,-6.8,-24.6,23,1.09,340,14,328.0,332.0,328.2
34,457.0,6601,-9.7,-25.7,26,1.04,325,16,329.5,333.4,329.7
35,417.0,7302,-13.2,-41.3,7,0.25,300,19,333.8,334.8,333.8
36,405.0,7526,-14.3,-46.3,5,0.15,289,17,335.1,335.8,335.1
37,400.0,7620,-15.1,-43.1,7,0.21,285,16,335.3,336.2,335.3
38,382.0,7966,-17.6,-37.0,17,0.42,280,14,336.5,338.1,336.6
39,381.0,7985,-17.7,-36.7,17,0.43,281,14,336.5,338.3,336.6
40,354.0,8531,-20.7,-52.7,4,0.08,297,14,339.6,340.0,339.7
41,312.0,9446,-27.9,-53.8,7,0.08,325,14,342.1,342.5,342.1
42,300.0,9730,-30.1,-54.1,8,0.08,300,10,342.8,343.2,342.9
43,297.0,9800,-30.6,-55.0,7,0.07,295,8,343.1,343.4,343.1
44,284.0,10112,-33.0,-58.8,6,0.05,285,6,344.1,344.3,344.1
45,250.0,11000,-39.7,-69.7,3,0.01,305,10,346.9,347.0,346.9
46,244.0,11162,-41.0,-70.4,3,0.01,305,8,347.4,347.5,347.4
47,233.0,11470,-43.4,-71.8,3,0.01,285,10,348.3,348.4,348.3
48,222.0,11793,-46.0,-73.3,3,0.01,300,10,349.2,349.3,349.2
49,202.0,12424,-51.0,-76.2,3,0.01,295,8,350.9,350.9,350.9
50,200.0,12490,-51.5,-76.5,3,0.01,300,6,351.1,351.1,351.1
51,175.0,13325,-58.2,-77.6,7,0.01,350,2,353.7,353.7,353.7
52,159.0,13925,-63.0,-78.4,11,0.01,0,6,355.4,355.4,355.4
53,151.0,14248,-65.6,-78.8,14,0.01,0,6,356.3,356.3,356.3
54,150.0,14290,-65.9,-78.9,15,0.01,0,6,356.4,356.4,356.4
55,143.0,14570,-67.6,-79.9,16,0.00,355,6,358.2,358.3,358.2
56,136.0,14863,-69.5,-81.0,17,0.00,30,4,360.2,360.2,360.2
57,129.0,15172,-71.4,-82.1,19,0.00,15,8,362.2,362.2,362.2
58,115.0,15844,-75.6,-84.5,24,0.00,30,27,366.5,366.5,366.5
59,101.0,16604,-80.3,-87.3,31,0.00,49,25,371.3,371.3,371.3
60,100.0,16660,-80.3,-86.3,37,0.00,50,25,372.3,372.4,372.3
61,87.0,17437,-82.4,-86.7,48,0.00,70,31,383.2,383.2,383.2
62,72.8,18431,-85.1,-87.2,69,0.00,75,29,397.5,397.6,397.5
63,70.7,18594,-82.5,-87.1,46,0.00,71,29,406.4,406.4,406.4
64,70.0,18650,-78.5,-86.5,26,0.00,70,29,416.1,416.1,416.1
65,69.8,18666,-78.1,-86.1,27,0.00,70,29,417.3,417.4,417.3
66,69.0,18733,-77.2,-85.7,25,0.00,70,29,420.6,420.6,420.6
67,66.8,18919,-74.7,-84.7,20,0.00,78,25,430.0,430.0,430.0
68,65.0,19077,-75.2,-84.8,21,0.00,85,21,432.2,432.2,432.2
69,62.2,19332,-76.1,-85.1,23,0.00,68,21,435.7,435.8,435.7
70,61.0,19446,-74.7,-84.7,20,0.01,60,21,441.3,441.3,441.3
71,58.0,19741,-71.1,-83.8,14,0.01,60,23,455.9,455.9,455.9
72,57.7,19771,-70.7,-83.7,13,0.01,61,23,457.4,457.4,457.4
73,53.7,20196,-71.9,-84.9,13,0.01,73,16,464.1,464.1,464.1
74,50.0,20620,-68.3,-84.3,8,0.01,85,10,482.1,482.2,482.1
75,48.0,20869,-67.1,-84.2,7,0.01,95,4,490.6,490.6,490.6
76,45.0,21263,-65.3,-83.9,6,0.01,65,14,504.2,504.2,504.2
77,43.0,21541,-64.0,-83.8,5,0.01,105,6,514.0,514.0,514.0
78,41.0,21831,-62.6,-83.6,4,0.01,260,4,524.4,524.5,524.4
79,38.0,22295,-60.5,-83.3,3,0.01,325,6,541.4,541.5,541.4
80,37.8,22327,-60.3,-83.3,3,0.01,328,6,542.6,542.7,542.6
81,36.0,22632,-60.0,-83.4,3,0.01,355,6,551.0,551.1,551.0
82,34.0,22989,-59.7,-83.6,3,0.01,105,8,561.0,561.1,561.0
83,32.0,23367,-59.3,-83.7,3,0.01,125,12,571.8,571.9,571.8
84,30.0,23770,-58.9,-83.9,3,0.01,185,6,583.5,583.6,583.5
85,28.7,24047,-59.7,-84.7,3,0.01,227,5,588.7,588.8,588.7
86,28.0,24204,-59.0,-84.3,2,0.01,250,4,594.8,594.9,594.8
87,27.0,24435,-58.0,-83.8,2,0.01,280,6,603.9,604.0,603.9
88,25.0,24923,-55.8,-82.6,2,0.02,250,12,623.5,623.7,623.5
89,22.7,25535,-53.1,-81.1,2,0.02,280,18,649.0,649.2,649.0
90,22.0,25736,-53.9,-81.9,2,0.02,290,19,652.4,652.6,652.4
91,21.2,25974,-54.9,-82.9,2,0.02,,,656.4,656.6,656.4
92,21.1,26004,-54.7,-82.7,2,0.02,,,657.9,658.1,657.9
