,pres_hpa,hght_m,temp_c,dwpt_c,relh_pct,mixr_gkg,drct_deg,sknt_knot,tht_k,the_k,thv_k
0,1000.0,110,,,,,,,,,
1,941.0,614,24.2,22.1,88,18.16,20,10,302.6,356.6,305.8
2,925.0,797,22.4,19.1,82,15.29,45,14,302.2,347.6,305.0
3,900.0,1034,20.6,18.4,87,15.08,65,19,302.7,347.6,305.5
4,865.0,1378,18.0,17.5,97,14.77,69,29,303.5,347.5,306.1
5,857.0,1458,17.4,16.7,96,14.16,70,31,303.6,345.9,306.2
6,850.0,1528,16.8,16.0,95,13.64,75,31,303.7,344.5,306.2
7,843.0,1599,16.0,14.8,93,12.71,77,31,303.6,341.6,305.9
8,807.0,1972,17.0,13.6,80,12.28,84,33,308.5,346.0,310.8
9,761.0,2472,15.4,8.8,65,9.45,95,35,312.0,341.4,313.8
10,755.0,2539,15.2,8.2,63,9.12,96,35,312.5,341.0,314.2
11,747.0,2630,16.4,-3.6,25,3.94,97,34,314.7,327.6,315.5
12,742.0,2687,16.4,-2.6,27,4.28,98,34,315.3,329.3,316.1
13,738.0,2733,15.6,2.6,42,6.29,99,34,314.9,335.1,316.1
14,715.0,3001,13.6,0.6,41,5.62,102,32,315.6,333.7,316.7
15,700.0,3179,13.2,-5.8,26,3.56,105,31,317.1,328.9,317.8
16,667.0,3583,10.6,-21.4,9,1.04,105,30,318.6,322.3,318.8
17,662.0,3646,10.0,-9.0,25,2.94,105,30,318.6,328.5,319.1
18,643.0,3887,8.0,-9.0,29,3.02,105,29,319.0,329.1,319.5
19,629.0,4069,7.2,-16.8,16,1.64,105,28,320.1,325.8,320.4
20,605.0,4387,4.5,-12.8,27,2.38,105,27,320.5,328.7,321.0
21,604.0,4401,4.4,-12.6,28,2.42,105,27,320.6,328.8,321.0
22,599.0,4468,4.2,-23.8,11,0.94,103,27,321.1,324.5,321.3
23,588.0,4619,3.2,-24.8,11,0.88,98,26,321.6,324.8,321.8
24,575.0,4800,1.2,-9.8,44,3.18,92,26,321.3,332.1,322.0
25,571.0,4856,1.0,-16.0,27,1.93,91,26,321.8,328.5,322.1
26,569.0,4884,0.6,-12.4,37,2.61,90,26,321.6,330.5,322.1
27,567.0,4912,0.8,-20.2,19,1.36,89,25,322.2,327.0,322.4
28,560.0,5012,-0.5,-10.5,47,3.09,86,25,321.8,332.3,322.4
29,557.0,5055,-0.7,-13.7,37,2.40,85,25,322.0,330.3,322.5
30,555.0,5084,-1.1,-11.1,47,2.97,84,25,321.9,332.0,322.5
31,551.0,5142,-1.1,-19.1,24,1.54,82,25,322.6,328.0,322.9
32,546.0,5214,-1.5,-20.5,22,1.38,80,24,322.9,327.8,323.2
33,542.0,5273,-1.9,-12.9,43,2.63,78,24,323.1,332.2,323.6
34,539.0,5317,-1.9,-21.9,20,1.24,76,24,323.6,328.1,323.9
35,525.0,5526,-3.4,-24.3,18,1.02,70,23,324.3,328.0,324.5
36,524.0,5541,-3.5,-24.5,18,1.01,70,23,324.3,328.0,324.5
37,506.0,5817,-5.7,-25.7,19,0.94,74,22,324.9,328.4,325.1
38,500.0,5910,-6.5,-19.5,35,1.64,75,21,325.1,330.9,325.4
39,497.0,5957,-7.1,-17.1,45,2.03,75,21,324.9,332.0,325.3
40,495.0,5988,-6.9,-15.9,49,2.25,75,21,325.5,333.4,325.9
41,494.0,6004,-6.5,-28.5,16,0.74,75,21,326.2,328.9,326.3
42,489.0,6083,-6.7,-31.7,12,0.55,76,21,326.9,329.0,327.0
43,454.0,6657,-9.9,-37.9,8,0.32,78,18,329.9,331.2,329.9
44,437.0,6950,-12.1,-25.1,33,1.15,79,16,330.7,335.0,330.9
