,pres_hpa,hght_m,temp_c,dwpt_c,relh_pct,mixr_gkg,drct_deg,sknt_knot,tht_k,the_k,thv_k
0, 1000.0 ,    91,       ,       ,       ,       ,       ,       ,       ,       ,       
1,  938.0 ,   614,   23.4,   22.6,     95,  18.80,    300,      4,  302.0,  357.8,  305.4
2,  925.0 ,   777,   22.2,   21.5,     96,  17.80,    260,     10,  302.0,  354.8,  305.2
3,  907.0 ,   948,   21.0,   20.7,     98,  17.23,    250,     23,  302.5,  353.6,  305.6
4,  895.0 ,  1064,   20.2,   20.1,     99,  16.85,    252,     24,  302.8,  352.9,  305.9
5,  873.0 ,  1279,   19.4,   18.4,     94,  15.51,    256,     24,  304.1,  350.5,  306.9
6,  870.0 ,  1309,   17.8,   15.6,     87,  12.98,    256,     25,  302.8,  341.4,  305.1
7,  867.0 ,  1339,   19.2,   18.4,     95,  15.61,    257,     25,  304.5,  351.3,  307.4
8,  856.0 ,  1448,   15.6,   12.3,     81,  10.60,    259,     25,  301.9,  333.5,  303.8
9,  850.0 ,  1508,   15.0,   11.9,     82,  10.40,    260,     25,  301.9,  332.8,  303.7
10,  838.0 ,  1629,   14.4,   10.9,     79,   9.86,    260,     27,  302.4,  331.9,  304.2
11,  834.0 ,  1669,   14.8,   12.0,     84,  10.70,    260,     27,  303.3,  335.3,  305.2
12,  824.0 ,  1772,   15.8,   14.9,     94,  13.10,    259,     26,  305.4,  344.8,  307.8
13,  814.0 ,  1875,   15.2,   10.7,     75,  10.02,    257,     26,  305.8,  336.2,  307.7
14,  806.0 ,  1959,   15.6,   13.7,     88,  12.37,    256,     25,  307.1,  344.7,  309.4
15,  763.0 ,  2425,   14.2,   11.4,     83,  11.18,    250,     21,  310.5,  345.0,  312.6
16,  762.0 ,  2436,   14.2,   11.3,     83,  11.16,    249,     21,  310.6,  345.0,  312.6
17,  740.0 ,  2685,   16.4,    7.4,     55,   8.80,    218,     16,  315.6,  343.5,  317.2
18,  700.0 ,  3155,   12.6,    5.6,     62,   8.21,    160,      6,  316.4,  342.6,  318.0
19,  699.0 ,  3167,   12.5,    5.5,     62,   8.19,    160,      6,  316.4,  342.5,  318.0
20,  638.0 ,  3921,    7.1,    2.0,     70,   6.97,    225,     10,  318.7,  341.2,  320.0
21,  591.0 ,  4553,    2.6,   -1.0,     77,   6.06,    247,     14,  320.5,  340.3,  321.6
22,  540.0 ,  5279,   -0.9,   -8.9,     55,   3.63,    272,     18,  324.7,  337.0,  325.4
23,  525.0 ,  5504,   -2.6,   -7.7,     68,   4.12,    280,     19,  325.3,  339.2,  326.1
24,  522.0 ,  5549,   -2.9,   -7.4,     71,   4.22,    278,     19,  325.4,  339.7,  326.2
25,  500.0 ,  5890,   -4.1,  -12.1,     54,   3.04,    265,     16,  328.0,  338.6,  328.6
26,  468.0 ,  6409,   -7.7,  -13.7,     62,   2.85,    215,      7,  329.8,  339.8,  330.3
27,  453.0 ,  6662,   -8.5,  -15.5,     57,   2.54,    190,      3,  331.8,  340.9,  332.4
28,  450.0 ,  6714,   -8.1,  -18.8,     42,   1.94,    185,      2,  333.0,  340.1,  333.4
29,  449.0 ,  6731,   -7.9,  -19.9,     38,   1.77,    185,      2,  333.4,  339.9,  333.8
30,  443.0 ,  6836,   -8.3,  -20.3,     37,   1.73,    185,      2,  334.2,  340.6,  334.6
31,  427.0 ,  7119,  -10.6,  -19.9,     46,   1.86,    185,      2,  334.8,  341.7,  335.2
32,  414.0 ,  7358,  -12.5,  -19.5,     56,   1.98,     81,      3,  335.3,  342.6,  335.7
33,  406.0 ,  7506,  -13.2,  -21.9,     48,   1.64,     15,      4,  336.3,  342.4,  336.7
34,  400.0 ,  7620,  -13.7,  -23.7,     43,   1.42,     20,      6,  337.1,  342.4,  337.4
35,  395.0 ,  7715,  -14.5,  -24.5,     42,   1.34,     23,      7,  337.3,  342.3,  337.5
36,  383.0 ,  7948,  -16.3,  -22.3,     60,   1.68,     29,      9,  337.9,  344.1,  338.2
37,  377.0 ,  8066,  -17.1,  -27.1,     42,   1.11,     33,     10,  338.4,  342.6,  338.6
38,  348.0 ,  8659,  -21.2,  -31.2,     40,   0.81,     50,     16,  340.6,  343.8,  340.8
39,  337.0 ,  8897,  -22.9,  -32.9,     40,   0.72,     47,     17,  341.5,  344.3,  341.6
40,  331.0 ,  9028,  -22.7,  -29.7,     53,   0.99,     45,     18,  343.5,  347.4,  343.7
41,  300.0 ,  9740,  -28.7,  -33.7,     62,   0.74,     35,     23,  344.8,  347.8,  345.0
42,  299.0 ,  9764,  -28.9,  -33.9,     63,   0.74,     35,     21,  344.8,  347.7,  345.0
43,  282.0 , 10181,  -33.1,  -36.4,     72,   0.61,     50,     23,  344.6,  347.1,  344.8
44,  269.0 , 10512,  -35.3,  -38.0,     76,   0.54,     62,     24,  346.1,  348.3,  346.2
45,  257.0 , 10830,  -37.9,  -45.9,     43,   0.24,     74,     25,  346.8,  347.9,  346.9
46,  256.0 , 10857,  -38.1,  -45.8,     44,   0.25,     75,     25,  346.9,  347.9,  346.9
47,  250.0 , 11020,  -39.5,  -45.5,     53,   0.26,     70,     29,  347.2,  348.3,  347.3
48,  239.0 , 11326,  -41.9,  -45.9,     65,   0.26,     67,     35,  348.1,  349.2,  348.1
49,  229.0 , 11613,  -43.9,  -48.3,     61,   0.21,     65,     41,  349.4,  350.3,  349.4
