,pres_hpa,hght_m,temp_c,dwpt_c,relh_pct,mixr_gkg,drct_deg,sknt_knot,tht_k,the_k,thv_k
0,1000.0,68,,,,,,,,,
1,936.0,614,22.6,22.1,97,18.26,160,4,301.4,355.4,304.7
2,925.0,745,20.2,19.6,96,15.78,215,8,300.0,346.3,302.8
3,908.0,904,19.4,18.7,96,15.19,225,12,300.7,345.5,303.5
4,850.0,1472,16.6,15.5,93,13.20,215,12,303.5,342.9,305.9
5,767.0,2339,12.8,10.2,84,10.31,185,10,308.5,340.1,310.4
6,703.0,3073,9.7,5.8,77,8.28,200,6,312.8,338.7,314.3
7,702.0,3085,9.6,5.7,77,8.25,200,6,312.8,338.7,314.4
8,700.0,3109,9.4,5.4,76,8.10,200,6,312.9,338.3,314.4
9,674.0,3421,7.5,4.1,79,7.67,180,8,314.1,338.4,315.6
10,636.0,3898,4.6,2.1,84,7.05,183,14,316.1,338.6,317.4
11,615.0,4171,3.8,0.8,81,6.66,185,17,318.2,339.7,319.5
12,587.0,4550,2.6,-0.9,78,6.15,190,16,321.1,341.3,322.3
13,582.0,4619,2.4,-1.2,77,6.06,185,15,321.6,341.6,322.8
14,536.0,5279,-2.4,-4.1,88,5.29,140,12,323.6,341.2,324.6
15,535.0,5294,-2.5,-4.2,88,5.27,141,12,323.6,341.2,324.6
16,514.0,5612,-3.1,-6.4,78,4.64,152,12,326.6,342.3,327.5
17,500.0,5830,-4.5,-7.4,80,4.41,160,12,327.5,342.5,328.4
18,451.0,6636,-9.3,-11.5,84,3.53,175,8,331.2,343.6,331.9
19,436.0,6900,-10.9,-12.9,85,3.27,174,8,332.4,344.0,333.1
20,400.0,7560,-14.7,-18.8,71,2.18,170,10,335.8,343.7,336.2
21,392.0,7713,-15.6,-20.1,68,1.99,175,8,336.6,343.9,337.0
22,385.0,7849,-16.3,-21.2,66,1.84,169,8,337.4,344.2,337.8
23,375.0,8045,-17.8,-21.4,73,1.86,160,8,338.0,344.9,338.4
24,361.0,8330,-19.9,-21.6,86,1.90,190,7,338.8,345.9,339.2
25,354.0,8475,-19.9,-24.9,64,1.44,205,7,340.7,346.2,341.0
26,341.0,8749,-22.0,-26.3,68,1.32,235,6,341.5,346.5,341.8
27,325.0,9102,-24.8,-28.1,74,1.18,295,4,342.4,347.0,342.7
28,322.0,9170,-25.3,-28.4,75,1.15,290,4,342.6,347.1,342.9
29,310.0,9444,-27.2,-31.1,69,0.92,270,4,343.6,347.3,343.8
30,300.0,9680,-28.9,-33.5,64,0.76,310,6,344.5,347.6,344.7
31,295.0,9798,-29.8,-34.5,64,0.70,315,8,344.9,347.7,345.0
32,250.0,10960,-39.1,-44.1,59,0.31,325,14,347.8,349.1,347.9
33,244.0,11125,-40.4,-45.4,59,0.27,325,16,348.2,349.4,348.3
34,242.0,11181,-40.9,-45.9,58,0.26,325,15,348.3,349.4,348.4
35,231.0,11488,-43.6,-48.8,56,0.20,325,10,348.9,349.8,349.0
36,219.0,11841,-46.7,-52.2,53,0.14,10,4,349.5,350.1,349.6
37,208.0,12181,-49.6,-55.4,50,0.10,50,4,350.1,350.5,350.1
38,200.0,12440,-51.9,-57.9,48,0.08,35,8,350.4,350.8,350.4
39,196.0,12571,-52.9,-59.5,45,0.06,30,8,350.8,351.1,350.8
40,193.0,12671,-53.7,-60.7,42,0.06,30,9,351.1,351.4,351.1
41,185.0,12937,-56.2,-62.5,45,0.05,30,12,351.4,351.6,351.4
42,161.0,13810,-64.3,-68.6,55,0.02,37,16,351.9,352.0,351.9
43,157.0,13964,-65.9,-71.9,43,0.01,38,16,351.8,351.8,351.8
44,150.0,14240,-68.3,-74.3,42,0.01,40,17,352.2,352.3,352.2
45,133.0,14949,-75.0,-79.9,47,0.01,55,17,352.5,352.6,352.5
46,131.0,15038,-75.9,-80.6,48,0.00,57,21,352.6,352.6,352.6
47,122.0,15448,-77.5,-83.5,38,0.00,69,37,356.9,356.9,356.9
48,121.0,15495,-77.8,-83.4,40,0.00,70,39,357.2,357.2,357.2
49,113.0,15884,-80.3,-82.5,70,0.00,85,41,359.6,359.6,359.6
50,101.0,16514,-82.9,-84.2,80,0.00,65,43,366.3,366.3,366.3
51,100.0,16570,-82.7,-84.0,80,0.00,65,43,367.7,367.7,367.7
52,98.3,16665,-82.9,-84.3,79,0.00,65,45,369.1,369.1,369.1
53,90.0,17172,-78.4,-82.2,55,0.01,60,51,387.4,387.4,387.4
54,81.0,17776,-73.1,-79.6,37,0.01,60,43,410.2,410.2,410.2
55,76.6,18097,-70.3,-78.3,30,0.01,78,41,422.6,422.7,422.6
56,76.0,18143,-70.3,-78.4,30,0.01,80,41,423.6,423.6,423.6
57,70.2,18613,-70.5,-79.5,26,0.01,85,43,432.9,432.9,432.9
58,70.0,18630,-70.1,-79.1,26,0.01,85,43,434.1,434.2,434.1
59,67.0,18897,-68.0,-79.9,17,0.01,80,43,444.1,444.2,444.1
60,57.6,19817,-60.7,-82.7,4,0.01,113,41,480.2,480.2,480.2
61,57.0,19882,-61.0,-83.0,4,0.01,115,41,480.9,481.0,480.9
62,51.0,20568,-64.2,-86.2,3,0.00,105,35,488.9,488.9,488.9
63,50.9,20581,-64.3,-86.3,3,0.00,105,35,489.0,489.1,489.0
64,50.0,20690,-63.5,-85.5,4,0.01,100,35,493.4,493.5,493.4
65,43.0,21620,-62.5,-85.2,3,0.01,75,39,517.6,517.7,517.6
66,32.8,23290,-60.7,-84.7,3,0.01,90,59,564.0,564.1,564.0
67,30.0,23850,-55.7,-82.7,2,0.01,95,66,592.2,592.3,592.2
68,28.3,24223,-53.9,-81.9,2,0.02,99,71,607.1,607.3,607.1
69,28.0,24291,-54.1,-82.0,2,0.02,100,72,608.4,608.5,608.4
70,27.9,24314,-54.2,-82.0,2,0.02,100,72,608.8,609.0,608.8
71,25.9,24789,-55.7,-82.7,2,0.02,97,71,617.6,617.8,617.6
72,22.7,25636,-51.9,-80.9,2,0.03,93,69,652.5,652.8,652.5
73,21.0,26151,-45.5,-79.2,1,0.04,90,68,686.5,686.9,686.5
74,20.2,26408,-42.3,-78.3,1,0.04,,,703.9,704.4,703.9
