,pres_hpa,hght_m,temp_c,dwpt_c,relh_pct,mixr_gkg,drct_deg,sknt_knot,tht_k,the_k,thv_k
0,1000.0,86,,,,,,,,,
1,938.0,614,25.2,22.5,85,18.69,330,2,303.9,359.7,307.2
2,931.0,701,23.8,20.8,83,16.92,2,2,303.1,353.5,306.1
3,925.0,776,23.8,19.3,76,15.48,30,2,303.6,349.9,306.4
4,900.0,1014,22.5,17.5,73,14.20,80,4,304.7,347.3,307.3
5,863.0,1379,20.5,14.8,70,12.40,120,4,306.3,343.8,308.6
6,850.0,1511,19.8,13.8,68,11.80,120,6,306.9,342.7,309.1
7,834.0,1675,19.0,12.0,64,10.67,116,6,307.7,340.3,309.7
8,827.0,1747,18.4,13.6,74,11.98,114,7,307.8,344.3,310.0
9,820.0,1820,18.4,10.4,60,9.75,112,7,308.6,338.5,310.4
10,792.0,2117,16.3,11.4,72,10.77,105,8,309.4,342.5,311.4
11,785.0,2193,15.8,11.6,76,11.05,106,8,309.6,343.6,311.7
12,758.0,2491,14.8,4.8,51,7.16,110,9,311.7,334.2,313.0
13,755.0,2524,14.4,7.4,63,8.63,111,9,311.6,338.5,313.2
14,700.0,3160,10.8,3.8,62,7.23,120,12,314.4,337.4,315.8
15,695.0,3220,10.5,3.3,61,7.01,125,12,314.8,337.1,316.1
16,664.0,3599,8.8,-0.2,53,5.71,115,12,316.9,335.4,318.0
17,636.0,3954,6.4,-0.6,61,5.79,105,12,318.1,336.9,319.2
18,623.0,4124,5.2,-0.8,65,5.83,107,12,318.6,337.6,319.8
19,605.0,4363,4.6,-5.4,48,4.25,110,14,320.6,334.8,321.5
20,577.0,4746,1.8,-5.4,59,4.46,115,16,321.7,336.5,322.5
21,566.0,4902,0.6,-5.4,64,4.54,110,16,322.1,337.2,323.0
22,513.0,5687,-2.9,-11.9,50,3.01,86,17,327.0,337.5,327.6
23,500.0,5890,-3.5,-19.5,28,1.64,80,17,328.7,334.6,329.0
24,498.0,5922,-3.7,-19.4,28,1.66,80,17,328.8,334.8,329.2
25,460.0,6546,-7.7,-17.7,45,2.08,92,21,331.4,338.9,331.8
26,452.0,6682,-8.3,-24.3,26,1.19,95,21,332.3,336.7,332.5
27,451.0,6699,-8.4,-24.3,27,1.19,95,21,332.3,336.8,332.6
28,408.0,7470,-14.6,-25.7,38,1.17,75,19,334.1,338.5,334.3
29,407.0,7488,-14.7,-25.7,39,1.17,75,19,334.1,338.5,334.4
30,400.0,7620,-15.5,-26.5,38,1.10,75,19,334.8,338.9,335.0
31,384.0,7927,-17.5,-34.5,21,0.54,82,18,336.1,338.2,336.2
32,349.0,8629,-22.4,-39.4,20,0.36,100,16,338.7,340.2,338.8
33,320.0,9267,-26.9,-43.9,18,0.24,109,14,341.0,342.0,341.1
34,316.0,9358,-27.4,-50.9,9,0.11,110,14,341.5,342.0,341.6
35,312.0,9449,-27.9,-57.9,4,0.05,106,13,342.1,342.3,342.1
36,300.0,9730,-29.7,-64.7,2,0.02,95,10,343.4,343.5,343.4
37,299.0,9754,-29.9,-65.0,2,0.02,95,10,343.5,343.6,343.5
38,291.0,9946,-31.3,-67.3,2,0.02,102,9,344.1,344.2,344.1
39,283.0,10141,-32.9,-62.1,4,0.03,110,8,344.6,344.7,344.6
40,268.0,10522,-36.1,-52.1,18,0.12,99,10,345.3,345.8,345.4
41,256.0,10838,-38.3,-64.3,5,0.03,90,12,346.6,346.8,346.6
42,250.0,11000,-39.9,-61.9,8,0.04,85,14,346.6,346.8,346.6
43,240.0,11272,-42.2,-62.4,9,0.04,80,17,347.2,347.4,347.2
44,209.0,12195,-50.1,-64.1,18,0.03,80,16,348.9,349.0,348.9
45,200.0,12480,-52.5,-67.5,15,0.02,80,16,349.5,349.6,349.5
46,193.0,12707,-54.2,-73.1,8,0.01,85,16,350.3,350.3,350.3
47,179.0,13188,-57.9,-84.9,2,0.00,85,22,351.9,351.9,351.9
48,150.0,14280,-66.1,-84.1,6,0.00,85,37,356.0,356.0,356.0
49,134.0,14953,-71.9,-83.9,15,0.00,83,42,357.4,357.4,357.4
50,108.0,16201,-78.7,-86.7,26,0.00,80,52,367.3,367.3,367.3
51,101.0,16583,-77.7,-85.7,27,0.00,76,46,376.3,376.3,376.3
52,100.0,16640,-77.7,-85.7,27,0.00,75,45,377.4,377.4,377.4
53,70.0,18720,-70.9,-86.9,8,0.00,,,432.4,432.4,432.4
