,pres_hpa,hght_m,temp_c,dwpt_c,relh_pct,mixr_gkg,drct_deg,sknt_knot,tht_k,the_k,thv_k
0, 1000.0 ,    65,       ,       ,       ,       ,       ,       ,       ,       ,       
1,  936.0 ,   614,   22.6,   22.3,     98,  18.49,    270,      6,  301.4,  356.1,  304.7
2,  925.0 ,   744,   21.0,   19.0,     88,  15.19,    265,     25,  300.8,  345.6,  303.5
3,  918.0 ,   810,   21.0,   18.1,     83,  14.45,    260,     31,  301.4,  344.2,  304.0
4,  908.0 ,   905,   21.0,   16.8,     77,  13.43,    258,     33,  302.4,  342.3,  304.8
5,  887.0 ,  1107,   19.6,   15.8,     79,  12.93,    255,     37,  303.0,  341.6,  305.4
6,  850.0 ,  1474,   17.2,   14.1,     82,  12.04,    255,     33,  304.1,  340.3,  306.4
7,  811.0 ,  1874,   14.2,   13.1,     93,  11.82,    261,     29,  305.1,  340.7,  307.2
8,  750.0 ,  2535,   12.8,   10.4,     85,  10.65,    270,     21,  310.5,  343.3,  312.5
9,  740.0 ,  2648,   12.6,    9.9,     84,  10.45,    269,     22,  311.4,  343.8,  313.4
10,  701.0 ,  3104,   12.6,    5.6,     62,   8.20,    265,     25,  316.3,  342.4,  317.8
11,  700.0 ,  3116,   12.6,    5.6,     62,   8.21,    265,     25,  316.4,  342.6,  318.0
12,  666.0 ,  3529,    9.7,    3.8,     67,   7.60,    265,     31,  317.7,  342.1,  319.1
13,  625.0 ,  4057,    6.0,    1.5,     73,   6.87,    272,     25,  319.3,  341.5,  320.6
14,  557.0 ,  4992,    1.2,   -4.8,     64,   4.83,    285,     15,  324.3,  340.5,  325.2
15,  534.0 ,  5327,   -1.6,   -5.7,     73,   4.71,    290,     12,  324.9,  340.7,  325.8
16,  500.0 ,  5850,   -5.9,   -7.1,     91,   4.52,    290,     16,  325.8,  341.1,  326.7
17,  497.0 ,  5897,   -6.3,   -7.3,     93,   4.47,    289,     16,  325.9,  341.0,  326.7
18,  476.0 ,  6235,   -8.1,  -14.1,     62,   2.71,    285,     19,  327.7,  337.2,  328.2
