,pres_hpa,hght_m,temp_c,dwpt_c,relh_pct,mixr_gkg,drct_deg,sknt_knot,tht_k,the_k,thv_k
0,1000.0,87,,,,,,,,,
1,938.0,614,23.2,22.2,94,18.34,330,4,301.8,356.2,305.1
2,929.0,724,23.0,20.6,86,16.74,320,4,302.4,352.2,305.5
3,925.0,773,22.8,19.1,80,15.29,315,4,302.6,348.1,305.4
4,898.0,1030,21.6,17.1,76,13.86,295,6,304.0,345.4,306.5
5,861.0,1395,19.9,14.3,70,12.01,320,2,305.9,342.2,308.1
6,850.0,1506,19.4,13.4,68,11.49,340,2,306.4,341.3,308.6
7,824.0,1773,18.1,10.1,60,9.52,65,2,307.8,336.9,309.5
8,823.0,1784,18.0,10.0,60,9.45,65,2,307.8,336.8,309.6
9,795.0,2079,15.8,7.8,59,8.42,51,2,308.5,334.5,310.1
10,787.0,2165,15.0,10.6,75,10.30,47,1,308.6,340.1,310.5
11,766.0,2394,14.2,4.2,51,6.79,36,1,310.1,331.4,311.4
12,757.0,2494,13.4,9.8,79,10.15,31,1,310.3,341.6,312.2
13,744.0,2640,13.2,3.2,51,6.52,24,1,311.6,332.1,312.8
14,737.0,2720,12.6,7.6,72,8.96,21,1,311.8,339.7,313.5
15,721.0,2904,11.2,8.9,86,10.02,12,0,312.2,343.4,314.1
16,713.0,2997,11.8,-2.2,38,4.59,7,0,313.9,328.7,314.7
17,704.0,3103,11.2,2.2,54,6.41,2,0,314.3,334.8,315.6
18,701.0,3139,11.4,-1.6,40,4.88,1,0,314.9,330.7,315.9
19,700.0,3151,11.4,-0.6,43,5.26,0,0,315.1,332.1,316.1
20,672.0,3491,10.2,-3.8,37,4.32,352,2,317.4,331.6,318.3
21,647.0,3804,8.1,-4.3,41,4.31,345,4,318.5,332.8,319.4
22,625.0,4089,6.2,-4.8,45,4.31,322,4,319.5,333.8,320.3
23,609.0,4301,5.4,-12.6,26,2.40,305,4,320.9,329.2,321.4
24,588.0,4586,3.0,-8.0,44,3.58,282,4,321.4,333.4,322.1
25,586.0,4614,2.8,-8.9,42,3.35,280,4,321.5,332.8,322.2
26,574.0,4781,1.8,-14.2,29,2.23,299,4,322.2,329.9,322.6
27,563.0,4936,0.2,-7.8,55,3.80,317,4,322.1,334.9,322.9
28,558.0,5008,0.2,-10.8,43,3.02,325,4,322.9,333.3,323.5
29,551.0,5109,-0.7,-9.7,51,3.34,314,4,323.0,334.4,323.7
30,545.0,5196,-0.1,-18.1,24,1.70,304,3,324.8,330.8,325.1
31,530.0,5418,-1.7,-11.7,46,2.96,279,3,325.4,335.7,326.0
32,525.0,5494,-1.7,-23.7,17,1.08,270,3,326.3,330.3,326.5
33,518.0,5600,-2.5,-18.5,28,1.73,258,2,326.6,332.8,326.9
34,509.0,5739,-2.7,-24.7,17,1.02,242,2,328.0,331.8,328.2
35,505.0,5801,-3.1,-25.1,16,0.99,235,2,328.2,331.9,328.4
36,500.0,5880,-3.7,-25.7,16,0.95,255,4,328.5,332.0,328.6
37,480.0,6200,-5.8,-25.4,20,1.02,285,6,329.8,333.6,330.0
38,454.0,6636,-8.6,-24.9,25,1.12,5,6,331.6,335.7,331.8
39,451.0,6688,-8.9,-24.9,26,1.13,14,6,331.8,336.0,332.0
40,441.0,6861,-10.1,-14.1,73,2.93,44,5,332.4,342.8,333.0
41,435.0,6967,-10.7,-17.7,56,2.20,62,5,332.9,340.8,333.4
42,430.0,7056,-10.9,-27.9,23,0.90,78,5,333.8,337.2,333.9
43,426.0,7128,-11.3,-26.3,28,1.05,90,5,334.1,338.1,334.4
44,420.0,7237,-11.3,-40.3,7,0.27,110,5,335.5,336.6,335.6
45,400.0,7610,-13.5,-37.5,11,0.38,175,4,337.4,338.9,337.4
46,368.0,8240,-16.9,-38.9,13,0.36,210,5,341.0,342.4,341.0
47,300.0,9740,-28.1,-50.1,10,0.13,295,8,345.7,346.2,345.7
48,259.0,10776,-36.3,-53.3,16,0.10,44,5,348.4,348.9,348.4
49,250.0,11020,-38.5,-51.5,24,0.13,70,4,348.7,349.3,348.7
50,242.0,11243,-40.5,-49.5,37,0.17,72,4,348.9,349.7,349.0
51,213.0,12098,-48.1,-61.1,21,0.05,81,7,350.1,350.3,350.1
52,200.0,12510,-51.7,-61.7,29,0.05,85,8,350.7,351.0,350.8
53,179.0,13220,-58.1,-63.0,53,0.04,99,10,351.6,351.8,351.6
54,150.0,14310,-67.3,-73.3,42,0.01,120,14,354.0,354.0,354.0
55,125.0,15380,-76.7,-80.9,51,0.00,112,13,355.9,355.9,355.9
56,107.0,16260,-81.9,-83.2,81,0.00,105,12,362.2,362.2,362.2
57,101.0,16584,-79.5,-82.6,60,0.00,101,20,372.8,372.8,372.8
58,100.0,16640,-79.7,-82.6,62,0.00,100,21,373.5,373.5,373.5
59,99.0,16697,-79.5,-82.5,62,0.00,100,23,374.9,374.9,374.9
60,86.6,17460,-77.5,-80.4,63,0.01,81,20,393.6,393.6,393.6
61,83.0,17701,-79.0,-81.3,69,0.01,75,19,395.4,395.5,395.4
62,79.3,17960,-80.5,-82.2,76,0.01,75,28,397.4,397.5,397.4
63,78.0,18056,-79.4,-81.6,69,0.01,75,31,401.7,401.7,401.7
64,74.0,18359,-75.7,-79.8,53,0.01,100,41,415.4,415.5,415.4
65,70.0,18680,-71.9,-77.9,40,0.01,105,39,430.2,430.3,430.2
