,recorded_time,pm25,pm10,station,is_published
2,2017-01-01 02:00:00,321.79,254.11,6,1
3,2017-01-01 03:00:00,294.69,234.69,6,1
4,2017-01-01 04:00:00,179.18,120.19,6,1
5,2017-01-01 05:00:00,340.24,271.45,6,1
6,2017-01-01 06:00:00,112.18,153.27,6,1
7,2017-01-01 07:00:00,,61.58,6,1
8,2017-01-01 08:00:00,15.0,35.69,6,1
9,2017-01-01 09:00:00,12.39,25.02,6,1
10,2017-01-01 10:00:00,2.4,23.87,6,1
11,2017-01-01 11:00:00,14.02,22.88,6,1
12,2017-01-01 12:00:00,,15.48,6,1
13,2017-01-01 13:00:00,6.83,16.31,6,1
14,2017-01-01 14:00:00,10.89,22.33,6,1
15,2017-01-01 15:00:00,8.24,15.2,6,1
16,2017-01-01 16:00:00,13.77,19.15,6,1
17,2017-01-01 17:00:00,7.68,20.99,6,1
18,2017-01-01 18:00:00,11.96,22.53,6,1
19,2017-01-01 19:00:00,7.85,24.04,6,1
20,2017-01-01 20:00:00,1.24,7.99,6,1
21,2017-01-01 21:00:00,9.95,17.58,6,1
22,2017-01-01 22:00:00,3.91,22.38,6,1
23,2017-01-01 23:00:00,6.53,11.73,6,1
24,2017-02-01 00:00:00,13.64,29.23,6,1
25,2017-02-01 01:00:00,17.13,24.87,6,1
26,2017-02-01 02:00:00,19.06,17.17,6,1
27,2017-02-01 03:00:00,22.28,20.36,6,1
28,2017-02-01 04:00:00,22.89,21.57,6,1
29,2017-02-01 05:00:00,32.51,43.49,6,1
30,2017-02-01 06:00:00,50.36,41.49,6,1
31,2017-02-01 07:00:00,9.01,30.18,6,1
32,2017-02-01 08:00:00,13.51,34.47,6,1
33,2017-02-01 09:00:00,28.23,33.89,6,1
34,2017-02-01 10:00:00,32.07,48.12,6,1
35,2017-02-01 11:00:00,11.34,31.65,6,1
36,2017-02-01 12:00:00,15.7,23.61,6,1
130,2017-06-01 10:00:00,17.07,,6,1
131,2017-06-01 11:00:00,3.97,,6,1
132,2017-06-01 12:00:00,5.66,,6,1
134,2017-06-01 14:00:00,13.3,,6,1
135,2017-06-01 15:00:00,7.24,,6,1
136,2017-06-01 16:00:00,17.91,,6,1
137,2017-06-01 17:00:00,9.15,,6,1
138,2017-06-01 18:00:00,18.24,,6,1
139,2017-06-01 19:00:00,10.66,,6,1
140,2017-06-01 20:00:00,8.27,,6,1
141,2017-06-01 21:00:00,6.5,,6,1
227,2017-10-01 11:00:00,70.03,,6,1
228,2017-10-01 12:00:00,87.37,211.71,6,1
229,2017-10-01 13:00:00,120.23,105.86,6,1
230,2017-10-01 14:00:00,21.22,33.5,6,1
231,2017-10-01 15:00:00,17.43,15.1,6,1
232,2017-10-01 16:00:00,11.4,18.89,6,1
233,2017-10-01 17:00:00,6.81,19.61,6,1
234,2017-10-01 18:00:00,12.73,22.36,6,1
235,2017-10-01 19:00:00,1.1,,6,1
236,2017-10-01 20:00:00,,10.31,6,1
237,2017-10-01 21:00:00,,5.03,6,1
238,2017-10-01 22:00:00,4.03,13.85,6,1
240,2017-11-01 00:00:00,,4.95,6,1
241,2017-11-01 01:00:00,13.53,34.64,6,1
242,2017-11-01 02:00:00,5.6,11.62,6,1
243,2017-11-01 03:00:00,9.46,9.53,6,1
244,2017-11-01 04:00:00,36.17,33.1,6,1
245,2017-11-01 05:00:00,61.36,60.23,6,1
246,2017-11-01 06:00:00,42.59,60.0,6,1
247,2017-11-01 07:00:00,37.44,45.06,6,1
248,2017-11-01 08:00:00,27.8,40.75,6,1
249,2017-11-01 09:00:00,10.44,24.54,6,1
250,2017-11-01 10:00:00,24.03,28.5,6,1
251,2017-11-01 11:00:00,0.59,8.33,6,1
252,2017-11-01 12:00:00,0.89,,6,1
253,2017-11-01 13:00:00,24.59,,6,1
256,2017-11-01 16:00:00,9.86,,6,1
257,2017-11-01 17:00:00,48.5,,6,1
258,2017-11-01 18:00:00,31.47,,6,1
259,2017-11-01 19:00:00,25.08,,6,1
260,2017-11-01 20:00:00,6.44,,6,1
261,2017-11-01 21:00:00,8.08,,6,1
262,2017-11-01 22:00:00,12.55,,6,1
263,2017-11-01 23:00:00,39.06,,6,1
264,2017-12-01 00:00:00,43.21,,6,1
265,2017-12-01 01:00:00,69.62,,6,1
266,2017-12-01 02:00:00,47.28,,6,1
267,2017-12-01 03:00:00,61.97,,6,1
268,2017-12-01 04:00:00,38.31,,6,1
269,2017-12-01 05:00:00,2.9,,6,1
271,2017-12-01 07:00:00,44.4,,6,1
273,2017-12-01 09:00:00,17.75,,6,1
275,2017-12-01 11:00:00,23.73,,6,1
277,2017-12-01 13:00:00,1.54,,6,1
278,2017-12-01 14:00:00,19.71,,6,1
280,2017-12-01 16:00:00,13.8,,6,1
281,2017-12-01 17:00:00,39.07,,6,1
282,2017-12-01 18:00:00,20.39,,6,1
283,2017-12-01 19:00:00,16.23,,6,1
284,2017-12-01 20:00:00,6.57,,6,1
285,2017-12-01 21:00:00,14.17,,6,1
286,2017-12-01 22:00:00,11.39,,6,1
287,2017-12-01 23:00:00,30.77,,6,1
288,2017-01-13 00:00:00,1.93,,6,1
289,2017-01-13 01:00:00,25.89,,6,1
290,2017-01-13 02:00:00,20.01,,6,1
291,2017-01-13 03:00:00,17.94,,6,1
292,2017-01-13 04:00:00,39.68,,6,1
293,2017-01-13 05:00:00,71.59,,6,1
294,2017-01-13 06:00:00,115.46,,6,1
295,2017-01-13 07:00:00,190.19,,6,1
297,2017-01-13 09:00:00,7.16,,6,1
298,2017-01-13 10:00:00,25.65,,6,1
299,2017-01-13 11:00:00,13.69,,6,1
301,2017-01-13 13:00:00,3.66,,6,1
302,2017-01-13 14:00:00,12.43,,6,1
303,2017-01-13 15:00:00,20.37,,6,1
304,2017-01-13 16:00:00,18.84,,6,1
305,2017-01-13 17:00:00,23.55,,6,1
306,2017-01-13 18:00:00,15.98,,6,1
307,2017-01-13 19:00:00,15.17,,6,1
308,2017-01-13 20:00:00,25.4,,6,1
309,2017-01-13 21:00:00,18.13,,6,1
310,2017-01-13 22:00:00,12.41,,6,1
311,2017-01-13 23:00:00,21.95,,6,1
312,2017-01-14 00:00:00,8.29,,6,1
313,2017-01-14 01:00:00,14.27,,6,1
314,2017-01-14 02:00:00,43.9,,6,1
315,2017-01-14 03:00:00,10.06,,6,1
316,2017-01-14 04:00:00,24.89,,6,1
317,2017-01-14 05:00:00,40.25,,6,1
318,2017-01-14 06:00:00,58.52,,6,1
319,2017-01-14 07:00:00,54.96,,6,1
320,2017-01-14 08:00:00,7.8,,6,1
321,2017-01-14 09:00:00,44.39,,6,1
322,2017-01-14 10:00:00,49.51,,6,1
325,2017-01-14 13:00:00,25.62,,6,1
326,2017-01-14 14:00:00,11.55,,6,1
327,2017-01-14 15:00:00,16.21,,6,1
328,2017-01-14 16:00:00,34.78,,6,1
329,2017-01-14 17:00:00,23.15,,6,1
330,2017-01-14 18:00:00,26.01,,6,1
331,2017-01-14 19:00:00,9.9,,6,1
332,2017-01-14 20:00:00,2.81,,6,1
333,2017-01-14 21:00:00,6.9,,6,1
334,2017-01-14 22:00:00,11.23,,6,1
337,2017-01-15 01:00:00,3.74,,6,1
338,2017-01-15 02:00:00,11.93,,6,1
339,2017-01-15 03:00:00,17.14,,6,1
340,2017-01-15 04:00:00,11.36,,6,1
341,2017-01-15 05:00:00,2.71,,6,1
342,2017-01-15 06:00:00,36.9,,6,1
343,2017-01-15 07:00:00,30.92,,6,1
345,2017-01-15 09:00:00,40.39,,6,1
346,2017-01-15 10:00:00,8.46,,6,1
347,2017-01-15 11:00:00,37.51,,6,1
348,2017-01-15 12:00:00,32.19,,6,1
349,2017-01-15 13:00:00,18.58,,6,1
350,2017-01-15 14:00:00,30.77,,6,1
351,2017-01-15 15:00:00,23.67,,6,1
352,2017-01-15 16:00:00,35.51,,6,1
353,2017-01-15 17:00:00,48.21,,6,1
354,2017-01-15 18:00:00,41.56,,6,1
355,2017-01-15 19:00:00,2.98,,6,1
356,2017-01-15 20:00:00,17.53,,6,1
357,2017-01-15 21:00:00,15.41,,6,1
358,2017-01-15 22:00:00,21.91,,6,1
359,2017-01-15 23:00:00,19.58,,6,1
360,2017-01-16 00:00:00,22.05,,6,1
361,2017-01-16 01:00:00,18.62,,6,1
362,2017-01-16 02:00:00,8.0,,6,1
363,2017-01-16 03:00:00,4.42,,6,1
364,2017-01-16 04:00:00,9.74,,6,1
365,2017-01-16 05:00:00,2.2,,6,1
366,2017-01-16 06:00:00,4.83,,6,1
369,2017-01-16 09:00:00,28.94,,6,1
370,2017-01-16 10:00:00,8.97,,6,1
371,2017-01-16 11:00:00,10.33,,6,1
373,2017-01-16 13:00:00,13.67,,6,1
375,2017-01-16 15:00:00,29.96,,6,1
376,2017-01-16 16:00:00,7.55,,6,1
377,2017-01-16 17:00:00,10.76,,6,1
378,2017-01-16 18:00:00,12.09,,6,1
379,2017-01-16 19:00:00,10.29,,6,1
380,2017-01-16 20:00:00,9.62,,6,1
381,2017-01-16 21:00:00,6.67,,6,1
382,2017-01-16 22:00:00,9.81,,6,1
384,2017-01-17 00:00:00,3.71,,6,1
385,2017-01-17 01:00:00,1.17,,6,1
386,2017-01-17 02:00:00,7.7,,6,1
387,2017-01-17 03:00:00,2.73,,6,1
388,2017-01-17 04:00:00,0.66,,6,1
389,2017-01-17 05:00:00,5.75,,6,1
390,2017-01-17 06:00:00,4.46,,6,1
393,2017-01-17 09:00:00,27.29,,6,1
394,2017-01-17 10:00:00,11.64,,6,1
395,2017-01-17 11:00:00,15.38,,6,1
396,2017-01-17 12:00:00,10.1,,6,1
397,2017-01-17 13:00:00,15.65,,6,1
398,2017-01-17 14:00:00,20.86,,6,1
591,2017-01-25 15:00:00,9.29,,6,1
592,2017-01-25 16:00:00,53.92,53.2,6,1
593,2017-01-25 17:00:00,6.77,30.28,6,1
594,2017-01-25 18:00:00,14.5,36.3,6,1
595,2017-01-25 19:00:00,7.37,25.73,6,1
596,2017-01-25 20:00:00,31.89,24.68,6,1
597,2017-01-25 21:00:00,,16.76,6,1
598,2017-01-25 22:00:00,4.89,30.01,6,1
599,2017-01-25 23:00:00,0.98,28.11,6,1
600,2017-01-26 00:00:00,0.85,10.44,6,1
601,2017-01-26 01:00:00,21.31,27.7,6,1
602,2017-01-26 02:00:00,25.41,40.41,6,1
603,2017-01-26 03:00:00,41.99,43.06,6,1
604,2017-01-26 04:00:00,43.66,57.83,6,1
605,2017-01-26 05:00:00,25.4,39.78,6,1
606,2017-01-26 06:00:00,19.05,10.31,6,1
607,2017-01-26 07:00:00,,6.15,6,1
608,2017-01-26 08:00:00,29.87,62.94,6,1
609,2017-01-26 09:00:00,40.93,49.44,6,1
610,2017-01-26 10:00:00,10.02,32.63,6,1
611,2017-01-26 11:00:00,25.11,24.16,6,1
612,2017-01-26 12:00:00,11.86,27.55,6,1
613,2017-01-26 13:00:00,3.49,1.93,6,1
614,2017-01-26 14:00:00,17.4,,6,1
615,2017-01-26 15:00:00,0.41,14.68,6,1
616,2017-01-26 16:00:00,7.31,,6,1
617,2017-01-26 17:00:00,9.83,,6,1
618,2017-01-26 18:00:00,15.56,,6,1
619,2017-01-26 19:00:00,6.43,,6,1
620,2017-01-26 20:00:00,8.05,,6,1
621,2017-01-26 21:00:00,5.69,,6,1
622,2017-01-26 22:00:00,7.26,,6,1
623,2017-01-26 23:00:00,1.79,,6,1
624,2017-01-27 00:00:00,1.87,,6,1
625,2017-01-27 01:00:00,11.06,,6,1
626,2017-01-27 02:00:00,6.04,,6,1
628,2017-01-27 04:00:00,3.94,,6,1
629,2017-01-27 05:00:00,9.8,,6,1
630,2017-01-27 06:00:00,16.25,,6,1
631,2017-01-27 07:00:00,20.61,,6,1
632,2017-01-27 08:00:00,32.09,,6,1
633,2017-01-27 09:00:00,20.24,,6,1
635,2017-01-27 11:00:00,25.64,,6,1
636,2017-01-27 12:00:00,13.0,,6,1
734,2017-01-31 14:00:00,16.21,,6,1
735,2017-01-31 15:00:00,12.29,,6,1
737,2017-01-31 17:00:00,8.94,,6,1
738,2017-01-31 18:00:00,16.61,,6,1
739,2017-01-31 19:00:00,8.72,,6,1
740,2017-01-31 20:00:00,4.75,,6,1
741,2017-01-31 21:00:00,16.36,,6,1
743,2017-01-31 23:00:00,8.89,,6,1
744,2017-01-02 00:00:00,19.41,,6,1
745,2017-01-02 01:00:00,1.85,,6,1
746,2017-01-02 02:00:00,54.8,,6,1
747,2017-01-02 03:00:00,39.89,,6,1
748,2017-01-02 04:00:00,34.68,,6,1
749,2017-01-02 05:00:00,48.62,,6,1
750,2017-01-02 06:00:00,55.27,,6,1
752,2017-01-02 08:00:00,36.75,,6,1
755,2017-01-02 11:00:00,3.91,,6,1
756,2017-01-02 12:00:00,37.03,,6,1
758,2017-01-02 14:00:00,8.8,33.58,6,1
759,2017-01-02 15:00:00,17.68,32.64,6,1
760,2017-01-02 16:00:00,9.61,30.25,6,1
761,2017-01-02 17:00:00,43.57,40.7,6,1
762,2017-01-02 18:00:00,7.23,12.43,6,1
763,2017-01-02 19:00:00,10.2,14.49,6,1
764,2017-01-02 20:00:00,5.67,8.42,6,1
765,2017-01-02 21:00:00,14.64,25.92,6,1
766,2017-01-02 22:00:00,7.69,11.93,6,1
767,2017-01-02 23:00:00,2.37,20.88,6,1
768,2017-02-02 00:00:00,,14.68,6,1
769,2017-02-02 01:00:00,2.69,13.76,6,1
771,2017-02-02 03:00:00,16.77,12.76,6,1
772,2017-02-02 04:00:00,3.35,,6,1
773,2017-02-02 05:00:00,,5.48,6,1
774,2017-02-02 06:00:00,,7.15,6,1
775,2017-02-02 07:00:00,,8.82,6,1
776,2017-02-02 08:00:00,,21.0,6,1
777,2017-02-02 09:00:00,14.99,,6,1
778,2017-02-02 10:00:00,23.65,31.73,6,1
779,2017-02-02 11:00:00,,2.25,6,1
780,2017-02-02 12:00:00,43.46,,6,1
783,2017-02-02 15:00:00,14.15,,6,1
784,2017-02-02 16:00:00,26.84,,6,1
785,2017-02-02 17:00:00,11.68,,6,1
786,2017-02-02 18:00:00,25.97,,6,1
787,2017-02-02 19:00:00,11.28,,6,1
788,2017-02-02 20:00:00,22.06,,6,1
789,2017-02-02 21:00:00,34.19,,6,1
791,2017-02-02 23:00:00,12.07,,6,1
792,2017-03-02 00:00:00,24.87,,6,1
793,2017-03-02 01:00:00,24.3,,6,1
794,2017-03-02 02:00:00,38.04,,6,1
795,2017-03-02 03:00:00,10.11,,6,1
796,2017-03-02 04:00:00,19.34,,6,1
799,2017-03-02 07:00:00,0.75,,6,1
801,2017-03-02 09:00:00,16.11,,6,1
802,2017-03-02 10:00:00,9.18,,6,1
803,2017-03-02 11:00:00,45.18,,6,1
804,2017-03-02 12:00:00,41.27,,6,1
805,2017-03-02 13:00:00,23.69,,6,1
807,2017-03-02 15:00:00,19.12,,6,1
808,2017-03-02 16:00:00,8.22,,6,1
809,2017-03-02 17:00:00,21.03,,6,1
810,2017-03-02 18:00:00,11.65,,6,1
811,2017-03-02 19:00:00,21.71,,6,1
812,2017-03-02 20:00:00,16.89,,6,1
813,2017-03-02 21:00:00,10.79,,6,1
814,2017-03-02 22:00:00,12.51,,6,1
815,2017-03-02 23:00:00,17.34,,6,1
816,2017-04-02 00:00:00,6.76,,6,1
817,2017-04-02 01:00:00,7.34,,6,1
818,2017-04-02 02:00:00,14.21,,6,1
819,2017-04-02 03:00:00,11.09,,6,1
820,2017-04-02 04:00:00,12.77,,6,1
821,2017-04-02 05:00:00,8.88,,6,1
822,2017-04-02 06:00:00,14.15,,6,1
824,2017-04-02 08:00:00,0.7,,6,1
825,2017-04-02 09:00:00,8.01,,6,1
826,2017-04-02 10:00:00,11.18,,6,1
827,2017-04-02 11:00:00,22.06,,6,1
828,2017-04-02 12:00:00,17.67,,6,1
829,2017-04-02 13:00:00,14.29,,6,1
830,2017-04-02 14:00:00,7.0,,6,1
831,2017-04-02 15:00:00,8.32,,6,1
832,2017-04-02 16:00:00,9.23,,6,1
833,2017-04-02 17:00:00,13.53,,6,1
834,2017-04-02 18:00:00,36.41,,6,1
835,2017-04-02 19:00:00,22.74,,6,1
836,2017-04-02 20:00:00,12.05,,6,1
837,2017-04-02 21:00:00,23.74,,6,1
838,2017-04-02 22:00:00,8.76,,6,1
839,2017-04-02 23:00:00,5.22,,6,1
844,2017-05-02 04:00:00,20.19,,6,1
845,2017-05-02 05:00:00,31.1,,6,1
846,2017-05-02 06:00:00,34.32,,6,1
847,2017-05-02 07:00:00,16.67,,6,1
849,2017-05-02 09:00:00,4.25,,6,1
850,2017-05-02 10:00:00,19.76,,6,1
851,2017-05-02 11:00:00,17.32,,6,1
852,2017-05-02 12:00:00,8.63,,6,1
853,2017-05-02 13:00:00,10.4,,6,1
854,2017-05-02 14:00:00,14.19,,6,1
855,2017-05-02 15:00:00,18.18,,6,1
856,2017-05-02 16:00:00,12.95,,6,1
857,2017-05-02 17:00:00,24.48,,6,1
858,2017-05-02 18:00:00,9.81,,6,1
859,2017-05-02 19:00:00,9.67,,6,1
860,2017-05-02 20:00:00,15.78,,6,1
861,2017-05-02 21:00:00,7.93,,6,1
862,2017-05-02 22:00:00,12.12,,6,1
863,2017-05-02 23:00:00,14.44,,6,1
864,2017-06-02 00:00:00,8.46,,6,1
865,2017-06-02 01:00:00,17.89,,6,1
866,2017-06-02 02:00:00,22.18,,6,1
867,2017-06-02 03:00:00,17.35,,6,1
868,2017-06-02 04:00:00,31.77,,6,1
869,2017-06-02 05:00:00,23.26,,6,1
870,2017-06-02 06:00:00,56.33,,6,1
871,2017-06-02 07:00:00,27.85,,6,1
872,2017-06-02 08:00:00,0.42,,6,1
873,2017-06-02 09:00:00,6.42,,6,1
874,2017-06-02 10:00:00,46.49,,6,1
875,2017-06-02 11:00:00,22.59,,6,1
876,2017-06-02 12:00:00,18.19,,6,1
878,2017-06-02 14:00:00,21.87,,6,1
879,2017-06-02 15:00:00,2.65,,6,1
880,2017-06-02 16:00:00,6.26,,6,1
881,2017-06-02 17:00:00,22.01,,6,1
882,2017-06-02 18:00:00,11.93,,6,1
883,2017-06-02 19:00:00,11.7,,6,1
884,2017-06-02 20:00:00,7.67,,6,1
885,2017-06-02 21:00:00,16.08,,6,1
886,2017-06-02 22:00:00,6.68,,6,1
887,2017-06-02 23:00:00,15.24,,6,1
888,2017-07-02 00:00:00,3.17,,6,1
889,2017-07-02 01:00:00,9.72,,6,1
890,2017-07-02 02:00:00,1.65,,6,1
891,2017-07-02 03:00:00,16.94,,6,1
892,2017-07-02 04:00:00,15.2,,6,1
893,2017-07-02 05:00:00,12.56,,6,1
894,2017-07-02 06:00:00,55.71,,6,1
895,2017-07-02 07:00:00,15.29,,6,1
897,2017-07-02 09:00:00,11.95,,6,1
898,2017-07-02 10:00:00,19.39,,6,1
899,2017-07-02 11:00:00,18.4,,6,1
900,2017-07-02 12:00:00,17.57,,6,1
901,2017-07-02 13:00:00,0.95,14.33,6,1
902,2017-07-02 14:00:00,7.64,32.78,6,1
903,2017-07-02 15:00:00,16.5,40.08,6,1
904,2017-07-02 16:00:00,16.59,25.65,6,1
905,2017-07-02 17:00:00,15.68,21.43,6,1
906,2017-07-02 18:00:00,14.79,27.62,6,1
907,2017-07-02 19:00:00,29.27,32.2,6,1
908,2017-07-02 20:00:00,11.76,5.58,6,1
909,2017-07-02 21:00:00,17.75,14.48,6,1
910,2017-07-02 22:00:00,16.82,22.7,6,1
911,2017-07-02 23:00:00,17.75,16.15,6,1
912,2017-08-02 00:00:00,12.02,16.44,6,1
913,2017-08-02 01:00:00,17.6,20.53,6,1
914,2017-08-02 02:00:00,6.66,17.76,6,1
915,2017-08-02 03:00:00,20.29,8.43,6,1
916,2017-08-02 04:00:00,17.02,7.72,6,1
917,2017-08-02 05:00:00,26.19,36.29,6,1
918,2017-08-02 06:00:00,35.49,45.01,6,1
919,2017-08-02 07:00:00,4.86,10.69,6,1
920,2017-08-02 08:00:00,,24.37,6,1
921,2017-08-02 09:00:00,13.29,14.41,6,1
922,2017-08-02 10:00:00,75.71,73.62,6,1
923,2017-08-02 11:00:00,34.11,8.44,6,1
924,2017-08-02 12:00:00,42.76,,6,1
925,2017-08-02 13:00:00,44.49,,6,1
926,2017-08-02 14:00:00,31.04,,6,1
927,2017-08-02 15:00:00,42.82,,6,1
928,2017-08-02 16:00:00,28.09,,6,1
929,2017-08-02 17:00:00,38.39,,6,1
930,2017-08-02 18:00:00,22.51,,6,1
931,2017-08-02 19:00:00,18.02,,6,1
932,2017-08-02 20:00:00,8.43,,6,1
933,2017-08-02 21:00:00,33.42,,6,1
934,2017-08-02 22:00:00,11.85,,6,1
935,2017-08-02 23:00:00,15.94,,6,1
936,2017-09-02 00:00:00,19.24,,6,1
937,2017-09-02 01:00:00,40.59,,6,1
938,2017-09-02 02:00:00,39.25,,6,1
939,2017-09-02 03:00:00,29.11,,6,1
940,2017-09-02 04:00:00,49.6,,6,1
941,2017-09-02 05:00:00,67.5,,6,1
942,2017-09-02 06:00:00,95.42,,6,1
944,2017-09-02 08:00:00,19.56,,6,1
945,2017-09-02 09:00:00,64.1,,6,1
946,2017-09-02 10:00:00,24.53,,6,1
947,2017-09-02 11:00:00,35.48,,6,1
948,2017-09-02 12:00:00,46.59,,6,1
949,2017-09-02 13:00:00,44.95,,6,1
950,2017-09-02 14:00:00,1.76,,6,1
951,2017-09-02 15:00:00,42.15,,6,1
952,2017-09-02 16:00:00,24.0,,6,1
953,2017-09-02 17:00:00,25.4,,6,1
954,2017-09-02 18:00:00,12.78,,6,1
955,2017-09-02 19:00:00,26.56,,6,1
956,2017-09-02 20:00:00,6.78,,6,1
957,2017-09-02 21:00:00,6.03,,6,1
958,2017-09-02 22:00:00,7.25,,6,1
960,2017-10-02 00:00:00,3.2,,6,1
961,2017-10-02 01:00:00,1.65,,6,1
963,2017-10-02 03:00:00,12.33,,6,1
964,2017-10-02 04:00:00,1.6,,6,1
965,2017-10-02 05:00:00,1.83,,6,1
966,2017-10-02 06:00:00,4.51,,6,1
967,2017-10-02 07:00:00,8.97,,6,1
969,2017-10-02 09:00:00,6.21,,6,1
970,2017-10-02 10:00:00,25.99,,6,1
971,2017-10-02 11:00:00,29.14,,6,1
972,2017-10-02 12:00:00,10.55,,6,1
973,2017-10-02 13:00:00,12.88,,6,1
974,2017-10-02 14:00:00,17.14,,6,1
975,2017-10-02 15:00:00,0.64,,6,1
976,2017-10-02 16:00:00,18.5,,6,1
977,2017-10-02 17:00:00,21.17,,6,1
978,2017-10-02 18:00:00,13.06,,6,1
979,2017-10-02 19:00:00,7.7,,6,1
980,2017-10-02 20:00:00,3.61,,6,1
984,2017-11-02 00:00:00,1.98,,6,1
985,2017-11-02 01:00:00,5.6,,6,1
986,2017-11-02 02:00:00,8.51,,6,1
987,2017-11-02 03:00:00,7.59,,6,1
988,2017-11-02 04:00:00,16.87,,6,1
989,2017-11-02 05:00:00,15.72,,6,1
990,2017-11-02 06:00:00,17.98,,6,1
993,2017-11-02 09:00:00,12.4,,6,1
994,2017-11-02 10:00:00,17.5,,6,1
995,2017-11-02 11:00:00,16.47,,6,1
996,2017-11-02 12:00:00,7.64,,6,1
997,2017-11-02 13:00:00,7.86,,6,1
1883,2017-03-20 11:00:00,47.05,56.99,6,1
1884,2017-03-20 12:00:00,13.08,51.48,6,1
1885,2017-03-20 13:00:00,6.26,29.43,6,1
1886,2017-03-20 14:00:00,12.41,38.03,6,1
1887,2017-03-20 15:00:00,18.27,35.22,6,1
1888,2017-03-20 16:00:00,7.81,28.98,6,1
1889,2017-03-20 17:00:00,23.35,37.59,6,1
1890,2017-03-20 18:00:00,19.25,45.09,6,1
1891,2017-03-20 19:00:00,18.74,44.92,6,1
1892,2017-03-20 20:00:00,18.51,49.86,6,1
1893,2017-03-20 21:00:00,6.34,29.5,6,1
1894,2017-03-20 22:00:00,14.2,33.64,6,1
1895,2017-03-20 23:00:00,9.61,33.08,6,1
1896,2017-03-21 00:00:00,9.12,26.2,6,1
1897,2017-03-21 01:00:00,13.33,29.71,6,1
1898,2017-03-21 02:00:00,6.56,19.27,6,1
1899,2017-03-21 03:00:00,22.04,37.47,6,1
1900,2017-03-21 04:00:00,32.02,83.59,6,1
1901,2017-03-21 05:00:00,113.88,196.35,6,1
1902,2017-03-21 06:00:00,34.55,105.53,6,1
1903,2017-03-21 07:00:00,32.59,120.66,6,1
1904,2017-03-21 08:00:00,41.13,107.17,6,1
1905,2017-03-21 09:00:00,59.34,120.95,6,1
1906,2017-03-21 10:00:00,49.2,115.21,6,1
1907,2017-03-21 11:00:00,51.56,101.18,6,1
1908,2017-03-21 12:00:00,18.84,64.34,6,1
1909,2017-03-21 13:00:00,21.93,60.6,6,1
1910,2017-03-21 14:00:00,22.6,62.99,6,1
1911,2017-03-21 15:00:00,24.36,37.22,6,1
1912,2017-03-21 16:00:00,17.25,23.47,6,1
1913,2017-03-21 17:00:00,18.73,25.14,6,1
1914,2017-03-21 18:00:00,26.01,19.87,6,1
1915,2017-03-21 19:00:00,13.13,34.31,6,1
1916,2017-03-21 20:00:00,16.61,39.87,6,1
1917,2017-03-21 21:00:00,101.38,83.83,6,1
1918,2017-03-21 22:00:00,21.09,26.13,6,1
1919,2017-03-21 23:00:00,33.22,52.04,6,1
1920,2017-03-22 00:00:00,16.85,37.29,6,1
1921,2017-03-22 01:00:00,26.03,59.69,6,1
1922,2017-03-22 02:00:00,44.93,62.01,6,1
1923,2017-03-22 03:00:00,43.14,37.44,6,1
1924,2017-03-22 04:00:00,36.97,38.69,6,1
1925,2017-03-22 05:00:00,56.83,53.39,6,1
1926,2017-03-22 06:00:00,56.03,42.03,6,1
1927,2017-03-22 07:00:00,,7.15,6,1
1928,2017-03-22 08:00:00,,4.67,6,1
1929,2017-03-22 09:00:00,12.72,28.19,6,1
1930,2017-03-22 10:00:00,,21.32,6,1
1931,2017-03-22 11:00:00,7.37,17.47,6,1
1932,2017-03-22 12:00:00,14.13,29.38,6,1
1933,2017-03-22 13:00:00,19.61,33.9,6,1
1934,2017-03-22 14:00:00,20.56,37.18,6,1
1935,2017-03-22 15:00:00,4.23,25.45,6,1
1936,2017-03-22 16:00:00,37.17,30.11,6,1
1937,2017-03-22 17:00:00,23.52,19.15,6,1
1938,2017-03-22 18:00:00,10.36,20.5,6,1
1939,2017-03-22 19:00:00,25.3,19.98,6,1
1940,2017-03-22 20:00:00,20.36,22.03,6,1
1941,2017-03-22 21:00:00,5.19,14.54,6,1
1942,2017-03-22 22:00:00,38.72,33.2,6,1
1943,2017-03-22 23:00:00,7.12,7.44,6,1
1944,2017-03-23 00:00:00,0.2,27.32,6,1
1945,2017-03-23 01:00:00,5.34,12.36,6,1
1946,2017-03-23 02:00:00,7.07,17.68,6,1
1947,2017-03-23 03:00:00,5.96,17.44,6,1
1948,2017-03-23 04:00:00,15.8,31.66,6,1
1949,2017-03-23 05:00:00,46.7,62.44,6,1
1950,2017-03-23 06:00:00,21.04,72.34,6,1
1951,2017-03-23 07:00:00,19.06,66.49,6,1
1952,2017-03-23 08:00:00,,26.24,6,1
1953,2017-03-23 09:00:00,14.63,46.51,6,1
1954,2017-03-23 10:00:00,23.62,32.94,6,1
1955,2017-03-23 11:00:00,15.75,29.46,6,1
1956,2017-03-23 12:00:00,18.07,27.8,6,1
1957,2017-03-23 13:00:00,15.31,32.8,6,1
1958,2017-03-23 14:00:00,14.93,26.39,6,1
1959,2017-03-23 15:00:00,3.57,29.85,6,1
1960,2017-03-23 16:00:00,3.97,21.39,6,1
1961,2017-03-23 17:00:00,13.08,25.63,6,1
1962,2017-03-23 18:00:00,34.6,22.06,6,1
1963,2017-03-23 19:00:00,0.63,21.55,6,1
1964,2017-03-23 20:00:00,19.6,21.18,6,1
