,recorded_time,pm25,pm10,station,is_published
9296,2018-01-23 08:00:00,2.84,33.06,6,1
9297,2018-01-23 09:00:00,20.13,66.34,6,1
9298,2018-01-23 10:00:00,26.36,28.85,6,1
9299,2018-01-23 11:00:00,16.73,43.87,6,1
9300,2018-01-23 12:00:00,13.7,16.28,6,1
9301,2018-01-23 13:00:00,,5.6,6,1
9302,2018-01-23 14:00:00,33.47,43.62,6,1
9303,2018-01-23 15:00:00,0.74,22.64,6,1
9304,2018-01-23 16:00:00,15.31,26.03,6,1
9305,2018-01-23 17:00:00,4.39,23.14,6,1
9306,2018-01-23 18:00:00,19.5,22.41,6,1
9307,2018-01-23 19:00:00,,22.67,6,1
9308,2018-01-23 20:00:00,6.25,12.17,6,1
9309,2018-01-23 21:00:00,5.27,22.1,6,1
9310,2018-01-23 22:00:00,6.56,5.67,6,1
9311,2018-01-23 23:00:00,,17.69,6,1
9313,2018-01-24 01:00:00,6.57,15.87,6,1
9314,2018-01-24 02:00:00,,6.86,6,1
9315,2018-01-24 03:00:00,4.19,19.65,6,1
9316,2018-01-24 04:00:00,,26.04,6,1
9317,2018-01-24 05:00:00,20.61,52.66,6,1
9318,2018-01-24 06:00:00,53.96,125.65,6,1
9319,2018-01-24 07:00:00,38.33,81.1,6,1
9320,2018-01-24 08:00:00,33.22,63.86,6,1
9321,2018-01-24 09:00:00,54.56,95.77,6,1
9322,2018-01-24 10:00:00,31.25,37.26,6,1
9323,2018-01-24 11:00:00,47.49,70.0,6,1
9324,2018-01-24 12:00:00,40.6,67.34,6,1
9325,2018-01-24 13:00:00,53.35,45.76,6,1
9327,2018-01-24 15:00:00,10.85,,6,1
9328,2018-01-24 16:00:00,12.08,17.3,6,1
9330,2018-01-24 18:00:00,,16.62,6,1
9331,2018-01-24 19:00:00,,12.62,6,1
9332,2018-01-24 20:00:00,4.62,7.55,6,1
9333,2018-01-24 21:00:00,2.57,17.72,6,1
9334,2018-01-24 22:00:00,3.94,7.88,6,1
9335,2018-01-24 23:00:00,,1.88,6,1
9336,2018-01-25 00:00:00,2.69,,6,1
9337,2018-01-25 01:00:00,,17.21,6,1
9338,2018-01-25 02:00:00,2.97,5.58,6,1
9339,2018-01-25 03:00:00,7.19,15.35,6,1
9340,2018-01-25 04:00:00,16.05,15.33,6,1
9341,2018-01-25 05:00:00,42.12,88.29,6,1
9342,2018-01-25 06:00:00,64.89,88.04,6,1
9343,2018-01-25 07:00:00,69.52,108.9,6,1
9345,2018-01-25 09:00:00,24.4,67.46,6,1
9346,2018-01-25 10:00:00,47.43,53.14,6,1
9347,2018-01-25 11:00:00,19.67,29.73,6,1
9348,2018-01-25 12:00:00,4.05,8.91,6,1
9349,2018-01-25 13:00:00,10.81,18.11,6,1
9350,2018-01-25 14:00:00,5.95,16.26,6,1
9351,2018-01-25 15:00:00,11.96,27.75,6,1
9352,2018-01-25 16:00:00,6.88,19.28,6,1
9353,2018-01-25 17:00:00,3.89,24.38,6,1
9354,2018-01-25 18:00:00,4.43,16.37,6,1
9355,2018-01-25 19:00:00,17.05,10.6,6,1
9356,2018-01-25 20:00:00,9.1,10.99,6,1
9357,2018-01-25 21:00:00,16.21,20.21,6,1
9358,2018-01-25 22:00:00,1.52,,6,1
9359,2018-01-25 23:00:00,,21.61,6,1
9360,2018-01-26 00:00:00,,6.85,6,1
9361,2018-01-26 01:00:00,0.24,16.6,6,1
9362,2018-01-26 02:00:00,7.77,18.2,6,1
9363,2018-01-26 03:00:00,17.14,24.43,6,1
9364,2018-01-26 04:00:00,20.04,47.47,6,1
9365,2018-01-26 05:00:00,27.78,58.05,6,1
9366,2018-01-26 06:00:00,49.51,74.37,6,1
9367,2018-01-26 07:00:00,27.09,80.12,6,1
9368,2018-01-26 08:00:00,,5.91,6,1
9369,2018-01-26 09:00:00,42.26,69.77,6,1
9370,2018-01-26 10:00:00,49.54,50.71,6,1
9371,2018-01-26 11:00:00,44.2,87.79,6,1
9372,2018-01-26 12:00:00,62.44,120.61,6,1
9373,2018-01-26 13:00:00,40.0,82.2,6,1
9374,2018-01-26 14:00:00,30.65,64.64,6,1
9375,2018-01-26 15:00:00,15.41,40.14,6,1
9376,2018-01-26 16:00:00,37.04,62.79,6,1
9377,2018-01-26 17:00:00,25.22,30.46,6,1
9378,2018-01-26 18:00:00,38.09,42.25,6,1
9379,2018-01-26 19:00:00,38.44,43.47,6,1
9380,2018-01-26 20:00:00,,17.51,6,1
9381,2018-01-26 21:00:00,7.59,14.74,6,1
9382,2018-01-26 22:00:00,65.45,53.71,6,1
9383,2018-01-26 23:00:00,37.71,38.37,6,1
9384,2018-01-27 00:00:00,0.62,26.71,6,1
9385,2018-01-27 01:00:00,,9.37,6,1
9386,2018-01-27 02:00:00,,2.12,6,1
9387,2018-01-27 03:00:00,6.03,18.79,6,1
9388,2018-01-27 04:00:00,17.35,38.31,6,1
9389,2018-01-27 05:00:00,2.72,23.62,6,1
9390,2018-01-27 06:00:00,20.92,21.84,6,1
9391,2018-01-27 07:00:00,18.73,20.6,6,1
9392,2018-01-27 08:00:00,0.21,2.43,6,1
9393,2018-01-27 09:00:00,14.38,27.34,6,1
9395,2018-01-27 11:00:00,9.62,20.02,6,1
9396,2018-01-27 12:00:00,21.85,20.33,6,1
9398,2018-01-27 14:00:00,16.14,20.82,6,1
9399,2018-01-27 15:00:00,23.39,14.7,6,1
9401,2018-01-27 17:00:00,,14.58,6,1
9402,2018-01-27 18:00:00,19.24,18.94,6,1
9403,2018-01-27 19:00:00,12.29,16.14,6,1
9404,2018-01-27 20:00:00,26.91,37.2,6,1
9405,2018-01-27 21:00:00,23.78,54.57,6,1
9406,2018-01-27 22:00:00,7.59,30.65,6,1
9407,2018-01-27 23:00:00,22.37,28.25,6,1
9408,2018-01-28 00:00:00,5.51,2.56,6,1
9409,2018-01-28 01:00:00,3.51,13.19,6,1
9410,2018-01-28 02:00:00,,6.74,6,1
9411,2018-01-28 03:00:00,,2.78,6,1
9412,2018-01-28 04:00:00,1.49,,6,1
9413,2018-01-28 05:00:00,,15.81,6,1
9414,2018-01-28 06:00:00,3.85,9.45,6,1
9415,2018-01-28 07:00:00,5.34,7.1,6,1
9416,2018-01-28 08:00:00,1.61,22.76,6,1
9417,2018-01-28 09:00:00,10.56,12.81,6,1
9418,2018-01-28 10:00:00,17.34,23.93,6,1
9419,2018-01-28 11:00:00,14.33,16.81,6,1
9420,2018-01-28 12:00:00,17.57,36.96,6,1
9421,2018-01-28 13:00:00,26.56,36.38,6,1
9423,2018-01-28 15:00:00,0.66,19.82,6,1
9424,2018-01-28 16:00:00,14.2,19.66,6,1
9425,2018-01-28 17:00:00,37.16,26.59,6,1
9426,2018-01-28 18:00:00,28.79,25.31,6,1
9427,2018-01-28 19:00:00,,8.99,6,1
9428,2018-01-28 20:00:00,11.99,29.14,6,1
9429,2018-01-28 21:00:00,10.06,35.56,6,1
9430,2018-01-28 22:00:00,25.6,42.88,6,1
9431,2018-01-28 23:00:00,34.91,51.71,6,1
9432,2018-01-29 00:00:00,21.17,58.16,6,1
9433,2018-01-29 01:00:00,37.19,76.86,6,1
9434,2018-01-29 02:00:00,22.12,77.81,6,1
9435,2018-01-29 03:00:00,72.65,135.39,6,1
9436,2018-01-29 04:00:00,85.15,138.21,6,1
9437,2018-01-29 05:00:00,55.55,109.55,6,1
9438,2018-01-29 06:00:00,90.01,177.58,6,1
9439,2018-01-29 07:00:00,50.05,125.01,6,1
9440,2018-01-29 08:00:00,,38.27,6,1
9441,2018-01-29 09:00:00,11.16,78.84,6,1
9442,2018-01-29 10:00:00,22.58,52.21,6,1
9443,2018-01-29 11:00:00,19.82,43.52,6,1
9444,2018-01-29 12:00:00,8.02,26.21,6,1
9445,2018-01-29 13:00:00,2.6,31.48,6,1
9446,2018-01-29 14:00:00,15.26,20.95,6,1
9447,2018-01-29 15:00:00,36.16,51.87,6,1
9448,2018-01-29 16:00:00,12.44,32.27,6,1
9449,2018-01-29 17:00:00,41.32,46.07,6,1
9450,2018-01-29 18:00:00,38.52,57.36,6,1
9451,2018-01-29 19:00:00,,25.14,6,1
9452,2018-01-29 20:00:00,13.63,30.81,6,1
9453,2018-01-29 21:00:00,5.93,32.32,6,1
9454,2018-01-29 22:00:00,11.2,31.16,6,1
9455,2018-01-29 23:00:00,,21.79,6,1
9456,2018-01-30 00:00:00,8.7,32.47,6,1
9457,2018-01-30 01:00:00,8.74,31.8,6,1
9458,2018-01-30 02:00:00,0.27,3.06,6,1
9459,2018-01-30 03:00:00,3.64,21.72,6,1
9460,2018-01-30 04:00:00,18.35,43.27,6,1
9461,2018-01-30 05:00:00,38.52,82.53,6,1
9462,2018-01-30 06:00:00,60.0,99.49,6,1
9463,2018-01-30 07:00:00,21.22,68.9,6,1
9464,2018-01-30 08:00:00,,7.82,6,1
9465,2018-01-30 09:00:00,18.67,26.73,6,1
9466,2018-01-30 10:00:00,68.19,90.29,6,1
9467,2018-01-30 11:00:00,45.0,61.03,6,1
9468,2018-01-30 12:00:00,34.06,64.99,6,1
9469,2018-01-30 13:00:00,11.55,17.96,6,1
9470,2018-01-30 14:00:00,1.83,4.95,6,1
9471,2018-01-30 15:00:00,9.63,14.94,6,1
9472,2018-01-30 16:00:00,0.57,11.78,6,1
9473,2018-01-30 17:00:00,7.65,12.54,6,1
9474,2018-01-30 18:00:00,3.42,14.44,6,1
9475,2018-01-30 19:00:00,,4.14,6,1
9476,2018-01-30 20:00:00,12.9,11.42,6,1
9478,2018-01-30 22:00:00,19.8,14.81,6,1
9479,2018-01-30 23:00:00,4.54,14.01,6,1
9480,2018-01-31 00:00:00,,24.48,6,1
9481,2018-01-31 01:00:00,,13.92,6,1
9482,2018-01-31 02:00:00,1.22,10.47,6,1
9483,2018-01-31 03:00:00,5.26,18.21,6,1
9484,2018-01-31 04:00:00,5.98,13.97,6,1
9485,2018-01-31 05:00:00,15.08,14.96,6,1
9486,2018-01-31 06:00:00,5.54,9.6,6,1
9487,2018-01-31 07:00:00,7.08,8.19,6,1
9488,2018-01-31 08:00:00,14.05,36.82,6,1
9489,2018-01-31 09:00:00,48.01,101.76,6,1
9490,2018-01-31 10:00:00,34.34,79.63,6,1
9491,2018-01-31 11:00:00,54.93,91.47,6,1
9492,2018-01-31 12:00:00,48.68,82.18,6,1
9493,2018-01-31 13:00:00,28.4,29.18,6,1
9495,2018-01-31 15:00:00,12.48,25.89,6,1
9496,2018-01-31 16:00:00,4.83,10.07,6,1
9497,2018-01-31 17:00:00,3.34,14.01,6,1
9498,2018-01-31 18:00:00,,9.94,6,1
9499,2018-01-31 19:00:00,,8.99,6,1
9500,2018-01-31 20:00:00,,13.27,6,1
9501,2018-01-31 21:00:00,,15.08,6,1
9502,2018-01-31 22:00:00,22.66,30.73,6,1
9503,2018-01-31 23:00:00,,29.37,6,1
9504,2018-01-02 00:00:00,11.97,32.8,6,1
9505,2018-01-02 01:00:00,20.11,30.87,6,1
9506,2018-01-02 02:00:00,21.21,22.14,6,1
9507,2018-01-02 03:00:00,30.22,42.47,6,1
9508,2018-01-02 04:00:00,25.69,32.21,6,1
9509,2018-01-02 05:00:00,13.11,30.32,6,1
9510,2018-01-02 06:00:00,29.28,47.16,6,1
9511,2018-01-02 07:00:00,32.42,64.02,6,1
9512,2018-01-02 08:00:00,60.12,122.73,6,1
9513,2018-01-02 09:00:00,23.0,120.39,6,1
9514,2018-01-02 10:00:00,52.68,71.03,6,1
9515,2018-01-02 11:00:00,43.23,58.8,6,1
9516,2018-01-02 12:00:00,38.9,80.97,6,1
9517,2018-01-02 13:00:00,54.56,97.28,6,1
9518,2018-01-02 14:00:00,49.75,81.65,6,1
9519,2018-01-02 15:00:00,39.88,67.86,6,1
9520,2018-01-02 16:00:00,20.6,29.88,6,1
9521,2018-01-02 17:00:00,,5.94,6,1
9522,2018-01-02 18:00:00,18.21,18.81,6,1
9524,2018-01-02 20:00:00,3.12,21.57,6,1
9526,2018-01-02 22:00:00,16.08,23.73,6,1
9527,2018-01-02 23:00:00,,17.28,6,1
9529,2018-02-02 01:00:00,,4.13,6,1
9530,2018-02-02 02:00:00,7.57,4.09,6,1
9531,2018-02-02 03:00:00,20.49,30.16,6,1
9532,2018-02-02 04:00:00,14.05,36.74,6,1
9533,2018-02-02 05:00:00,24.35,43.6,6,1
9534,2018-02-02 06:00:00,24.76,72.2,6,1
9535,2018-02-02 07:00:00,27.93,90.49,6,1
9536,2018-02-02 08:00:00,22.11,49.59,6,1
9537,2018-02-02 09:00:00,52.58,87.53,6,1
9538,2018-02-02 10:00:00,58.2,90.85,6,1
9539,2018-02-02 11:00:00,45.71,88.14,6,1
9540,2018-02-02 12:00:00,41.64,86.62,6,1
9541,2018-02-02 13:00:00,32.74,68.72,6,1
9542,2018-02-02 14:00:00,27.06,48.03,6,1
9543,2018-02-02 15:00:00,32.75,52.24,6,1
9544,2018-02-02 16:00:00,,29.58,6,1
9545,2018-02-02 17:00:00,,4.48,6,1
9546,2018-02-02 18:00:00,,16.61,6,1
9547,2018-02-02 19:00:00,0.24,13.08,6,1
9548,2018-02-02 20:00:00,,11.99,6,1
9550,2018-02-02 22:00:00,,1.49,6,1
9552,2018-03-02 00:00:00,,6.92,6,1
9553,2018-03-02 01:00:00,,5.03,6,1
9554,2018-03-02 02:00:00,5.17,47.18,6,1
9555,2018-03-02 03:00:00,15.33,47.56,6,1
9556,2018-03-02 04:00:00,23.63,58.24,6,1
9557,2018-03-02 05:00:00,34.06,79.96,6,1
9558,2018-03-02 06:00:00,51.22,101.63,6,1
9559,2018-03-02 07:00:00,41.34,81.31,6,1
9560,2018-03-02 08:00:00,20.28,51.48,6,1
9561,2018-03-02 09:00:00,51.6,78.11,6,1
9562,2018-03-02 10:00:00,43.88,87.34,6,1
9563,2018-03-02 11:00:00,38.28,60.55,6,1
9564,2018-03-02 12:00:00,40.43,61.18,6,1
9565,2018-03-02 13:00:00,26.79,42.72,6,1
9566,2018-03-02 14:00:00,12.52,15.02,6,1
9567,2018-03-02 15:00:00,,41.08,6,1
9568,2018-03-02 16:00:00,8.36,32.02,6,1
9569,2018-03-02 17:00:00,7.15,24.68,6,1
9570,2018-03-02 18:00:00,,12.13,6,1
9571,2018-03-02 19:00:00,1.52,16.02,6,1
9572,2018-03-02 20:00:00,,17.55,6,1
9573,2018-03-02 21:00:00,9.6,40.3,6,1
9574,2018-03-02 22:00:00,,18.49,6,1
9575,2018-03-02 23:00:00,2.7,9.83,6,1
9576,2018-04-02 00:00:00,3.78,29.31,6,1
9577,2018-04-02 01:00:00,7.25,35.27,6,1
9578,2018-04-02 02:00:00,22.55,48.74,6,1
9579,2018-04-02 03:00:00,32.32,64.68,6,1
9580,2018-04-02 04:00:00,28.6,57.97,6,1
9581,2018-04-02 05:00:00,24.5,59.52,6,1
9582,2018-04-02 06:00:00,23.98,60.3,6,1
9583,2018-04-02 07:00:00,21.35,54.23,6,1
9584,2018-04-02 08:00:00,20.47,47.55,6,1
9585,2018-04-02 09:00:00,26.35,36.33,6,1
9586,2018-04-02 10:00:00,46.89,82.88,6,1
9587,2018-04-02 11:00:00,21.77,56.42,6,1
9588,2018-04-02 12:00:00,6.22,33.72,6,1
9589,2018-04-02 13:00:00,23.07,33.97,6,1
9590,2018-04-02 14:00:00,31.38,55.15,6,1
9591,2018-04-02 15:00:00,27.56,57.27,6,1
9592,2018-04-02 16:00:00,5.25,25.5,6,1
9593,2018-04-02 17:00:00,19.93,41.42,6,1
9594,2018-04-02 18:00:00,4.21,28.77,6,1
9595,2018-04-02 19:00:00,6.47,12.93,6,1
9596,2018-04-02 20:00:00,,1.67,6,1
9597,2018-04-02 21:00:00,1.28,9.86,6,1
9598,2018-04-02 22:00:00,,7.33,6,1
9599,2018-04-02 23:00:00,,9.52,6,1
9600,2018-05-02 00:00:00,18.03,52.17,6,1
9601,2018-05-02 01:00:00,12.9,34.75,6,1
9602,2018-05-02 02:00:00,24.31,39.64,6,1
9603,2018-05-02 03:00:00,19.97,30.21,6,1
9604,2018-05-02 04:00:00,24.06,53.99,6,1
9605,2018-05-02 05:00:00,25.17,47.54,6,1
9606,2018-05-02 06:00:00,45.4,73.17,6,1
9607,2018-05-02 07:00:00,16.09,54.49,6,1
9608,2018-05-02 08:00:00,9.01,67.34,6,1
9609,2018-05-02 09:00:00,10.03,58.52,6,1
9610,2018-05-02 10:00:00,37.32,67.12,6,1
9611,2018-05-02 11:00:00,28.31,58.72,6,1
9612,2018-05-02 12:00:00,18.88,44.03,6,1
9613,2018-05-02 13:00:00,18.86,24.35,6,1
9614,2018-05-02 14:00:00,43.13,73.6,6,1
9615,2018-05-02 15:00:00,22.16,59.24,6,1
9616,2018-05-02 16:00:00,21.53,51.21,6,1
9617,2018-05-02 17:00:00,23.25,58.69,6,1
9618,2018-05-02 18:00:00,7.56,22.17,6,1
9619,2018-05-02 19:00:00,,14.88,6,1
9620,2018-05-02 20:00:00,16.39,51.35,6,1
9621,2018-05-02 21:00:00,12.01,75.9,6,1
9622,2018-05-02 22:00:00,23.66,56.5,6,1
9623,2018-05-02 23:00:00,17.56,54.98,6,1
9624,2018-06-02 00:00:00,14.37,49.57,6,1
9625,2018-06-02 01:00:00,17.86,53.0,6,1
9626,2018-06-02 02:00:00,29.77,39.12,6,1
9627,2018-06-02 03:00:00,14.11,58.46,6,1
9628,2018-06-02 04:00:00,26.36,60.01,6,1
9629,2018-06-02 05:00:00,9.9,48.09,6,1
9630,2018-06-02 06:00:00,18.0,56.48,6,1
9631,2018-06-02 07:00:00,19.76,66.21,6,1
9632,2018-06-02 08:00:00,17.26,69.38,6,1
9633,2018-06-02 09:00:00,20.58,81.18,6,1
9634,2018-06-02 10:00:00,24.93,57.43,6,1
9635,2018-06-02 11:00:00,68.74,112.41,6,1
9636,2018-06-02 12:00:00,24.95,54.9,6,1
9637,2018-06-02 13:00:00,42.32,74.61,6,1
9638,2018-06-02 14:00:00,25.6,67.5,6,1
9639,2018-06-02 15:00:00,,2.43,6,1
9640,2018-06-02 16:00:00,6.83,18.36,6,1
9641,2018-06-02 17:00:00,0.9,39.82,6,1
9642,2018-06-02 18:00:00,11.83,37.78,6,1
9643,2018-06-02 19:00:00,13.26,27.79,6,1
9644,2018-06-02 20:00:00,15.23,23.14,6,1
9645,2018-06-02 21:00:00,7.31,10.37,6,1
9646,2018-06-02 22:00:00,,2.42,6,1
9647,2018-06-02 23:00:00,,8.99,6,1
9650,2018-07-02 02:00:00,0.55,7.82,6,1
9651,2018-07-02 03:00:00,10.3,19.65,6,1
9652,2018-07-02 04:00:00,19.53,56.04,6,1
9653,2018-07-02 05:00:00,30.44,83.0,6,1
9654,2018-07-02 06:00:00,81.47,120.2,6,1
9655,2018-07-02 07:00:00,43.68,84.27,6,1
9656,2018-07-02 08:00:00,34.81,73.22,6,1
9657,2018-07-02 09:00:00,38.86,99.29,6,1
9658,2018-07-02 10:00:00,33.1,51.54,6,1
9659,2018-07-02 11:00:00,23.76,40.23,6,1
9660,2018-07-02 12:00:00,33.22,62.12,6,1
9661,2018-07-02 13:00:00,,2.52,6,1
9662,2018-07-02 14:00:00,7.27,19.14,6,1
9663,2018-07-02 15:00:00,20.32,34.94,6,1
9664,2018-07-02 16:00:00,,14.24,6,1
9665,2018-07-02 17:00:00,71.29,104.33,6,1
9666,2018-07-02 18:00:00,65.68,87.62,6,1
9667,2018-07-02 19:00:00,50.06,70.86,6,1
9668,2018-07-02 20:00:00,48.62,56.54,6,1
9669,2018-07-02 21:00:00,31.34,63.87,6,1
9670,2018-07-02 22:00:00,22.84,63.88,6,1
9671,2018-07-02 23:00:00,7.32,54.52,6,1
9672,2018-08-02 00:00:00,42.09,83.41,6,1
9673,2018-08-02 01:00:00,31.72,74.56,6,1
9674,2018-08-02 02:00:00,40.66,81.21,6,1
9675,2018-08-02 03:00:00,48.92,76.27,6,1
9676,2018-08-02 04:00:00,37.61,56.66,6,1
9677,2018-08-02 05:00:00,36.9,65.15,6,1
9678,2018-08-02 06:00:00,13.56,64.19,6,1
9679,2018-08-02 07:00:00,24.67,45.24,6,1
9680,2018-08-02 08:00:00,14.93,66.91,6,1
9681,2018-08-02 09:00:00,16.71,59.27,6,1
9682,2018-08-02 10:00:00,50.18,82.35,6,1
9683,2018-08-02 11:00:00,26.46,55.02,6,1
9684,2018-08-02 12:00:00,,15.96,6,1
9685,2018-08-02 13:00:00,7.37,61.23,6,1
9686,2018-08-02 14:00:00,32.17,43.74,6,1
9687,2018-08-02 15:00:00,40.08,68.95,6,1
9688,2018-08-02 16:00:00,29.09,71.2,6,1
9689,2018-08-02 17:00:00,38.32,86.77,6,1
9690,2018-08-02 18:00:00,38.56,77.31,6,1
9691,2018-08-02 19:00:00,27.76,93.3,6,1
9692,2018-08-02 20:00:00,36.05,70.66,6,1
9693,2018-08-02 21:00:00,15.43,67.59,6,1
9694,2018-08-02 22:00:00,34.46,50.22,6,1
9695,2018-08-02 23:00:00,33.52,70.93,6,1
9696,2018-09-02 00:00:00,13.06,72.11,6,1
9697,2018-09-02 01:00:00,29.1,52.19,6,1
9698,2018-09-02 02:00:00,22.59,60.38,6,1
9699,2018-09-02 03:00:00,31.02,55.52,6,1
9700,2018-09-02 04:00:00,41.21,54.8,6,1
9701,2018-09-02 05:00:00,26.6,56.72,6,1
9702,2018-09-02 06:00:00,79.22,118.87,6,1
9703,2018-09-02 07:00:00,42.35,82.9,6,1
9704,2018-09-02 08:00:00,2.02,82.18,6,1
9705,2018-09-02 09:00:00,53.3,130.6,6,1
9706,2018-09-02 10:00:00,94.51,144.82,6,1
9707,2018-09-02 11:00:00,72.89,134.27,6,1
9708,2018-09-02 12:00:00,33.25,98.76,6,1
9709,2018-09-02 13:00:00,27.14,82.01,6,1
9710,2018-09-02 14:00:00,62.78,117.87,6,1
9711,2018-09-02 15:00:00,61.25,103.44,6,1
9712,2018-09-02 16:00:00,60.65,107.83,6,1
9713,2018-09-02 17:00:00,55.37,113.83,6,1
9714,2018-09-02 18:00:00,94.48,140.03,6,1
9715,2018-09-02 19:00:00,124.53,161.85,6,1
9716,2018-09-02 20:00:00,44.58,119.61,6,1
9717,2018-09-02 21:00:00,76.37,113.11,6,1
9718,2018-09-02 22:00:00,84.13,140.48,6,1
9719,2018-09-02 23:00:00,64.57,146.37,6,1
9720,2018-10-02 00:00:00,66.3,121.19,6,1
9721,2018-10-02 01:00:00,51.55,80.2,6,1
9722,2018-10-02 02:00:00,11.72,29.47,6,1
9723,2018-10-02 03:00:00,23.47,54.79,6,1
9724,2018-10-02 04:00:00,36.14,63.08,6,1
9725,2018-10-02 05:00:00,55.25,80.14,6,1
9726,2018-10-02 06:00:00,49.77,80.27,6,1
9727,2018-10-02 07:00:00,33.29,60.5,6,1
9728,2018-10-02 08:00:00,60.63,113.22,6,1
9729,2018-10-02 09:00:00,79.36,122.99,6,1
9730,2018-10-02 10:00:00,97.17,172.13,6,1
9731,2018-10-02 11:00:00,18.62,93.75,6,1
9732,2018-10-02 12:00:00,48.07,108.89,6,1
9733,2018-10-02 13:00:00,65.92,116.61,6,1
9734,2018-10-02 14:00:00,40.15,110.45,6,1
9735,2018-10-02 15:00:00,38.87,107.52,6,1
9736,2018-10-02 16:00:00,44.81,95.08,6,1
9737,2018-10-02 17:00:00,84.19,106.07,6,1
9738,2018-10-02 18:00:00,96.19,83.11,6,1
9739,2018-10-02 19:00:00,74.85,79.82,6,1
9740,2018-10-02 20:00:00,73.5,102.06,6,1
9741,2018-10-02 21:00:00,37.92,70.57,6,1
9742,2018-10-02 22:00:00,,75.36,6,1
9743,2018-10-02 23:00:00,16.0,75.41,6,1
9744,2018-11-02 00:00:00,29.17,68.26,6,1
9745,2018-11-02 01:00:00,59.02,61.27,6,1
9746,2018-11-02 02:00:00,62.94,81.83,6,1
9747,2018-11-02 03:00:00,53.14,65.05,6,1
9748,2018-11-02 04:00:00,45.36,90.74,6,1
9749,2018-11-02 05:00:00,70.78,107.78,6,1
9750,2018-11-02 06:00:00,139.62,184.51,6,1
9751,2018-11-02 07:00:00,55.05,161.28,6,1
9752,2018-11-02 08:00:00,62.39,137.53,6,1
9753,2018-11-02 09:00:00,33.47,100.07,6,1
9754,2018-11-02 10:00:00,93.47,113.61,6,1
9755,2018-11-02 11:00:00,,23.98,6,1
9756,2018-11-02 12:00:00,36.6,102.65,6,1
9757,2018-11-02 13:00:00,13.2,54.79,6,1
9758,2018-11-02 14:00:00,78.46,96.83,6,1
9759,2018-11-02 15:00:00,0.62,48.5,6,1
9760,2018-11-02 16:00:00,56.31,38.46,6,1
9761,2018-11-02 17:00:00,,11.36,6,1
9762,2018-11-02 18:00:00,,17.34,6,1
9763,2018-11-02 19:00:00,-28.85,8.26,6,1
9764,2018-11-02 20:00:00,-13.89,3.58,6,1
9765,2018-11-02 21:00:00,1.59,1.3,6,1
9766,2018-11-02 22:00:00,-10.26,1.26,6,1
9767,2018-11-02 23:00:00,-7.33,9.13,6,1
9768,2018-12-02 00:00:00,-13.15,7.66,6,1
9769,2018-12-02 01:00:00,2.61,10.99,6,1
9770,2018-12-02 02:00:00,-0.99,4.36,6,1
9771,2018-12-02 03:00:00,0.86,27.83,6,1
9772,2018-12-02 04:00:00,6.0,13.1,6,1
9773,2018-12-02 05:00:00,2.86,0.0,6,1
9774,2018-12-02 06:00:00,-0.44,18.77,6,1
9775,2018-12-02 07:00:00,-6.73,8.88,6,1
9776,2018-12-02 08:00:00,11.6,16.61,6,1
9777,2018-12-02 09:00:00,7.18,21.1,6,1
9778,2018-12-02 10:00:00,38.98,25.7,6,1
9779,2018-12-02 11:00:00,31.16,57.86,6,1
9780,2018-12-02 12:00:00,30.78,67.76,6,1
9781,2018-12-02 13:00:00,4.02,33.45,6,1
9782,2018-12-02 14:00:00,2.82,3.25,6,1
9783,2018-12-02 15:00:00,6.08,15.88,6,1
9784,2018-12-02 16:00:00,3.17,15.55,6,1
9785,2018-12-02 17:00:00,1.2,12.14,6,1
9786,2018-12-02 18:00:00,1.24,13.25,6,1
9787,2018-12-02 19:00:00,-2.93,20.68,6,1
9788,2018-12-02 20:00:00,2.84,17.28,6,1
9789,2018-12-02 21:00:00,4.05,14.72,6,1
9790,2018-12-02 22:00:00,2.52,19.54,6,1
9791,2018-12-02 23:00:00,2.74,8.93,6,1
9792,2018-02-13 00:00:00,13.19,26.58,6,1
9793,2018-02-13 01:00:00,6.15,22.86,6,1
9794,2018-02-13 02:00:00,6.38,13.33,6,1
9795,2018-02-13 03:00:00,9.16,11.74,6,1
9796,2018-02-13 04:00:00,21.29,33.77,6,1
9797,2018-02-13 05:00:00,25.92,43.07,6,1
9798,2018-02-13 06:00:00,32.25,73.81,6,1
9799,2018-02-13 07:00:00,-2.57,17.77,6,1
9800,2018-02-13 08:00:00,1.02,11.64,6,1
9801,2018-02-13 09:00:00,22.02,55.8,6,1
9802,2018-02-13 10:00:00,27.68,56.31,6,1
9803,2018-02-13 11:00:00,11.4,23.3,6,1
9804,2018-02-13 12:00:00,16.99,32.75,6,1
9805,2018-02-13 13:00:00,22.9,43.12,6,1
9806,2018-02-13 14:00:00,10.11,33.79,6,1
9807,2018-02-13 15:00:00,14.59,37.47,6,1
9808,2018-02-13 16:00:00,14.89,25.14,6,1
9809,2018-02-13 17:00:00,6.58,27.48,6,1
9810,2018-02-13 18:00:00,1.11,18.09,6,1
9811,2018-02-13 19:00:00,10.16,7.59,6,1
9812,2018-02-13 20:00:00,-4.98,12.51,6,1
9813,2018-02-13 21:00:00,7.65,21.94,6,1
9814,2018-02-13 22:00:00,4.77,14.61,6,1
9815,2018-02-13 23:00:00,0.78,12.42,6,1
9816,2018-02-14 00:00:00,-8.61,9.55,6,1
9817,2018-02-14 01:00:00,-0.49,15.28,6,1
